,YearSchluessel,Year,Stadt-/Landkreis,Bevölkerung 0 bis 17 Jahre in %,Bevölkerung 18 bis 24 Jahre in %,Bevölkerung 25 bis 44 Jahre in %,Bevölkerung 45 bis 64 Jahre in %,Bevölkerung 65 Jahre und älter in %,LAND_NAME,LAND_ABK
5774,201705774,2017,Kreis Paderborn,17.900000000000002,9.200000000000001,26.1,29.0,17.8,Nordrhein-Westfalen,NW
5911,199505911,1995,Bochum,16.5,7.5,33.0,25.400000000000002,17.7,Nordrhein-Westfalen,NW
5911,200005911,2000,Bochum,16.1,7.300000000000001,31.8,25.900000000000002,18.8,Nordrhein-Westfalen,NW
5911,200505911,2005,Bochum,15.3,8.200000000000001,29.6,26.3,20.6,Nordrhein-Westfalen,NW
5911,200905911,2009,Bochum,14.4,8.5,27.3,28.400000000000002,21.400000000000002,Nordrhein-Westfalen,NW
5911,201305911,2013,Bochum,14.200000000000001,8.8,25.8,29.5,21.8,Nordrhein-Westfalen,NW
5911,201705911,2017,Bochum,14.600000000000001,8.8,26.1,28.6,22.0,Nordrhein-Westfalen,NW
5913,199505913,1995,Dortmund,17.400000000000002,7.6000000000000005,31.5,26.1,17.3,Nordrhein-Westfalen,NW
5913,200005913,2000,Dortmund,17.6,7.6000000000000005,30.1,26.3,18.3,Nordrhein-Westfalen,NW
5913,200505913,2005,Dortmund,17.0,8.3,28.5,25.900000000000002,20.3,Nordrhein-Westfalen,NW
5913,200905913,2009,Dortmund,16.2,8.5,27.0,27.3,21.0,Nordrhein-Westfalen,NW
5913,201305913,2013,Dortmund,15.700000000000001,8.8,26.5,28.6,20.5,Nordrhein-Westfalen,NW
5913,201705913,2017,Dortmund,16.2,8.6,26.5,28.3,20.400000000000002,Nordrhein-Westfalen,NW
5914,199505914,1995,Hagen,18.400000000000002,7.6000000000000005,29.8,26.200000000000003,18.0,Nordrhein-Westfalen,NW
5914,200005914,2000,Hagen,18.8,7.300000000000001,28.3,26.400000000000002,19.200000000000003,Nordrhein-Westfalen,NW
5914,200505914,2005,Hagen,18.5,7.800000000000001,26.400000000000002,25.900000000000002,21.5,Nordrhein-Westfalen,NW
5914,200905914,2009,Hagen,17.2,8.3,24.700000000000003,27.0,22.8,Nordrhein-Westfalen,NW
5914,201305914,2013,Hagen,16.0,8.0,23.3,30.1,22.6,Nordrhein-Westfalen,NW
5914,201705914,2017,Hagen,17.1,7.7,23.1,29.700000000000003,22.5,Nordrhein-Westfalen,NW
5915,199505915,1995,Hamm,20.3,8.6,30.700000000000003,24.700000000000003,15.8,Nordrhein-Westfalen,NW
5915,200005915,2000,Hamm,20.3,8.200000000000001,29.700000000000003,25.0,16.900000000000002,Nordrhein-Westfalen,NW
5915,200505915,2005,Hamm,19.5,7.9,28.5,25.200000000000003,18.900000000000002,Nordrhein-Westfalen,NW
5915,200905915,2009,Hamm,18.3,8.4,26.6,27.0,19.8,Nordrhein-Westfalen,NW
5915,201305915,2013,Hamm,17.6,8.3,24.700000000000003,29.1,20.3,Nordrhein-Westfalen,NW
5915,201705915,2017,Hamm,17.6,8.5,24.3,28.900000000000002,20.700000000000003,Nordrhein-Westfalen,NW
5916,199505916,1995,Herne,17.6,8.0,31.1,25.200000000000003,18.1,Nordrhein-Westfalen,NW
5916,200005916,2000,Herne,17.6,7.300000000000001,30.200000000000003,25.700000000000003,19.1,Nordrhein-Westfalen,NW
5916,200505916,2005,Herne,17.1,7.6000000000000005,28.1,26.400000000000002,20.8,Nordrhein-Westfalen,NW
5916,200905916,2009,Herne,15.9,7.9,26.1,28.400000000000002,21.700000000000003,Nordrhein-Westfalen,NW
5916,201305916,2013,Herne,15.8,7.9,24.3,30.0,22.0,Nordrhein-Westfalen,NW
5916,201705916,2017,Herne,16.1,8.1,24.0,29.900000000000002,21.8,Nordrhein-Westfalen,NW
5954,199505954,1995,Ennepe-Ruhr-Kreis,18.0,7.1000000000000005,30.8,26.8,17.400000000000002,Nordrhein-Westfalen,NW
5954,200005954,2000,Ennepe-Ruhr-Kreis,18.0,7.0,29.5,27.1,18.400000000000002,Nordrhein-Westfalen,NW
5954,200505954,2005,Ennepe-Ruhr-Kreis,17.3,7.300000000000001,27.200000000000003,27.1,21.1,Nordrhein-Westfalen,NW
5954,200905954,2009,Ennepe-Ruhr-Kreis,16.0,7.7,24.8,29.0,22.6,Nordrhein-Westfalen,NW
5954,201305954,2013,Ennepe-Ruhr-Kreis,15.100000000000001,7.4,22.3,32.1,23.1,Nordrhein-Westfalen,NW
5954,201705954,2017,Ennepe-Ruhr-Kreis,15.3,7.2,22.1,31.900000000000002,23.5,Nordrhein-Westfalen,NW
5958,199505958,1995,Hochsauerlandkreis,21.3,8.6,30.400000000000002,23.5,16.1,Nordrhein-Westfalen,NW
5958,200005958,2000,Hochsauerlandkreis,21.200000000000003,7.9,29.400000000000002,24.1,17.400000000000002,Nordrhein-Westfalen,NW
5958,200505958,2005,Hochsauerlandkreis,20.3,8.0,27.0,24.700000000000003,20.0,Nordrhein-Westfalen,NW
5958,200905958,2009,Hochsauerlandkreis,18.8,8.3,24.8,27.1,21.1,Nordrhein-Westfalen,NW
5958,201305958,2013,Hochsauerlandkreis,17.2,7.800000000000001,22.6,31.1,21.3,Nordrhein-Westfalen,NW
5958,201705958,2017,Hochsauerlandkreis,16.6,7.800000000000001,22.200000000000003,31.700000000000003,21.8,Nordrhein-Westfalen,NW
5962,199505962,1995,Märkischer Kreis,20.6,7.9,30.900000000000002,25.200000000000003,15.3,Nordrhein-Westfalen,NW
5962,200005962,2000,Märkischer Kreis,20.700000000000003,7.5,29.700000000000003,25.5,16.400000000000002,Nordrhein-Westfalen,NW
5962,200505962,2005,Märkischer Kreis,19.700000000000003,8.0,27.3,25.6,19.3,Nordrhein-Westfalen,NW
5962,200905962,2009,Märkischer Kreis,18.1,8.5,24.900000000000002,27.700000000000003,20.8,Nordrhein-Westfalen,NW
5962,201305962,2013,Märkischer Kreis,16.900000000000002,7.9,22.700000000000003,31.200000000000003,21.200000000000003,Nordrhein-Westfalen,NW
5962,201705962,2017,Märkischer Kreis,16.7,7.6000000000000005,22.400000000000002,31.400000000000002,21.900000000000002,Nordrhein-Westfalen,NW
5966,199505966,1995,Kreis Olpe,22.3,8.6,32.1,22.8,14.200000000000001,Nordrhein-Westfalen,NW
5966,200005966,2000,Kreis Olpe,21.900000000000002,8.4,31.0,23.5,15.200000000000001,Nordrhein-Westfalen,NW
5966,200505966,2005,Kreis Olpe,20.8,8.4,29.0,24.3,17.5,Nordrhein-Westfalen,NW
5966,200905966,2009,Kreis Olpe,19.1,8.6,26.700000000000003,26.900000000000002,18.6,Nordrhein-Westfalen,NW
5966,201305966,2013,Kreis Olpe,17.900000000000002,8.200000000000001,23.8,31.0,19.1,Nordrhein-Westfalen,NW
5966,201705966,2017,Kreis Olpe,17.400000000000002,7.9,23.200000000000003,31.6,19.900000000000002,Nordrhein-Westfalen,NW
5970,199505970,1995,Kreis Siegen-Wittgenstein,20.5,8.200000000000001,31.400000000000002,24.400000000000002,15.600000000000001,Nordrhein-Westfalen,NW
5970,200005970,2000,Kreis Siegen-Wittgenstein,20.1,8.0,29.900000000000002,25.1,16.900000000000002,Nordrhein-Westfalen,NW
5970,200505970,2005,Kreis Siegen-Wittgenstein,18.8,8.6,27.6,25.5,19.6,Nordrhein-Westfalen,NW
5970,200905970,2009,Kreis Siegen-Wittgenstein,17.1,9.0,25.6,27.8,20.6,Nordrhein-Westfalen,NW
5970,201305970,2013,Kreis Siegen-Wittgenstein,16.2,8.8,23.700000000000003,30.400000000000002,20.900000000000002,Nordrhein-Westfalen,NW
5970,201705970,2017,Kreis Siegen-Wittgenstein,16.2,8.8,23.8,29.900000000000002,21.3,Nordrhein-Westfalen,NW
5974,199505974,1995,Kreis Soest,21.3,8.4,31.400000000000002,23.700000000000003,15.3,Nordrhein-Westfalen,NW
5974,200005974,2000,Kreis Soest,21.1,7.9,30.400000000000002,24.400000000000002,16.3,Nordrhein-Westfalen,NW
5974,200505974,2005,Kreis Soest,20.0,8.1,28.1,25.1,18.8,Nordrhein-Westfalen,NW
5974,200905974,2009,Kreis Soest,18.5,8.3,25.6,27.6,20.0,Nordrhein-Westfalen,NW
5974,201305974,2013,Kreis Soest,17.5,7.7,23.200000000000003,31.200000000000003,20.400000000000002,Nordrhein-Westfalen,NW
5974,201705974,2017,Kreis Soest,17.1,7.800000000000001,22.8,31.3,21.0,Nordrhein-Westfalen,NW
5978,199505978,1995,Kreis Unna,20.3,8.0,31.3,25.3,15.200000000000001,Nordrhein-Westfalen,NW
5978,200005978,2000,Kreis Unna,20.0,7.800000000000001,29.900000000000002,25.8,16.400000000000002,Nordrhein-Westfalen,NW
5978,200505978,2005,Kreis Unna,18.900000000000002,7.9,27.3,26.700000000000003,19.200000000000003,Nordrhein-Westfalen,NW
5978,200905978,2009,Kreis Unna,17.3,8.3,24.900000000000002,28.700000000000003,20.8,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,16.3,7.6000000000000005,22.6,31.8,21.700000000000003,Nordrhein-Westfalen,NW
5978,201705978,2017,Kreis Unna,16.1,7.5,22.3,31.6,22.6,Nordrhein-Westfalen,NW
6411,199506411,1995,Darmstadt,15.600000000000001,7.9,35.1,23.700000000000003,17.7,Hessen,HE
6411,200006411,2000,Darmstadt,15.8,8.1,34.4,24.400000000000002,17.3,Hessen,HE
6411,200506411,2005,Darmstadt,15.8,8.6,32.6,25.0,18.1,Hessen,HE
6411,200906411,2009,Darmstadt,15.9,8.700000000000001,30.5,26.5,18.400000000000002,Hessen,HE
6411,201306411,2013,Darmstadt,15.600000000000001,10.700000000000001,30.400000000000002,25.6,17.7,Hessen,HE
6411,201706411,2017,Darmstadt,16.0,11.3,30.8,24.700000000000003,17.3,Hessen,HE
6412,199506412,1995,Frankfurt (Main),15.0,7.4,35.6,25.8,16.2,Hessen,HE
6412,200006412,2000,Frankfurt (Main),14.8,7.4,35.5,26.200000000000003,16.1,Hessen,HE
6412,200506412,2005,Frankfurt (Main),15.3,7.4,34.6,25.700000000000003,17.0,Hessen,HE
6412,200906412,2009,Frankfurt (Main),15.4,7.4,33.6,26.400000000000002,17.3,Hessen,HE
6412,201306412,2013,Frankfurt (Main),16.1,7.800000000000001,34.1,26.0,16.0,Hessen,HE
6412,201706412,2017,Frankfurt (Main),16.8,7.6000000000000005,34.0,26.0,15.700000000000001,Hessen,HE
6413,199506413,1995,Offenbach am Main,17.2,8.3,32.5,26.200000000000003,15.8,Hessen,HE
6413,200006413,2000,Offenbach am Main,17.6,8.1,32.6,25.8,15.9,Hessen,HE
6413,200506413,2005,Offenbach am Main,17.900000000000002,7.9,31.900000000000002,25.200000000000003,17.0,Hessen,HE
6413,200906413,2009,Offenbach am Main,17.7,8.4,30.3,26.1,17.6,Hessen,HE
6413,201306413,2013,Offenbach am Main,18.1,8.3,29.5,26.700000000000003,17.400000000000002,Hessen,HE
6413,201706413,2017,Offenbach am Main,18.400000000000002,8.3,30.1,26.5,16.7,Hessen,HE
6414,199506414,1995,Wiesbaden,16.5,7.6000000000000005,32.300000000000004,25.700000000000003,17.8,Hessen,HE
6414,200006414,2000,Wiesbaden,16.7,7.4,32.6,25.700000000000003,17.6,Hessen,HE
6414,200506414,2005,Wiesbaden,16.8,7.300000000000001,31.6,25.5,18.8,Hessen,HE
6414,200906414,2009,Wiesbaden,16.6,7.6000000000000005,29.900000000000002,26.3,19.700000000000003,Hessen,HE
6414,201306414,2013,Wiesbaden,17.1,7.6000000000000005,27.900000000000002,27.6,19.700000000000003,Hessen,HE
6414,201706414,2017,Wiesbaden,17.7,7.9,26.700000000000003,27.8,19.900000000000002,Hessen,HE
6431,199506431,1995,Landkreis Bergstrasse,19.1,7.5,32.1,26.0,15.3,Hessen,HE
6431,200006431,2000,Landkreis Bergstrasse,19.1,7.2,30.6,26.6,16.5,Hessen,HE
6431,200506431,2005,Landkreis Bergstrasse,18.1,7.4,28.200000000000003,27.1,19.1,Hessen,HE
6431,200906431,2009,Landkreis Bergstrasse,17.0,7.6000000000000005,25.5,29.200000000000003,20.700000000000003,Hessen,HE
6431,201306431,2013,Landkreis Bergstrasse,16.1,7.4,23.0,32.300000000000004,21.200000000000003,Hessen,HE
6431,201706431,2017,Landkreis Bergstrasse,16.1,7.4,22.6,31.900000000000002,22.0,Hessen,HE
6432,199506432,1995,Landkreis Darmstadt-Dieburg,19.5,7.800000000000001,33.6,25.6,13.4,Hessen,HE
6432,200006432,2000,Landkreis Darmstadt-Dieburg,19.5,7.4,32.1,26.6,14.4,Hessen,HE
6432,200506432,2005,Landkreis Darmstadt-Dieburg,18.7,7.4,29.700000000000003,27.1,17.1,Hessen,HE
6432,200906432,2009,Landkreis Darmstadt-Dieburg,17.5,7.800000000000001,26.6,29.200000000000003,18.900000000000002,Hessen,HE
6432,201306432,2013,Landkreis Darmstadt-Dieburg,17.0,7.6000000000000005,24.0,31.700000000000003,19.700000000000003,Hessen,HE
6432,201706432,2017,Landkreis Darmstadt-Dieburg,17.0,7.7,23.6,31.0,20.6,Hessen,HE
6433,199506433,1995,Landkreis Groß-Gerau,18.8,8.0,32.800000000000004,26.700000000000003,13.8,Hessen,HE
6433,200006433,2000,Landkreis Groß-Gerau,18.8,7.9,31.700000000000003,26.700000000000003,14.9,Hessen,HE
6433,200506433,2005,Landkreis Groß-Gerau,18.400000000000002,7.800000000000001,30.0,26.200000000000003,17.6,Hessen,HE
6433,200906433,2009,Landkreis Groß-Gerau,17.6,7.9,27.900000000000002,27.5,19.1,Hessen,HE
6433,201306433,2013,Landkreis Groß-Gerau,17.400000000000002,7.800000000000001,26.200000000000003,29.3,19.200000000000003,Hessen,HE
6433,201706433,2017,Landkreis Groß-Gerau,17.8,7.9,26.1,28.900000000000002,19.3,Hessen,HE
6434,199506434,1995,Hochtaunuskreis,17.5,7.2,31.0,28.1,16.2,Hessen,HE
6434,200006434,2000,Hochtaunuskreis,18.0,6.6000000000000005,30.400000000000002,28.0,17.0,Hessen,HE
6434,200506434,2005,Hochtaunuskreis,18.2,6.4,28.3,27.3,19.8,Hessen,HE
6434,200906434,2009,Hochtaunuskreis,17.900000000000002,6.4,25.700000000000003,28.1,22.0,Hessen,HE
6434,201306434,2013,Hochtaunuskreis,17.900000000000002,6.4,23.0,30.400000000000002,22.3,Hessen,HE
6434,201706434,2017,Hochtaunuskreis,18.0,6.7,22.0,30.700000000000003,22.5,Hessen,HE
6435,199506435,1995,Main-Kinzig-Kreis,19.200000000000003,7.9,32.4,25.8,14.700000000000001,Hessen,HE
6435,200006435,2000,Main-Kinzig-Kreis,19.200000000000003,7.4,30.900000000000002,26.6,15.9,Hessen,HE
6435,200506435,2005,Main-Kinzig-Kreis,18.5,7.5,28.700000000000003,26.8,18.5,Hessen,HE
6435,200906435,2009,Main-Kinzig-Kreis,17.2,7.800000000000001,26.3,28.5,20.200000000000003,Hessen,HE
6435,201306435,2013,Main-Kinzig-Kreis,16.7,7.6000000000000005,24.200000000000003,30.900000000000002,20.6,Hessen,HE
6435,201706435,2017,Main-Kinzig-Kreis,16.7,7.6000000000000005,23.8,30.6,21.3,Hessen,HE
6436,199506436,1995,Main-Taunus-Kreis,17.7,7.2,32.300000000000004,28.6,14.200000000000001,Hessen,HE
6436,200006436,2000,Main-Taunus-Kreis,17.6,6.800000000000001,31.900000000000002,28.0,15.700000000000001,Hessen,HE
6436,200506436,2005,Main-Taunus-Kreis,17.900000000000002,6.4,29.900000000000002,26.900000000000002,18.8,Hessen,HE
6436,200906436,2009,Main-Taunus-Kreis,17.8,6.5,27.5,27.6,20.700000000000003,Hessen,HE
6436,201306436,2013,Main-Taunus-Kreis,17.7,6.4,24.900000000000002,29.900000000000002,21.0,Hessen,HE
6436,201706436,2017,Main-Taunus-Kreis,18.0,6.800000000000001,24.1,30.0,21.200000000000003,Hessen,HE
6437,199506437,1995,Odenwaldkreis,20.900000000000002,8.0,30.8,24.3,16.0,Hessen,HE
6437,200006437,2000,Odenwaldkreis,20.700000000000003,7.7,28.900000000000002,25.700000000000003,17.0,Hessen,HE
6437,200506437,2005,Odenwaldkreis,19.1,8.0,26.6,26.5,19.8,Hessen,HE
6437,200906437,2009,Odenwaldkreis,17.3,8.4,24.0,29.0,21.3,Hessen,HE
6437,201306437,2013,Odenwaldkreis,16.2,8.0,22.3,31.8,21.700000000000003,Hessen,HE
6437,201706437,2017,Odenwaldkreis,15.8,7.300000000000001,21.900000000000002,31.6,23.3,Hessen,HE
6438,199506438,1995,Landkreis Offenbach,18.2,7.6000000000000005,32.7,27.6,13.9,Hessen,HE
6438,200006438,2000,Landkreis Offenbach,18.2,7.300000000000001,31.400000000000002,27.8,15.3,Hessen,HE
6438,200506438,2005,Landkreis Offenbach,17.8,7.300000000000001,29.3,27.400000000000002,18.2,Hessen,HE
6438,200906438,2009,Landkreis Offenbach,17.0,7.300000000000001,27.0,28.3,20.200000000000003,Hessen,HE
6438,201306438,2013,Landkreis Offenbach,16.900000000000002,7.2,25.1,30.1,20.700000000000003,Hessen,HE
6438,201706438,2017,Landkreis Offenbach,17.400000000000002,7.300000000000001,24.6,29.6,21.1,Hessen,HE
6439,199506439,1995,Rheingau-Taunus-Kreis,18.6,7.6000000000000005,33.0,26.400000000000002,14.4,Hessen,HE
6439,200006439,2000,Rheingau-Taunus-Kreis,18.7,7.2,31.3,27.3,15.5,Hessen,HE
6439,200506439,2005,Rheingau-Taunus-Kreis,18.2,7.0,28.700000000000003,27.6,18.5,Hessen,HE
6439,200906439,2009,Rheingau-Taunus-Kreis,17.2,7.0,25.6,29.400000000000002,20.8,Hessen,HE
6439,201306439,2013,Rheingau-Taunus-Kreis,16.6,7.1000000000000005,22.3,32.2,21.8,Hessen,HE
6439,201706439,2017,Rheingau-Taunus-Kreis,16.400000000000002,7.4,21.700000000000003,31.8,22.700000000000003,Hessen,HE
6440,199506440,1995,Wetteraukreis,19.200000000000003,7.7,32.5,25.200000000000003,15.4,Hessen,HE
6440,200006440,2000,Wetteraukreis,19.5,7.2,31.3,26.0,16.0,Hessen,HE
6440,200506440,2005,Wetteraukreis,18.900000000000002,7.2,29.0,26.400000000000002,18.5,Hessen,HE
6440,200906440,2009,Wetteraukreis,17.6,7.6000000000000005,26.400000000000002,28.5,19.900000000000002,Hessen,HE
6440,201306440,2013,Wetteraukreis,17.0,7.6000000000000005,23.900000000000002,31.200000000000003,20.200000000000003,Hessen,HE
6440,201706440,2017,Wetteraukreis,16.8,7.6000000000000005,23.6,31.0,20.900000000000002,Hessen,HE
6531,199506531,1995,Landkreis Gießen,19.200000000000003,8.5,34.4,22.8,15.100000000000001,Hessen,HE
6531,200006531,2000,Landkreis Gießen,18.900000000000002,8.5,32.7,24.1,15.9,Hessen,HE
6531,200506531,2005,Landkreis Gießen,17.8,9.1,30.1,25.1,17.900000000000002,Hessen,HE
6531,200906531,2009,Landkreis Gießen,16.2,10.100000000000001,27.1,27.8,18.8,Hessen,HE
6531,201306531,2013,Landkreis Gießen,15.700000000000001,10.200000000000001,26.1,29.0,18.900000000000002,Hessen,HE
6531,201706531,2017,Landkreis Gießen,15.700000000000001,10.9,26.200000000000003,27.900000000000002,19.200000000000003,Hessen,HE
6532,199506532,1995,Lahn-Dill Kreis,20.5,8.0,30.900000000000002,24.400000000000002,16.2,Hessen,HE
6532,200006532,2000,Lahn-Dill Kreis,20.3,7.7,29.8,25.1,17.2,Hessen,HE
6532,200506532,2005,Lahn-Dill Kreis,19.200000000000003,7.9,27.700000000000003,25.5,19.6,Hessen,HE
6532,200906532,2009,Lahn-Dill Kreis,17.8,8.200000000000001,25.400000000000002,27.8,20.8,Hessen,HE
6532,201306532,2013,Lahn-Dill Kreis,16.7,8.1,23.3,30.8,21.1,Hessen,HE
6532,201706532,2017,Lahn-Dill Kreis,16.5,7.800000000000001,23.0,30.8,21.900000000000002,Hessen,HE
6533,199506533,1995,Landkreis Limburg-Weilburg,20.400000000000002,7.800000000000001,32.2,23.700000000000003,15.9,Hessen,HE
6533,200006533,2000,Landkreis Limburg-Weilburg,20.6,7.7,30.5,24.700000000000003,16.5,Hessen,HE
6533,200506533,2005,Landkreis Limburg-Weilburg,19.700000000000003,7.9,28.1,25.5,18.7,Hessen,HE
6533,200906533,2009,Landkreis Limburg-Weilburg,18.3,8.1,25.400000000000002,28.3,19.900000000000002,Hessen,HE
6533,201306533,2013,Landkreis Limburg-Weilburg,17.1,7.800000000000001,23.3,31.6,20.1,Hessen,HE
6533,201706533,2017,Landkreis Limburg-Weilburg,16.8,7.7,22.900000000000002,31.400000000000002,21.200000000000003,Hessen,HE
6534,199506534,1995,Landkreis Marburg-Biedenkopf,19.1,9.9,34.7,22.0,14.3,Hessen,HE
6534,200006534,2000,Landkreis Marburg-Biedenkopf,18.900000000000002,9.4,33.1,23.3,15.3,Hessen,HE
6534,200506534,2005,Landkreis Marburg-Biedenkopf,17.900000000000002,9.9,30.200000000000003,24.400000000000002,17.7,Hessen,HE
6534,200906534,2009,Landkreis Marburg-Biedenkopf,16.6,10.3,27.0,27.8,18.400000000000002,Hessen,HE
6534,201306534,2013,Landkreis Marburg-Biedenkopf,16.2,10.8,25.400000000000002,28.700000000000003,18.900000000000002,Hessen,HE
6534,201706534,2017,Landkreis Marburg-Biedenkopf,16.0,10.9,25.200000000000003,28.400000000000002,19.400000000000002,Hessen,HE
6535,199506535,1995,Vogelsbergkreis,20.0,8.1,30.5,23.6,17.8,Hessen,HE
6535,200006535,2000,Vogelsbergkreis,19.5,7.6000000000000005,29.200000000000003,24.6,19.200000000000003,Hessen,HE
6535,200506535,2005,Vogelsbergkreis,17.900000000000002,7.7,26.6,26.0,21.900000000000002,Hessen,HE
6535,200906535,2009,Vogelsbergkreis,16.2,7.800000000000001,24.0,29.3,22.700000000000003,Hessen,HE
6535,201306535,2013,Vogelsbergkreis,15.3,7.300000000000001,21.6,33.0,22.8,Hessen,HE
6535,201706535,2017,Vogelsbergkreis,15.100000000000001,7.2,21.200000000000003,32.5,24.0,Hessen,HE
6611,199506611,1995,Kassel,16.400000000000002,8.4,32.5,23.8,18.900000000000002,Hessen,HE
6611,200006611,2000,Kassel,16.5,8.3,31.3,25.0,18.900000000000002,Hessen,HE
6611,200506611,2005,Kassel,16.0,9.4,29.3,25.3,20.1,Hessen,HE
6611,200906611,2009,Kassel,15.3,9.8,27.8,26.6,20.5,Hessen,HE
6611,201306611,2013,Kassel,15.200000000000001,10.0,27.900000000000002,27.0,19.900000000000002,Hessen,HE
6611,201706611,2017,Kassel,15.700000000000001,10.200000000000001,28.200000000000003,26.400000000000002,19.5,Hessen,HE
6631,199506631,1995,Landkreis Fulda,21.200000000000003,8.4,31.5,22.700000000000003,16.1,Hessen,HE
6631,200006631,2000,Landkreis Fulda,21.400000000000002,7.800000000000001,30.400000000000002,23.5,16.900000000000002,Hessen,HE
6631,200506631,2005,Landkreis Fulda,20.200000000000003,8.200000000000001,28.3,24.1,19.200000000000003,Hessen,HE
6631,200906631,2009,Landkreis Fulda,18.8,8.5,26.0,26.5,20.200000000000003,Hessen,HE
6631,201306631,2013,Landkreis Fulda,17.6,8.5,23.900000000000002,29.8,20.200000000000003,Hessen,HE
6631,201706631,2017,Landkreis Fulda,17.1,8.5,23.700000000000003,29.900000000000002,20.900000000000002,Hessen,HE
6632,199506632,1995,Landkreis Hersfeld-Rotenburg,19.200000000000003,7.9,29.5,24.5,18.900000000000002,Hessen,HE
6632,200006632,2000,Landkreis Hersfeld-Rotenburg,18.8,7.4,28.1,25.8,19.8,Hessen,HE
6632,200506632,2005,Landkreis Hersfeld-Rotenburg,17.7,7.5,26.200000000000003,26.200000000000003,22.400000000000002,Hessen,HE
6632,200906632,2009,Landkreis Hersfeld-Rotenburg,16.3,7.7,24.200000000000003,28.400000000000002,23.400000000000002,Hessen,HE
6632,201306632,2013,Landkreis Hersfeld-Rotenburg,15.8,7.1000000000000005,22.5,31.200000000000003,23.400000000000002,Hessen,HE
6632,201706632,2017,Landkreis Hersfeld-Rotenburg,16.0,7.2,21.900000000000002,31.1,23.8,Hessen,HE
6633,199506633,1995,Landkreis Kassel (Land),18.900000000000002,7.6000000000000005,30.700000000000003,26.5,16.2,Hessen,HE
6633,200006633,2000,Landkreis Kassel (Land),19.0,6.9,29.200000000000003,27.6,17.3,Hessen,HE
6633,200506633,2005,Landkreis Kassel (Land),18.0,6.9,26.700000000000003,27.700000000000003,20.700000000000003,Hessen,HE
6633,200906633,2009,Landkreis Kassel (Land),16.6,7.300000000000001,24.1,29.200000000000003,22.900000000000002,Hessen,HE
6633,201306633,2013,Landkreis Kassel (Land),15.600000000000001,6.800000000000001,21.6,32.1,23.8,Hessen,HE
6633,201706633,2017,Landkreis Kassel (Land),15.700000000000001,6.9,21.1,31.700000000000003,24.700000000000003,Hessen,HE
6634,199506634,1995,Schwalm-Eder Kreis,20.0,8.1,30.8,24.6,16.6,Hessen,HE
6634,200006634,2000,Schwalm-Eder Kreis,19.700000000000003,7.6000000000000005,29.400000000000002,25.6,17.6,Hessen,HE
6634,200506634,2005,Schwalm-Eder Kreis,18.6,7.7,27.1,26.200000000000003,20.400000000000002,Hessen,HE
6634,200906634,2009,Schwalm-Eder Kreis,16.900000000000002,7.9,24.700000000000003,28.6,21.8,Hessen,HE
6634,201306634,2013,Schwalm-Eder Kreis,15.9,7.5,22.6,31.900000000000002,22.1,Hessen,HE
6634,201706634,2017,Schwalm-Eder Kreis,15.8,7.2,22.1,31.8,23.0,Hessen,HE
6635,199506635,1995,Landkreis Waldeck-Frankenberg,20.400000000000002,8.3,30.400000000000002,23.400000000000002,17.5,Hessen,HE
6635,200006635,2000,Landkreis Waldeck-Frankenberg,20.3,7.7,29.200000000000003,24.5,18.400000000000002,Hessen,HE
6635,200506635,2005,Landkreis Waldeck-Frankenberg,19.0,8.0,26.8,25.3,20.900000000000002,Hessen,HE
6635,200906635,2009,Landkreis Waldeck-Frankenberg,17.6,8.1,24.400000000000002,28.0,21.900000000000002,Hessen,HE
6635,201306635,2013,Landkreis Waldeck-Frankenberg,16.5,7.5,22.1,31.8,22.1,Hessen,HE
6635,201706635,2017,Landkreis Waldeck-Frankenberg,16.3,7.4,21.6,31.700000000000003,23.0,Hessen,HE
6636,199506636,1995,Werra-Meißner Kreis,18.6,7.800000000000001,29.5,24.900000000000002,19.200000000000003,Hessen,HE
6636,200006636,2000,Werra-Meißner Kreis,18.400000000000002,7.1000000000000005,28.3,26.0,20.200000000000003,Hessen,HE
6636,200506636,2005,Werra-Meißner Kreis,17.1,7.5,25.8,26.700000000000003,23.0,Hessen,HE
6636,200906636,2009,Werra-Meißner Kreis,15.700000000000001,7.4,23.3,29.200000000000003,24.3,Hessen,HE
6636,201306636,2013,Werra-Meißner Kreis,14.8,7.2,21.0,32.2,24.8,Hessen,HE
6636,201706636,2017,Werra-Meißner Kreis,14.8,7.5,20.5,31.8,25.400000000000002,Hessen,HE
7111,199507111,1995,Koblenz,17.0,7.5,31.700000000000003,25.1,18.8,Rheinland-Pfalz,RP
7111,200007111,2000,Koblenz,16.8,7.7,30.0,25.900000000000002,19.5,Rheinland-Pfalz,RP
7111,200507111,2005,Koblenz,16.0,8.0,28.400000000000002,25.700000000000003,21.8,Rheinland-Pfalz,RP
7111,200907111,2009,Koblenz,15.3,8.5,27.400000000000002,26.400000000000002,22.3,Rheinland-Pfalz,RP
7111,201307111,2013,Koblenz,14.4,9.700000000000001,26.900000000000002,27.400000000000002,21.6,Rheinland-Pfalz,RP
7111,201707111,2017,Koblenz,14.600000000000001,9.8,27.700000000000003,26.200000000000003,21.6,Rheinland-Pfalz,RP
7131,199507131,1995,Landkreis Ahrweiler,19.700000000000003,7.1000000000000005,31.0,24.400000000000002,17.8,Rheinland-Pfalz,RP
