,YearSchluessel,Year,Stadt-/Landkreis,Beschäftigtenquote in %,LAND_NAME,LAND_ABK
13060,201313060,2013,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,200913060,2009,Landkreis Parchim,54.1,Mecklenburg-Vorpommern,MV
13061,201713061,2017,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,201313061,2013,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,200913061,2009,Landkreis Rügen,55.6,Mecklenburg-Vorpommern,MV
13062,201713062,2017,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,201313062,2013,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,200913062,2009,Landkreis Uecker-Randow,44.900000000000006,Mecklenburg-Vorpommern,MV
13071,201713071,2017,Landkreis Mecklenburgische Seenplatte,58.6,Mecklenburg-Vorpommern,MV
13071,201313071,2013,Landkreis Mecklenburgische Seenplatte,55.300000000000004,Mecklenburg-Vorpommern,MV
13071,200913071,2009,Landkreis Mecklenburgische Seenplatte,,Mecklenburg-Vorpommern,MV
13072,201713072,2017,Landkreis Rostock,60.0,Mecklenburg-Vorpommern,MV
13072,201313072,2013,Landkreis Rostock,57.1,Mecklenburg-Vorpommern,MV
13072,200913072,2009,Landkreis Rostock,,Mecklenburg-Vorpommern,MV
13073,201713073,2017,Landkreis Vorpommern-Rügen,58.6,Mecklenburg-Vorpommern,MV
13073,201313073,2013,Landkreis Vorpommern-Rügen,55.7,Mecklenburg-Vorpommern,MV
13073,200913073,2009,Landkreis Vorpommern-Rügen,,Mecklenburg-Vorpommern,MV
13074,201713074,2017,Landkreis Nordwestmecklenburg,61.6,Mecklenburg-Vorpommern,MV
13074,201313074,2013,Landkreis Nordwestmecklenburg,58.6,Mecklenburg-Vorpommern,MV
13074,200913074,2009,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13075,201713075,2017,Landkreis Vorpommern-Greifswald,56.2,Mecklenburg-Vorpommern,MV
13075,201313075,2013,Landkreis Vorpommern-Greifswald,52.1,Mecklenburg-Vorpommern,MV
13075,200913075,2009,Landkreis Vorpommern-Greifswald,,Mecklenburg-Vorpommern,MV
13076,201713076,2017,Landkreis Ludwigslust-Parchim,63.800000000000004,Mecklenburg-Vorpommern,MV
13076,201313076,2013,Landkreis Ludwigslust-Parchim,60.2,Mecklenburg-Vorpommern,MV
13076,200913076,2009,Landkreis Ludwigslust-Parchim,,Mecklenburg-Vorpommern,MV
14511,201714511,2017,Chemnitz,61.2,Sachsen,SN
14511,201314511,2013,Chemnitz,57.300000000000004,Sachsen,SN
14511,200914511,2009,Chemnitz,52.0,Sachsen,SN
14521,201714521,2017,Erzgebirgskreis,65.4,Sachsen,SN
14521,201314521,2013,Erzgebirgskreis,59.800000000000004,Sachsen,SN
14521,200914521,2009,Erzgebirgskreis,53.900000000000006,Sachsen,SN
14522,201714522,2017,Landkreis Mittelsachsen,65.2,Sachsen,SN
14522,201314522,2013,Landkreis Mittelsachsen,61.7,Sachsen,SN
14522,200914522,2009,Landkreis Mittelsachsen,55.800000000000004,Sachsen,SN
14523,201714523,2017,Vogtlandkreis,64.3,Sachsen,SN
14523,201314523,2013,Vogtlandkreis,59.400000000000006,Sachsen,SN
14523,200914523,2009,Vogtlandkreis,54.5,Sachsen,SN
14524,201714524,2017,Kreis Zwickau,66.2,Sachsen,SN
14524,201314524,2013,Kreis Zwickau,60.800000000000004,Sachsen,SN
14524,200914524,2009,Kreis Zwickau,54.0,Sachsen,SN
14612,201714612,2017,Dresden,62.6,Sachsen,SN
14612,201314612,2013,Dresden,58.6,Sachsen,SN
14612,200914612,2009,Dresden,52.300000000000004,Sachsen,SN
14625,201714625,2017,Landkreis Bautzen,65.10000000000001,Sachsen,SN
14625,201314625,2013,Landkreis Bautzen,61.1,Sachsen,SN
14625,200914625,2009,Landkreis Bautzen,54.800000000000004,Sachsen,SN
14626,201714626,2017,Landkreis Görlitz,60.400000000000006,Sachsen,SN
14626,201314626,2013,Landkreis Görlitz,56.300000000000004,Sachsen,SN
14626,200914626,2009,Landkreis Görlitz,49.6,Sachsen,SN
14627,201714627,2017,Landkreis Meissen,64.8,Sachsen,SN
14627,201314627,2013,Landkreis Meissen,61.2,Sachsen,SN
14627,200914627,2009,Landkreis Meissen,55.1,Sachsen,SN
14628,201714628,2017,Landkreis Sächsische Schweiz-Osterzgebirge,66.0,Sachsen,SN
14628,201314628,2013,Landkreis Sächsische Schweiz-Osterzgebirge,62.1,Sachsen,SN
14628,200914628,2009,Landkreis Sächsische Schweiz-Osterzgebirge,55.6,Sachsen,SN
14713,201714713,2017,Leipzig,60.300000000000004,Sachsen,SN
14713,201314713,2013,Leipzig,56.6,Sachsen,SN
14713,200914713,2009,Leipzig,47.7,Sachsen,SN
14729,201714729,2017,Landkreis Leipzig,64.8,Sachsen,SN
14729,201314729,2013,Landkreis Leipzig,60.400000000000006,Sachsen,SN
14729,200914729,2009,Landkreis Leipzig,54.6,Sachsen,SN
14730,201714730,2017,Landkreis Nordsachsen,65.0,Sachsen,SN
14730,201314730,2013,Landkreis Nordsachsen,60.6,Sachsen,SN
14730,200914730,2009,Landkreis Nordsachsen,55.0,Sachsen,SN
15001,201715001,2017,Dessau-Rosslau,62.300000000000004,Sachsen-Anhalt,ST
15001,201315001,2013,Dessau-Rosslau,58.1,Sachsen-Anhalt,ST
15001,200915001,2009,Dessau-Rosslau,53.2,Sachsen-Anhalt,ST
15002,201715002,2017,Halle (Saale),56.300000000000004,Sachsen-Anhalt,ST
15002,201315002,2013,Halle (Saale),52.7,Sachsen-Anhalt,ST
15002,200915002,2009,Halle (Saale),48.400000000000006,Sachsen-Anhalt,ST
15003,201715003,2017,Magdeburg,60.0,Sachsen-Anhalt,ST
15003,201315003,2013,Magdeburg,56.300000000000004,Sachsen-Anhalt,ST
15003,200915003,2009,Magdeburg,50.6,Sachsen-Anhalt,ST
15081,201715081,2017,Altmarkkreis Salzwedel,65.10000000000001,Sachsen-Anhalt,ST
15081,201315081,2013,Altmarkkreis Salzwedel,62.300000000000004,Sachsen-Anhalt,ST
15081,200915081,2009,Altmarkkreis Salzwedel,57.5,Sachsen-Anhalt,ST
15082,201715082,2017,Landkreis Anhalt-Bitterfeld,61.6,Sachsen-Anhalt,ST
15082,201315082,2013,Landkreis Anhalt-Bitterfeld,58.2,Sachsen-Anhalt,ST
15082,200915082,2009,Landkreis Anhalt-Bitterfeld,53.7,Sachsen-Anhalt,ST
15083,201715083,2017,Landkreis Börde,66.3,Sachsen-Anhalt,ST
15083,201315083,2013,Landkreis Börde,63.1,Sachsen-Anhalt,ST
15083,200915083,2009,Landkreis Börde,59.400000000000006,Sachsen-Anhalt,ST
15084,201715084,2017,Burgenlandkreis,63.7,Sachsen-Anhalt,ST
15084,201315084,2013,Burgenlandkreis,58.300000000000004,Sachsen-Anhalt,ST
15084,200915084,2009,Burgenlandkreis,52.7,Sachsen-Anhalt,ST
15085,201715085,2017,Landkreis Harz,62.400000000000006,Sachsen-Anhalt,ST
15085,201315085,2013,Landkreis Harz,58.800000000000004,Sachsen-Anhalt,ST
15085,200915085,2009,Landkreis Harz,54.300000000000004,Sachsen-Anhalt,ST
15086,201715086,2017,Landkreis Jerichower Land,62.0,Sachsen-Anhalt,ST
15086,201315086,2013,Landkreis Jerichower Land,59.1,Sachsen-Anhalt,ST
15086,200915086,2009,Landkreis Jerichower Land,55.1,Sachsen-Anhalt,ST
15087,201715087,2017,Landkreis Mansfeld-Südharz,59.6,Sachsen-Anhalt,ST
15087,201315087,2013,Landkreis Mansfeld-Südharz,55.2,Sachsen-Anhalt,ST
15087,200915087,2009,Landkreis Mansfeld-Südharz,50.400000000000006,Sachsen-Anhalt,ST
15088,201715088,2017,Saalekreis,65.2,Sachsen-Anhalt,ST
15088,201315088,2013,Saalekreis,61.1,Sachsen-Anhalt,ST
15088,200915088,2009,Saalekreis,55.400000000000006,Sachsen-Anhalt,ST
15089,201715089,2017,Salzlandkreis,60.300000000000004,Sachsen-Anhalt,ST
15089,201315089,2013,Salzlandkreis,55.800000000000004,Sachsen-Anhalt,ST
15089,200915089,2009,Salzlandkreis,51.6,Sachsen-Anhalt,ST
15090,201715090,2017,Landkreis Stendal,57.6,Sachsen-Anhalt,ST
15090,201315090,2013,Landkreis Stendal,53.6,Sachsen-Anhalt,ST
15090,200915090,2009,Landkreis Stendal,51.6,Sachsen-Anhalt,ST
15091,201715091,2017,Landkreis Wittenberg,64.2,Sachsen-Anhalt,ST
15091,201315091,2013,Landkreis Wittenberg,59.400000000000006,Sachsen-Anhalt,ST
15091,200915091,2009,Landkreis Wittenberg,53.5,Sachsen-Anhalt,ST
16051,201716051,2017,Erfurt,60.0,Thüringen,TH
16051,201316051,2013,Erfurt,55.800000000000004,Thüringen,TH
16051,200916051,2009,Erfurt,49.5,Thüringen,TH
16052,201716052,2017,Gera,60.2,Thüringen,TH
16052,201316052,2013,Gera,56.400000000000006,Thüringen,TH
16052,200916052,2009,Gera,49.800000000000004,Thüringen,TH
16053,201716053,2017,Jena,56.1,Thüringen,TH
16053,201316053,2013,Jena,52.5,Thüringen,TH
16053,200916053,2009,Jena,49.7,Thüringen,TH
16054,201716054,2017,Suhl,62.6,Thüringen,TH
16054,201316054,2013,Suhl,59.900000000000006,Thüringen,TH
16054,200916054,2009,Suhl,51.400000000000006,Thüringen,TH
16055,201716055,2017,Weimar,55.800000000000004,Thüringen,TH
16055,201316055,2013,Weimar,51.7,Thüringen,TH
16055,200916055,2009,Weimar,45.400000000000006,Thüringen,TH
16056,201716056,2017,Eisenach,64.10000000000001,Thüringen,TH
16056,201316056,2013,Eisenach,60.6,Thüringen,TH
16056,200916056,2009,Eisenach,53.0,Thüringen,TH
16061,201716061,2017,Landkreis Eichsfeld,65.8,Thüringen,TH
16061,201316061,2013,Landkreis Eichsfeld,63.300000000000004,Thüringen,TH
16061,200916061,2009,Landkreis Eichsfeld,57.1,Thüringen,TH
16062,201716062,2017,Landkreis Nordhausen,61.300000000000004,Thüringen,TH
16062,201316062,2013,Landkreis Nordhausen,58.0,Thüringen,TH
16062,200916062,2009,Landkreis Nordhausen,51.300000000000004,Thüringen,TH
16063,201716063,2017,Landkreis Wartburgkreis,68.0,Thüringen,TH
16063,201316063,2013,Landkreis Wartburgkreis,64.5,Thüringen,TH
16063,200916063,2009,Landkreis Wartburgkreis,58.900000000000006,Thüringen,TH
16064,201716064,2017,Landkreis Unstrut-Hainich-Kreis,63.6,Thüringen,TH
16064,201316064,2013,Landkreis Unstrut-Hainich-Kreis,59.400000000000006,Thüringen,TH
16064,200916064,2009,Landkreis Unstrut-Hainich-Kreis,53.5,Thüringen,TH
16065,201716065,2017,Landkreis Kyffhäuserkreis,60.0,Thüringen,TH
16065,201316065,2013,Landkreis Kyffhäuserkreis,56.5,Thüringen,TH
16065,200916065,2009,Landkreis Kyffhäuserkreis,50.1,Thüringen,TH
16066,201716066,2017,Landkreis Schmalkalden-Meiningen,65.7,Thüringen,TH
16066,201316066,2013,Landkreis Schmalkalden-Meiningen,61.7,Thüringen,TH
16066,200916066,2009,Landkreis Schmalkalden-Meiningen,56.1,Thüringen,TH
16067,201716067,2017,Landkreis Gotha,65.60000000000001,Thüringen,TH
16067,201316067,2013,Landkreis Gotha,61.800000000000004,Thüringen,TH
16067,200916067,2009,Landkreis Gotha,55.7,Thüringen,TH
16068,201716068,2017,Landkreis Sömmerda,63.400000000000006,Thüringen,TH
16068,201316068,2013,Landkreis Sömmerda,61.2,Thüringen,TH
16068,200916068,2009,Landkreis Sömmerda,55.0,Thüringen,TH
16069,201716069,2017,Landkreis Hildburghausen,68.8,Thüringen,TH
16069,201316069,2013,Landkreis Hildburghausen,65.60000000000001,Thüringen,TH
16069,200916069,2009,Landkreis Hildburghausen,60.7,Thüringen,TH
16070,201716070,2017,Landkreis Ilm-Kreis,62.400000000000006,Thüringen,TH
16070,201316070,2013,Landkreis Ilm-Kreis,58.300000000000004,Thüringen,TH
16070,200916070,2009,Landkreis Ilm-Kreis,52.7,Thüringen,TH
16071,201716071,2017,Landkreis Weimarer Land,65.4,Thüringen,TH
16071,201316071,2013,Landkreis Weimarer Land,61.6,Thüringen,TH
16071,200916071,2009,Landkreis Weimarer Land,55.900000000000006,Thüringen,TH
16072,201716072,2017,Landkreis Sonneberg,66.7,Thüringen,TH
16072,201316072,2013,Landkreis Sonneberg,64.5,Thüringen,TH
16072,200916072,2009,Landkreis Sonneberg,58.800000000000004,Thüringen,TH
16073,201716073,2017,Landkreis Saalfeld-Rudolstadt,65.60000000000001,Thüringen,TH
16073,201316073,2013,Landkreis Saalfeld-Rudolstadt,62.1,Thüringen,TH
16073,200916073,2009,Landkreis Saalfeld-Rudolstadt,54.800000000000004,Thüringen,TH
16074,201716074,2017,Landkreis Saale-Holzland-Kreis,64.3,Thüringen,TH
16074,201316074,2013,Landkreis Saale-Holzland-Kreis,62.1,Thüringen,TH
16074,200916074,2009,Landkreis Saale-Holzland-Kreis,56.1,Thüringen,TH
16075,201716075,2017,Landkreis Saale-Orla-Kreis,66.4,Thüringen,TH
16075,201316075,2013,Landkreis Saale-Orla-Kreis,63.2,Thüringen,TH
16075,200916075,2009,Landkreis Saale-Orla-Kreis,57.2,Thüringen,TH
16076,201716076,2017,Landkreis Greiz,63.1,Thüringen,TH
16076,201316076,2013,Landkreis Greiz,58.6,Thüringen,TH
16076,200916076,2009,Landkreis Greiz,53.400000000000006,Thüringen,TH
16077,201716077,2017,Landkreis Altenburger Land,61.800000000000004,Thüringen,TH
16077,201316077,2013,Landkreis Altenburger Land,58.1,Thüringen,TH
16077,200916077,2009,Landkreis Altenburger Land,51.5,Thüringen,TH
3241001,201703241001,2017,Landeshauptstadt Hannover,56.1,Niedersachsen,NI
3241001,201303241001,2013,Landeshauptstadt Hannover,52.800000000000004,Niedersachsen,NI
3241001,200903241001,2009,Landeshauptstadt Hannover,,Niedersachsen,NI
10041100,201710041100,2017,Landeshauptstadt Saarbrücken,51.2,Saarland,SL
10041100,201310041100,2013,Landeshauptstadt Saarbrücken,47.0,Saarland,SL
10041100,200910041100,2009,Landeshauptstadt Saarbrücken,,Saarland,SL
11001001,201711001001,2017,Berlin-Mitte,,Berlin,BE
11001001,201311001001,2013,Berlin-Mitte,,Berlin,BE
11001001,200911001001,2009,Berlin-Mitte,,Berlin,BE
11002002,201711002002,2017,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11002002,201311002002,2013,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11002002,200911002002,2009,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11003003,201711003003,2017,Berlin-Pankow,,Berlin,BE
11003003,201311003003,2013,Berlin-Pankow,,Berlin,BE
11003003,200911003003,2009,Berlin-Pankow,,Berlin,BE
11004004,201711004004,2017,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11004004,201311004004,2013,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11004004,200911004004,2009,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11005005,201711005005,2017,Berlin-Spandau,,Berlin,BE
11005005,201311005005,2013,Berlin-Spandau,,Berlin,BE
11005005,200911005005,2009,Berlin-Spandau,,Berlin,BE
11006006,201711006006,2017,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11006006,201311006006,2013,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11006006,200911006006,2009,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11007007,201711007007,2017,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11007007,201311007007,2013,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11007007,200911007007,2009,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11008008,201711008008,2017,Berlin-Neukölln,,Berlin,BE
11008008,201311008008,2013,Berlin-Neukölln,,Berlin,BE
11008008,200911008008,2009,Berlin-Neukölln,,Berlin,BE
11009009,201711009009,2017,Berlin-Treptow-Köpenick,,Berlin,BE
11009009,201311009009,2013,Berlin-Treptow-Köpenick,,Berlin,BE
11009009,200911009009,2009,Berlin-Treptow-Köpenick,,Berlin,BE
11010010,201711010010,2017,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11010010,201311010010,2013,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11010010,200911010010,2009,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11011011,201711011011,2017,Berlin-Lichtenberg,,Berlin,BE
11011011,201311011011,2013,Berlin-Lichtenberg,,Berlin,BE
11011011,200911011011,2009,Berlin-Lichtenberg,,Berlin,BE
11012012,201711012012,2017,Berlin-Reinickendorf,,Berlin,BE
11012012,201311012012,2013,Berlin-Reinickendorf,,Berlin,BE
11012012,200911012012,2009,Berlin-Reinickendorf,,Berlin,BE
