,YearSchluessel,Year,Stadt-/Landkreis,Anteil männl. Schulabg. mit allgem. Hochschulreife in %,Anteil männl. Schulabgänger ohne Hauptschulabschl. In %,Anteil männl. Schulabgänger mit Hauptschulabschl. In %,LAND_NAME,LAND_ABK
5382,200905382,2009,Rhein-Sieg-Kreis,44.1,60.5,56.300000000000004,Nordrhein-Westfalen,NW
5382,201305382,2013,Rhein-Sieg-Kreis,43.6,59.800000000000004,60.800000000000004,Nordrhein-Westfalen,NW
5382,201705382,2017,Rhein-Sieg-Kreis,44.900000000000006,61.0,58.1,Nordrhein-Westfalen,NW
5512,200905512,2009,Bottrop,44.2,62.2,53.2,Nordrhein-Westfalen,NW
5512,201305512,2013,Bottrop,49.300000000000004,65.10000000000001,58.300000000000004,Nordrhein-Westfalen,NW
5512,201705512,2017,Bottrop,49.0,62.900000000000006,58.6,Nordrhein-Westfalen,NW
5513,200905513,2009,Gelsenkirchen,44.6,60.6,54.800000000000004,Nordrhein-Westfalen,NW
5513,201305513,2013,Gelsenkirchen,44.400000000000006,56.300000000000004,54.2,Nordrhein-Westfalen,NW
5513,201705513,2017,Gelsenkirchen,42.6,62.900000000000006,56.7,Nordrhein-Westfalen,NW
5515,200905515,2009,Münster,45.6,55.2,56.1,Nordrhein-Westfalen,NW
5515,201305515,2013,Münster,42.6,49.7,51.800000000000004,Nordrhein-Westfalen,NW
5515,201705515,2017,Münster,45.900000000000006,60.400000000000006,56.0,Nordrhein-Westfalen,NW
5554,200905554,2009,Kreis Borken,43.0,61.1,57.2,Nordrhein-Westfalen,NW
5554,201305554,2013,Kreis Borken,45.6,61.900000000000006,62.900000000000006,Nordrhein-Westfalen,NW
5554,201705554,2017,Kreis Borken,43.800000000000004,67.60000000000001,59.1,Nordrhein-Westfalen,NW
5558,200905558,2009,Kreis Coesfeld,46.300000000000004,70.0,57.900000000000006,Nordrhein-Westfalen,NW
5558,201305558,2013,Kreis Coesfeld,44.5,54.800000000000004,59.400000000000006,Nordrhein-Westfalen,NW
5558,201705558,2017,Kreis Coesfeld,43.0,64.2,64.10000000000001,Nordrhein-Westfalen,NW
5562,200905562,2009,Kreis Recklinghausen,44.6,54.900000000000006,58.1,Nordrhein-Westfalen,NW
5562,201305562,2013,Kreis Recklinghausen,44.6,56.800000000000004,57.2,Nordrhein-Westfalen,NW
5562,201705562,2017,Kreis Recklinghausen,46.5,60.0,62.6,Nordrhein-Westfalen,NW
5566,200905566,2009,Kreis Steinfurt,43.900000000000006,59.900000000000006,59.400000000000006,Nordrhein-Westfalen,NW
5566,201305566,2013,Kreis Steinfurt,45.0,62.6,57.800000000000004,Nordrhein-Westfalen,NW
5566,201705566,2017,Kreis Steinfurt,41.7,60.2,59.400000000000006,Nordrhein-Westfalen,NW
5570,200905570,2009,Kreis Warendorf,40.6,58.5,54.400000000000006,Nordrhein-Westfalen,NW
5570,201305570,2013,Kreis Warendorf,43.5,61.5,62.800000000000004,Nordrhein-Westfalen,NW
5570,201705570,2017,Kreis Warendorf,42.0,58.900000000000006,61.800000000000004,Nordrhein-Westfalen,NW
5711,200905711,2009,Bielefeld,44.5,52.2,58.0,Nordrhein-Westfalen,NW
5711,201305711,2013,Bielefeld,47.1,59.400000000000006,52.800000000000004,Nordrhein-Westfalen,NW
5711,201705711,2017,Bielefeld,45.2,61.2,60.0,Nordrhein-Westfalen,NW
5754,200905754,2009,Kreis Gütersloh,42.6,63.6,57.400000000000006,Nordrhein-Westfalen,NW
5754,201305754,2013,Kreis Gütersloh,44.7,61.7,58.7,Nordrhein-Westfalen,NW
5754,201705754,2017,Kreis Gütersloh,43.2,69.3,58.0,Nordrhein-Westfalen,NW
5758,200905758,2009,Kreis Herford,40.800000000000004,57.800000000000004,56.800000000000004,Nordrhein-Westfalen,NW
5758,201305758,2013,Kreis Herford,44.900000000000006,56.6,56.300000000000004,Nordrhein-Westfalen,NW
5758,201705758,2017,Kreis Herford,46.400000000000006,51.7,64.4,Nordrhein-Westfalen,NW
5762,200905762,2009,Kreis Höxter,47.300000000000004,61.800000000000004,60.400000000000006,Nordrhein-Westfalen,NW
5762,201305762,2013,Kreis Höxter,41.6,70.5,56.0,Nordrhein-Westfalen,NW
5762,201705762,2017,Kreis Höxter,41.400000000000006,59.6,58.300000000000004,Nordrhein-Westfalen,NW
5766,200905766,2009,Kreis Lippe,44.5,57.900000000000006,60.7,Nordrhein-Westfalen,NW
5766,201305766,2013,Kreis Lippe,43.7,58.900000000000006,57.2,Nordrhein-Westfalen,NW
5766,201705766,2017,Kreis Lippe,43.900000000000006,64.5,61.7,Nordrhein-Westfalen,NW
5770,200905770,2009,Kreis Minden-Lübbecke,46.1,64.60000000000001,57.400000000000006,Nordrhein-Westfalen,NW
5770,201305770,2013,Kreis Minden-Lübbecke,42.6,55.400000000000006,59.900000000000006,Nordrhein-Westfalen,NW
5770,201705770,2017,Kreis Minden-Lübbecke,47.400000000000006,62.0,61.2,Nordrhein-Westfalen,NW
5774,200905774,2009,Kreis Paderborn,42.5,58.1,60.1,Nordrhein-Westfalen,NW
5774,201305774,2013,Kreis Paderborn,42.7,64.7,60.1,Nordrhein-Westfalen,NW
5774,201705774,2017,Kreis Paderborn,43.0,59.800000000000004,59.800000000000004,Nordrhein-Westfalen,NW
5911,200905911,2009,Bochum,43.6,66.7,58.300000000000004,Nordrhein-Westfalen,NW
5911,201305911,2013,Bochum,49.0,52.900000000000006,53.5,Nordrhein-Westfalen,NW
5911,201705911,2017,Bochum,45.5,57.1,58.900000000000006,Nordrhein-Westfalen,NW
5913,200905913,2009,Dortmund,44.400000000000006,59.400000000000006,54.6,Nordrhein-Westfalen,NW
5913,201305913,2013,Dortmund,42.900000000000006,60.400000000000006,55.800000000000004,Nordrhein-Westfalen,NW
5913,201705913,2017,Dortmund,46.5,64.10000000000001,59.5,Nordrhein-Westfalen,NW
5914,200905914,2009,Hagen,42.6,56.800000000000004,57.800000000000004,Nordrhein-Westfalen,NW
5914,201305914,2013,Hagen,41.5,62.300000000000004,57.5,Nordrhein-Westfalen,NW
5914,201705914,2017,Hagen,44.0,65.7,55.2,Nordrhein-Westfalen,NW
5915,200905915,2009,Hamm,50.5,60.800000000000004,55.800000000000004,Nordrhein-Westfalen,NW
5915,201305915,2013,Hamm,45.800000000000004,60.5,59.7,Nordrhein-Westfalen,NW
5915,201705915,2017,Hamm,44.900000000000006,55.900000000000006,59.900000000000006,Nordrhein-Westfalen,NW
5916,200905916,2009,Herne,46.1,60.2,52.300000000000004,Nordrhein-Westfalen,NW
5916,201305916,2013,Herne,45.900000000000006,60.800000000000004,54.6,Nordrhein-Westfalen,NW
5916,201705916,2017,Herne,49.900000000000006,65.0,51.900000000000006,Nordrhein-Westfalen,NW
5954,200905954,2009,Ennepe-Ruhr-Kreis,44.400000000000006,58.400000000000006,59.1,Nordrhein-Westfalen,NW
5954,201305954,2013,Ennepe-Ruhr-Kreis,44.5,60.300000000000004,57.0,Nordrhein-Westfalen,NW
5954,201705954,2017,Ennepe-Ruhr-Kreis,48.7,56.6,59.900000000000006,Nordrhein-Westfalen,NW
5958,200905958,2009,Hochsauerlandkreis,45.5,57.7,62.300000000000004,Nordrhein-Westfalen,NW
5958,201305958,2013,Hochsauerlandkreis,44.5,60.5,63.0,Nordrhein-Westfalen,NW
5958,201705958,2017,Hochsauerlandkreis,42.900000000000006,61.0,60.1,Nordrhein-Westfalen,NW
5962,200905962,2009,Märkischer Kreis,43.6,67.2,56.5,Nordrhein-Westfalen,NW
5962,201305962,2013,Märkischer Kreis,41.300000000000004,60.7,57.300000000000004,Nordrhein-Westfalen,NW
5962,201705962,2017,Märkischer Kreis,45.2,59.2,59.6,Nordrhein-Westfalen,NW
5966,200905966,2009,Kreis Olpe,40.6,59.400000000000006,55.5,Nordrhein-Westfalen,NW
5966,201305966,2013,Kreis Olpe,43.7,65.10000000000001,62.0,Nordrhein-Westfalen,NW
5966,201705966,2017,Kreis Olpe,43.800000000000004,65.10000000000001,66.10000000000001,Nordrhein-Westfalen,NW
5970,200905970,2009,Kreis Siegen-Wittgenstein,42.900000000000006,63.300000000000004,54.300000000000004,Nordrhein-Westfalen,NW
5970,201305970,2013,Kreis Siegen-Wittgenstein,45.900000000000006,60.1,61.300000000000004,Nordrhein-Westfalen,NW
5970,201705970,2017,Kreis Siegen-Wittgenstein,44.400000000000006,62.300000000000004,58.300000000000004,Nordrhein-Westfalen,NW
5974,200905974,2009,Kreis Soest,42.900000000000006,66.2,57.1,Nordrhein-Westfalen,NW
5974,201305974,2013,Kreis Soest,42.2,69.0,55.800000000000004,Nordrhein-Westfalen,NW
5974,201705974,2017,Kreis Soest,45.0,69.3,63.400000000000006,Nordrhein-Westfalen,NW
5978,200905978,2009,Kreis Unna,44.1,59.900000000000006,55.7,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,43.800000000000004,63.1,56.1,Nordrhein-Westfalen,NW
5978,201705978,2017,Kreis Unna,44.900000000000006,65.4,58.1,Nordrhein-Westfalen,NW
6411,200906411,2009,Darmstadt,43.5,50.5,53.400000000000006,Hessen,HE
6411,201306411,2013,Darmstadt,46.1,55.400000000000006,62.800000000000004,Hessen,HE
6411,201706411,2017,Darmstadt,42.400000000000006,64.9,56.7,Hessen,HE
6412,200906412,2009,Frankfurt (Main),44.300000000000004,59.900000000000006,55.6,Hessen,HE
6412,201306412,2013,Frankfurt (Main),46.400000000000006,53.5,59.1,Hessen,HE
6412,201706412,2017,Frankfurt (Main),46.7,56.900000000000006,57.1,Hessen,HE
6413,200906413,2009,Offenbach am Main,35.4,61.6,55.1,Hessen,HE
6413,201306413,2013,Offenbach am Main,36.2,61.7,54.400000000000006,Hessen,HE
6413,201706413,2017,Offenbach am Main,40.0,61.0,55.1,Hessen,HE
6414,200906414,2009,Wiesbaden,41.2,56.6,56.5,Hessen,HE
6414,201306414,2013,Wiesbaden,44.900000000000006,55.6,57.900000000000006,Hessen,HE
6414,201706414,2017,Wiesbaden,45.7,49.7,62.2,Hessen,HE
6431,200906431,2009,Landkreis Bergstrasse,46.0,44.800000000000004,57.800000000000004,Hessen,HE
6431,201306431,2013,Landkreis Bergstrasse,43.6,56.300000000000004,57.6,Hessen,HE
6431,201706431,2017,Landkreis Bergstrasse,43.5,54.2,54.2,Hessen,HE
6432,200906432,2009,Landkreis Darmstadt-Dieburg,43.300000000000004,67.8,57.800000000000004,Hessen,HE
6432,201306432,2013,Landkreis Darmstadt-Dieburg,45.900000000000006,58.300000000000004,58.400000000000006,Hessen,HE
6432,201706432,2017,Landkreis Darmstadt-Dieburg,46.0,53.7,58.800000000000004,Hessen,HE
6433,200906433,2009,Landkreis Groß-Gerau,44.6,59.800000000000004,57.400000000000006,Hessen,HE
6433,201306433,2013,Landkreis Groß-Gerau,38.900000000000006,62.7,57.400000000000006,Hessen,HE
6433,201706433,2017,Landkreis Groß-Gerau,43.900000000000006,63.300000000000004,59.1,Hessen,HE
6434,200906434,2009,Hochtaunuskreis,41.900000000000006,61.900000000000006,58.0,Hessen,HE
6434,201306434,2013,Hochtaunuskreis,46.6,50.6,63.2,Hessen,HE
6434,201706434,2017,Hochtaunuskreis,46.2,59.6,57.400000000000006,Hessen,HE
6435,200906435,2009,Main-Kinzig-Kreis,42.400000000000006,56.7,56.900000000000006,Hessen,HE
6435,201306435,2013,Main-Kinzig-Kreis,46.0,67.5,55.800000000000004,Hessen,HE
6435,201706435,2017,Main-Kinzig-Kreis,45.0,66.8,57.1,Hessen,HE
6436,200906436,2009,Main-Taunus-Kreis,45.1,54.1,57.0,Hessen,HE
6436,201306436,2013,Main-Taunus-Kreis,46.6,61.0,64.10000000000001,Hessen,HE
6436,201706436,2017,Main-Taunus-Kreis,45.7,66.9,53.2,Hessen,HE
6437,200906437,2009,Odenwaldkreis,38.0,54.7,57.6,Hessen,HE
6437,201306437,2013,Odenwaldkreis,38.6,56.1,72.2,Hessen,HE
6437,201706437,2017,Odenwaldkreis,38.300000000000004,66.7,64.9,Hessen,HE
6438,200906438,2009,Landkreis Offenbach,44.300000000000004,57.300000000000004,56.300000000000004,Hessen,HE
6438,201306438,2013,Landkreis Offenbach,46.900000000000006,55.2,55.6,Hessen,HE
6438,201706438,2017,Landkreis Offenbach,47.2,68.7,62.6,Hessen,HE
6439,200906439,2009,Rheingau-Taunus-Kreis,43.6,61.5,56.1,Hessen,HE
6439,201306439,2013,Rheingau-Taunus-Kreis,46.1,57.6,55.900000000000006,Hessen,HE
6439,201706439,2017,Rheingau-Taunus-Kreis,49.400000000000006,59.2,59.6,Hessen,HE
6440,200906440,2009,Wetteraukreis,44.800000000000004,55.0,58.1,Hessen,HE
6440,201306440,2013,Wetteraukreis,47.0,56.7,54.0,Hessen,HE
6440,201706440,2017,Wetteraukreis,41.800000000000004,60.900000000000006,57.7,Hessen,HE
6531,200906531,2009,Landkreis Gießen,43.400000000000006,56.900000000000006,58.6,Hessen,HE
6531,201306531,2013,Landkreis Gießen,44.900000000000006,59.400000000000006,60.1,Hessen,HE
6531,201706531,2017,Landkreis Gießen,45.6,66.9,62.400000000000006,Hessen,HE
6532,200906532,2009,Lahn-Dill Kreis,43.400000000000006,60.2,59.5,Hessen,HE
6532,201306532,2013,Lahn-Dill Kreis,41.300000000000004,59.800000000000004,58.300000000000004,Hessen,HE
6532,201706532,2017,Lahn-Dill Kreis,38.400000000000006,64.3,63.800000000000004,Hessen,HE
6533,200906533,2009,Landkreis Limburg-Weilburg,41.1,52.5,58.1,Hessen,HE
6533,201306533,2013,Landkreis Limburg-Weilburg,40.1,64.5,58.1,Hessen,HE
6533,201706533,2017,Landkreis Limburg-Weilburg,41.800000000000004,56.300000000000004,56.5,Hessen,HE
6534,200906534,2009,Landkreis Marburg-Biedenkopf,40.300000000000004,59.1,61.400000000000006,Hessen,HE
6534,201306534,2013,Landkreis Marburg-Biedenkopf,42.800000000000004,64.2,65.8,Hessen,HE
6534,201706534,2017,Landkreis Marburg-Biedenkopf,43.400000000000006,60.400000000000006,64.2,Hessen,HE
6535,200906535,2009,Vogelsbergkreis,40.6,65.9,58.1,Hessen,HE
6535,201306535,2013,Vogelsbergkreis,40.5,58.7,66.5,Hessen,HE
6535,201706535,2017,Vogelsbergkreis,44.800000000000004,61.7,60.300000000000004,Hessen,HE
6611,200906611,2009,Kassel,45.1,58.0,54.2,Hessen,HE
6611,201306611,2013,Kassel,43.7,61.900000000000006,57.300000000000004,Hessen,HE
6611,201706611,2017,Kassel,41.800000000000004,56.6,52.2,Hessen,HE
6631,200906631,2009,Landkreis Fulda,41.6,58.400000000000006,60.1,Hessen,HE
6631,201306631,2013,Landkreis Fulda,41.300000000000004,60.0,58.6,Hessen,HE
6631,201706631,2017,Landkreis Fulda,47.400000000000006,57.5,58.2,Hessen,HE
6632,200906632,2009,Landkreis Hersfeld-Rotenburg,46.7,57.5,51.900000000000006,Hessen,HE
6632,201306632,2013,Landkreis Hersfeld-Rotenburg,44.400000000000006,56.0,59.300000000000004,Hessen,HE
6632,201706632,2017,Landkreis Hersfeld-Rotenburg,41.800000000000004,50.0,55.7,Hessen,HE
6633,200906633,2009,Landkreis Kassel (Land),39.5,49.6,59.2,Hessen,HE
6633,201306633,2013,Landkreis Kassel (Land),44.6,57.300000000000004,63.6,Hessen,HE
6633,201706633,2017,Landkreis Kassel (Land),43.800000000000004,59.6,59.1,Hessen,HE
6634,200906634,2009,Schwalm-Eder Kreis,41.5,66.2,57.900000000000006,Hessen,HE
6634,201306634,2013,Schwalm-Eder Kreis,44.1,69.0,63.400000000000006,Hessen,HE
6634,201706634,2017,Schwalm-Eder Kreis,45.0,69.8,60.800000000000004,Hessen,HE
6635,200906635,2009,Landkreis Waldeck-Frankenberg,43.0,57.7,59.1,Hessen,HE
6635,201306635,2013,Landkreis Waldeck-Frankenberg,40.400000000000006,58.800000000000004,58.5,Hessen,HE
6635,201706635,2017,Landkreis Waldeck-Frankenberg,45.2,62.6,63.0,Hessen,HE
6636,200906636,2009,Werra-Meißner Kreis,41.5,54.400000000000006,52.1,Hessen,HE
6636,201306636,2013,Werra-Meißner Kreis,41.300000000000004,53.7,56.900000000000006,Hessen,HE
6636,201706636,2017,Werra-Meißner Kreis,44.0,62.800000000000004,61.5,Hessen,HE
7111,200907111,2009,Koblenz,43.7,59.800000000000004,51.900000000000006,Rheinland-Pfalz,RP
7111,201307111,2013,Koblenz,45.7,64.4,56.300000000000004,Rheinland-Pfalz,RP
7111,201707111,2017,Koblenz,47.900000000000006,62.6,58.800000000000004,Rheinland-Pfalz,RP
7131,200907131,2009,Landkreis Ahrweiler,41.5,65.2,55.6,Rheinland-Pfalz,RP
7131,201307131,2013,Landkreis Ahrweiler,43.400000000000006,63.5,65.3,Rheinland-Pfalz,RP
7131,201707131,2017,Landkreis Ahrweiler,43.5,61.300000000000004,61.900000000000006,Rheinland-Pfalz,RP
7132,200907132,2009,Landkreis Altenkirchen (Westerwald),46.400000000000006,60.2,58.800000000000004,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),43.900000000000006,63.1,60.800000000000004,Rheinland-Pfalz,RP
7132,201707132,2017,Landkreis Altenkirchen (Westerwald),47.400000000000006,56.800000000000004,60.900000000000006,Rheinland-Pfalz,RP
7133,200907133,2009,Landkreis Bad Kreuznach,41.300000000000004,63.0,58.900000000000006,Rheinland-Pfalz,RP
7133,201307133,2013,Landkreis Bad Kreuznach,46.400000000000006,61.0,60.900000000000006,Rheinland-Pfalz,RP
7133,201707133,2017,Landkreis Bad Kreuznach,45.900000000000006,52.7,61.1,Rheinland-Pfalz,RP
7134,200907134,2009,Landkreis Birkenfeld,46.6,75.0,61.6,Rheinland-Pfalz,RP
7134,201307134,2013,Landkreis Birkenfeld,45.300000000000004,62.1,61.300000000000004,Rheinland-Pfalz,RP
7134,201707134,2017,Landkreis Birkenfeld,40.6,76.0,57.7,Rheinland-Pfalz,RP
7135,200907135,2009,Landkreis Cochem-Zell,50.0,61.5,50.800000000000004,Rheinland-Pfalz,RP
7135,201307135,2013,Landkreis Cochem-Zell,41.800000000000004,62.800000000000004,65.0,Rheinland-Pfalz,RP
7135,201707135,2017,Landkreis Cochem-Zell,44.0,44.0,63.800000000000004,Rheinland-Pfalz,RP
7137,200907137,2009,Landkreis Mayen-Koblenz,41.0,66.9,60.7,Rheinland-Pfalz,RP
7137,201307137,2013,Landkreis Mayen-Koblenz,40.0,70.10000000000001,55.400000000000006,Rheinland-Pfalz,RP
7137,201707137,2017,Landkreis Mayen-Koblenz,40.800000000000004,52.6,67.2,Rheinland-Pfalz,RP
7138,200907138,2009,Landkreis Neuwied,43.300000000000004,59.0,57.6,Rheinland-Pfalz,RP
7138,201307138,2013,Landkreis Neuwied,45.0,65.4,63.900000000000006,Rheinland-Pfalz,RP
7138,201707138,2017,Landkreis Neuwied,49.2,67.8,63.5,Rheinland-Pfalz,RP
7140,200907140,2009,Rhein-Hunsrück-Kreis,43.0,55.800000000000004,54.900000000000006,Rheinland-Pfalz,RP
7140,201307140,2013,Rhein-Hunsrück-Kreis,43.300000000000004,67.9,60.300000000000004,Rheinland-Pfalz,RP
7140,201707140,2017,Rhein-Hunsrück-Kreis,43.800000000000004,61.800000000000004,64.5,Rheinland-Pfalz,RP
7141,200907141,2009,Rhein-Lahn-Kreis,43.800000000000004,59.2,57.5,Rheinland-Pfalz,RP
7141,201307141,2013,Rhein-Lahn-Kreis,46.400000000000006,69.5,59.800000000000004,Rheinland-Pfalz,RP
7141,201707141,2017,Rhein-Lahn-Kreis,49.300000000000004,63.900000000000006,62.800000000000004,Rheinland-Pfalz,RP
7143,200907143,2009,Westerwaldkreis,48.0,63.900000000000006,58.400000000000006,Rheinland-Pfalz,RP
7143,201307143,2013,Westerwaldkreis,50.400000000000006,71.0,56.900000000000006,Rheinland-Pfalz,RP
7143,201707143,2017,Westerwaldkreis,46.1,61.5,57.900000000000006,Rheinland-Pfalz,RP
7211,200907211,2009,Trier,39.300000000000004,61.2,58.2,Rheinland-Pfalz,RP
7211,201307211,2013,Trier,40.5,67.2,58.1,Rheinland-Pfalz,RP
7211,201707211,2017,Trier,42.5,52.0,54.0,Rheinland-Pfalz,RP
7231,200907231,2009,Landkreis Bernkastel-Wittlich,34.4,73.2,62.0,Rheinland-Pfalz,RP
7231,201307231,2013,Landkreis Bernkastel-Wittlich,36.4,62.5,67.9,Rheinland-Pfalz,RP
7231,201707231,2017,Landkreis Bernkastel-Wittlich,39.0,75.0,59.6,Rheinland-Pfalz,RP
7232,200907232,2009,Eifelkreis Bitburg-Prüm,35.300000000000004,57.6,58.7,Rheinland-Pfalz,RP
7232,201307232,2013,Eifelkreis Bitburg-Prüm,41.0,70.2,66.2,Rheinland-Pfalz,RP
7232,201707232,2017,Eifelkreis Bitburg-Prüm,44.300000000000004,76.10000000000001,62.1,Rheinland-Pfalz,RP
7233,200907233,2009,Landkreis Vulkaneifel,42.2,47.400000000000006,56.6,Rheinland-Pfalz,RP
7233,201307233,2013,Landkreis Vulkaneifel,41.400000000000006,51.300000000000004,64.2,Rheinland-Pfalz,RP
7233,201707233,2017,Landkreis Vulkaneifel,44.800000000000004,53.5,65.10000000000001,Rheinland-Pfalz,RP
7235,200907235,2009,Landkreis Trier-Saarburg,40.2,71.8,58.900000000000006,Rheinland-Pfalz,RP
7235,201307235,2013,Landkreis Trier-Saarburg,46.900000000000006,67.4,61.0,Rheinland-Pfalz,RP
7235,201707235,2017,Landkreis Trier-Saarburg,39.5,73.60000000000001,66.5,Rheinland-Pfalz,RP
7311,200907311,2009,Frankenthal (Pfalz),39.800000000000004,68.3,59.2,Rheinland-Pfalz,RP
7311,201307311,2013,Frankenthal (Pfalz),45.1,66.7,53.400000000000006,Rheinland-Pfalz,RP
7311,201707311,2017,Frankenthal (Pfalz),45.300000000000004,65.3,58.1,Rheinland-Pfalz,RP
7312,200907312,2009,Kaiserslautern,44.400000000000006,53.800000000000004,53.2,Rheinland-Pfalz,RP
7312,201307312,2013,Kaiserslautern,45.0,55.2,59.400000000000006,Rheinland-Pfalz,RP
7312,201707312,2017,Kaiserslautern,43.900000000000006,56.7,58.5,Rheinland-Pfalz,RP
7313,200907313,2009,Landau in der Pfalz,43.800000000000004,52.2,65.0,Rheinland-Pfalz,RP
7313,201307313,2013,Landau in der Pfalz,36.800000000000004,67.3,63.6,Rheinland-Pfalz,RP
7313,201707313,2017,Landau in der Pfalz,36.9,79.7,58.400000000000006,Rheinland-Pfalz,RP
7314,200907314,2009,Ludwigshafen am Rhein,44.400000000000006,52.6,53.7,Rheinland-Pfalz,RP
7314,201307314,2013,Ludwigshafen am Rhein,43.900000000000006,60.0,53.800000000000004,Rheinland-Pfalz,RP
7314,201707314,2017,Ludwigshafen am Rhein,43.400000000000006,53.400000000000006,49.6,Rheinland-Pfalz,RP
7315,200907315,2009,Mainz,43.1,66.7,55.0,Rheinland-Pfalz,RP
7315,201307315,2013,Mainz,46.1,71.4,58.400000000000006,Rheinland-Pfalz,RP
7315,201707315,2017,Mainz,45.7,69.10000000000001,59.900000000000006,Rheinland-Pfalz,RP
7316,200907316,2009,Neustadt an der Weinstrasse,46.2,66.7,51.400000000000006,Rheinland-Pfalz,RP
7316,201307316,2013,Neustadt an der Weinstrasse,43.800000000000004,62.900000000000006,57.1,Rheinland-Pfalz,RP
7316,201707316,2017,Neustadt an der Weinstrasse,39.6,73.7,50.0,Rheinland-Pfalz,RP
7317,200907317,2009,Pirmasens,45.7,62.800000000000004,53.400000000000006,Rheinland-Pfalz,RP
7317,201307317,2013,Pirmasens,39.2,42.400000000000006,64.8,Rheinland-Pfalz,RP
7317,201707317,2017,Pirmasens,46.0,55.900000000000006,67.60000000000001,Rheinland-Pfalz,RP
7318,200907318,2009,Speyer,45.400000000000006,65.9,60.400000000000006,Rheinland-Pfalz,RP
7318,201307318,2013,Speyer,42.400000000000006,36.4,60.6,Rheinland-Pfalz,RP
7318,201707318,2017,Speyer,38.5,51.900000000000006,57.400000000000006,Rheinland-Pfalz,RP
7319,200907319,2009,Worms,44.7,60.900000000000006,44.900000000000006,Rheinland-Pfalz,RP
7319,201307319,2013,Worms,47.2,69.4,66.9,Rheinland-Pfalz,RP
7319,201707319,2017,Worms,43.7,51.900000000000006,56.1,Rheinland-Pfalz,RP
7320,200907320,2009,Zweibrücken,43.2,71.7,64.3,Rheinland-Pfalz,RP
7320,201307320,2013,Zweibrücken,42.0,53.800000000000004,47.900000000000006,Rheinland-Pfalz,RP
7320,201707320,2017,Zweibrücken,48.1,64.10000000000001,66.7,Rheinland-Pfalz,RP
7331,200907331,2009,Landkreis Alzey-Worms,43.5,69.3,59.800000000000004,Rheinland-Pfalz,RP
7331,201307331,2013,Landkreis Alzey-Worms,45.7,63.2,60.6,Rheinland-Pfalz,RP
7331,201707331,2017,Landkreis Alzey-Worms,40.800000000000004,57.1,63.7,Rheinland-Pfalz,RP
7332,200907332,2009,Landkreis Bad Dürkheim,44.300000000000004,64.0,58.400000000000006,Rheinland-Pfalz,RP
7332,201307332,2013,Landkreis Bad Dürkheim,52.0,52.6,58.5,Rheinland-Pfalz,RP
7332,201707332,2017,Landkreis Bad Dürkheim,51.800000000000004,60.900000000000006,67.10000000000001,Rheinland-Pfalz,RP
7333,200907333,2009,Donnersbergkreis,47.300000000000004,71.4,63.5,Rheinland-Pfalz,RP
7333,201307333,2013,Donnersbergkreis,43.2,63.900000000000006,63.800000000000004,Rheinland-Pfalz,RP
7333,201707333,2017,Donnersbergkreis,39.900000000000006,67.10000000000001,71.5,Rheinland-Pfalz,RP
7334,200907334,2009,Landkreis Germersheim,47.1,58.2,62.1,Rheinland-Pfalz,RP
7334,201307334,2013,Landkreis Germersheim,46.0,57.800000000000004,58.5,Rheinland-Pfalz,RP
7334,201707334,2017,Landkreis Germersheim,37.9,58.6,64.5,Rheinland-Pfalz,RP
7335,200907335,2009,Landkreis Kaiserslautern (Land),47.300000000000004,70.0,58.2,Rheinland-Pfalz,RP
7335,201307335,2013,Landkreis Kaiserslautern (Land),50.2,59.1,59.1,Rheinland-Pfalz,RP
7335,201707335,2017,Landkreis Kaiserslautern (Land),49.5,73.10000000000001,62.800000000000004,Rheinland-Pfalz,RP
7336,200907336,2009,Landkreis Kusel,45.7,77.60000000000001,56.1,Rheinland-Pfalz,RP
7336,201307336,2013,Landkreis Kusel,46.2,77.80000000000001,62.1,Rheinland-Pfalz,RP
7336,201707336,2017,Landkreis Kusel,42.2,63.0,64.9,Rheinland-Pfalz,RP
7337,200907337,2009,Landkreis Südliche Weinstrasse,46.300000000000004,67.7,61.400000000000006,Rheinland-Pfalz,RP
7337,201307337,2013,Landkreis Südliche Weinstrasse,44.5,55.800000000000004,64.7,Rheinland-Pfalz,RP
7337,201707337,2017,Landkreis Südliche Weinstrasse,46.0,56.5,62.900000000000006,Rheinland-Pfalz,RP
7338,200907338,2009,Rhein-Pfalz-Kreis,42.6,61.800000000000004,60.400000000000006,Rheinland-Pfalz,RP
7338,201307338,2013,Rhein-Pfalz-Kreis,49.300000000000004,61.900000000000006,64.9,Rheinland-Pfalz,RP
7338,201707338,2017,Rhein-Pfalz-Kreis,44.300000000000004,65.60000000000001,63.2,Rheinland-Pfalz,RP
7339,200907339,2009,Landkreis Mainz-Bingen,45.400000000000006,65.3,57.800000000000004,Rheinland-Pfalz,RP
7339,201307339,2013,Landkreis Mainz-Bingen,43.2,69.10000000000001,61.0,Rheinland-Pfalz,RP
7339,201707339,2017,Landkreis Mainz-Bingen,44.900000000000006,63.400000000000006,56.0,Rheinland-Pfalz,RP
7340,200907340,2009,Landkreis Südwestpfalz,39.2,63.0,56.6,Rheinland-Pfalz,RP
7340,201307340,2013,Landkreis Südwestpfalz,48.2,64.7,67.10000000000001,Rheinland-Pfalz,RP
