,YearSchluessel,Year,Stadt-/Landkreis,Altenquotient,Jugendquotient,Gesamtquotient,LAND_NAME,LAND_ABK
5914,201305914,2013,Hagen,38.1,30.6,68.7,Nordrhein-Westfalen,NW
5914,201705914,2017,Hagen,38.5,33.0,71.5,Nordrhein-Westfalen,NW
5915,199505915,1995,Hamm,25.700000000000003,36.9,62.5,Nordrhein-Westfalen,NW
5915,200005915,2000,Hamm,27.8,37.1,65.0,Nordrhein-Westfalen,NW
5915,200505915,2005,Hamm,31.8,36.800000000000004,68.60000000000001,Nordrhein-Westfalen,NW
5915,200905915,2009,Hamm,33.2,34.9,68.2,Nordrhein-Westfalen,NW
5915,201305915,2013,Hamm,34.0,33.4,67.4,Nordrhein-Westfalen,NW
5915,201705915,2017,Hamm,34.800000000000004,33.6,68.4,Nordrhein-Westfalen,NW
5916,199505916,1995,Herne,29.1,31.5,60.7,Nordrhein-Westfalen,NW
5916,200005916,2000,Herne,31.3,32.300000000000004,63.5,Nordrhein-Westfalen,NW
5916,200505916,2005,Herne,34.7,32.2,67.0,Nordrhein-Westfalen,NW
5916,200905916,2009,Herne,36.0,30.1,66.10000000000001,Nordrhein-Westfalen,NW
5916,201305916,2013,Herne,36.5,29.700000000000003,66.2,Nordrhein-Westfalen,NW
5916,201705916,2017,Herne,36.4,30.6,67.0,Nordrhein-Westfalen,NW
5954,199505954,1995,Ennepe-Ruhr-Kreis,27.700000000000003,31.6,59.300000000000004,Nordrhein-Westfalen,NW
5954,200005954,2000,Ennepe-Ruhr-Kreis,29.900000000000002,32.7,62.6,Nordrhein-Westfalen,NW
5954,200505954,2005,Ennepe-Ruhr-Kreis,35.6,32.800000000000004,68.3,Nordrhein-Westfalen,NW
5954,200905954,2009,Ennepe-Ruhr-Kreis,38.1,31.0,69.10000000000001,Nordrhein-Westfalen,NW
5954,201305954,2013,Ennepe-Ruhr-Kreis,38.7,28.700000000000003,67.4,Nordrhein-Westfalen,NW
5954,201705954,2017,Ennepe-Ruhr-Kreis,39.800000000000004,29.3,69.0,Nordrhein-Westfalen,NW
5958,199505958,1995,Hochsauerlandkreis,26.700000000000003,39.2,65.9,Nordrhein-Westfalen,NW
5958,200005958,2000,Hochsauerlandkreis,29.5,40.1,69.60000000000001,Nordrhein-Westfalen,NW
5958,200505958,2005,Hochsauerlandkreis,35.0,39.800000000000004,74.8,Nordrhein-Westfalen,NW
5958,200905958,2009,Hochsauerlandkreis,36.7,37.2,73.9,Nordrhein-Westfalen,NW
5958,201305958,2013,Hochsauerlandkreis,35.9,33.0,68.9,Nordrhein-Westfalen,NW
5958,201705958,2017,Hochsauerlandkreis,36.7,31.8,68.5,Nordrhein-Westfalen,NW
5962,199505962,1995,Märkischer Kreis,24.8,36.7,61.5,Nordrhein-Westfalen,NW
5962,200005962,2000,Märkischer Kreis,27.200000000000003,38.2,65.3,Nordrhein-Westfalen,NW
5962,200505962,2005,Märkischer Kreis,32.9,38.0,71.0,Nordrhein-Westfalen,NW
5962,200905962,2009,Märkischer Kreis,35.5,35.4,70.9,Nordrhein-Westfalen,NW
5962,201305962,2013,Märkischer Kreis,35.6,32.2,67.8,Nordrhein-Westfalen,NW
5962,201705962,2017,Märkischer Kreis,37.0,32.0,69.0,Nordrhein-Westfalen,NW
5966,199505966,1995,Kreis Olpe,23.200000000000003,40.300000000000004,63.5,Nordrhein-Westfalen,NW
5966,200005966,2000,Kreis Olpe,25.200000000000003,40.5,65.7,Nordrhein-Westfalen,NW
5966,200505966,2005,Kreis Olpe,29.700000000000003,39.6,69.4,Nordrhein-Westfalen,NW
5966,200905966,2009,Kreis Olpe,31.3,36.800000000000004,68.10000000000001,Nordrhein-Westfalen,NW
5966,201305966,2013,Kreis Olpe,31.5,33.300000000000004,64.8,Nordrhein-Westfalen,NW
5966,201705966,2017,Kreis Olpe,33.0,32.7,65.7,Nordrhein-Westfalen,NW
5970,199505970,1995,Kreis Siegen-Wittgenstein,25.200000000000003,36.6,61.800000000000004,Nordrhein-Westfalen,NW
5970,200005970,2000,Kreis Siegen-Wittgenstein,27.8,37.0,64.9,Nordrhein-Westfalen,NW
5970,200505970,2005,Kreis Siegen-Wittgenstein,33.0,35.9,68.9,Nordrhein-Westfalen,NW
5970,200905970,2009,Kreis Siegen-Wittgenstein,34.4,32.9,67.3,Nordrhein-Westfalen,NW
5970,201305970,2013,Kreis Siegen-Wittgenstein,34.4,30.5,64.9,Nordrhein-Westfalen,NW
5970,201705970,2017,Kreis Siegen-Wittgenstein,35.4,30.6,66.0,Nordrhein-Westfalen,NW
5974,199505974,1995,Kreis Soest,24.900000000000002,38.400000000000006,63.300000000000004,Nordrhein-Westfalen,NW
5974,200005974,2000,Kreis Soest,27.0,38.900000000000006,65.9,Nordrhein-Westfalen,NW
5974,200505974,2005,Kreis Soest,31.900000000000002,38.300000000000004,70.2,Nordrhein-Westfalen,NW
5974,200905974,2009,Kreis Soest,33.9,35.800000000000004,69.7,Nordrhein-Westfalen,NW
5974,201305974,2013,Kreis Soest,34.2,33.0,67.2,Nordrhein-Westfalen,NW
5974,201705974,2017,Kreis Soest,35.2,32.5,67.7,Nordrhein-Westfalen,NW
5978,199505978,1995,Kreis Unna,24.3,36.0,60.300000000000004,Nordrhein-Westfalen,NW
5978,200005978,2000,Kreis Unna,26.8,36.5,63.300000000000004,Nordrhein-Westfalen,NW
5978,200505978,2005,Kreis Unna,32.4,36.0,68.4,Nordrhein-Westfalen,NW
5978,200905978,2009,Kreis Unna,35.1,33.4,68.5,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,36.300000000000004,31.0,67.2,Nordrhein-Westfalen,NW
5978,201705978,2017,Kreis Unna,38.2,30.900000000000002,69.10000000000001,Nordrhein-Westfalen,NW
6411,199506411,1995,Darmstadt,27.200000000000003,26.8,54.1,Hessen,HE
6411,200006411,2000,Darmstadt,26.6,27.5,54.1,Hessen,HE
6411,200506411,2005,Darmstadt,28.200000000000003,27.6,55.800000000000004,Hessen,HE
6411,200906411,2009,Darmstadt,28.8,27.700000000000003,56.6,Hessen,HE
6411,201306411,2013,Darmstadt,27.400000000000002,27.200000000000003,54.6,Hessen,HE
6411,201706411,2017,Darmstadt,26.8,28.3,55.1,Hessen,HE
6412,199506412,1995,Frankfurt (Main),24.200000000000003,25.0,49.2,Hessen,HE
6412,200006412,2000,Frankfurt (Main),24.0,24.700000000000003,48.7,Hessen,HE
6412,200506412,2005,Frankfurt (Main),25.8,25.700000000000003,51.5,Hessen,HE
6412,200906412,2009,Frankfurt (Main),26.3,25.900000000000002,52.300000000000004,Hessen,HE
6412,201306412,2013,Frankfurt (Main),24.200000000000003,26.8,50.900000000000006,Hessen,HE
6412,201706412,2017,Frankfurt (Main),23.8,28.200000000000003,52.0,Hessen,HE
6413,199506413,1995,Offenbach am Main,24.3,29.6,53.900000000000006,Hessen,HE
6413,200006413,2000,Offenbach am Main,24.6,30.400000000000002,55.0,Hessen,HE
6413,200506413,2005,Offenbach am Main,27.0,31.400000000000002,58.300000000000004,Hessen,HE
6413,200906413,2009,Offenbach am Main,28.200000000000003,31.900000000000002,60.1,Hessen,HE
6413,201306413,2013,Offenbach am Main,27.8,32.0,59.800000000000004,Hessen,HE
6413,201706413,2017,Offenbach am Main,26.6,32.4,59.0,Hessen,HE
6414,199506414,1995,Wiesbaden,27.8,28.8,56.6,Hessen,HE
6414,200006414,2000,Wiesbaden,27.5,29.1,56.6,Hessen,HE
6414,200506414,2005,Wiesbaden,30.0,29.900000000000002,60.0,Hessen,HE
6414,200906414,2009,Wiesbaden,31.900000000000002,29.900000000000002,61.800000000000004,Hessen,HE
6414,201306414,2013,Wiesbaden,32.2,31.1,63.300000000000004,Hessen,HE
6414,201706414,2017,Wiesbaden,33.1,32.800000000000004,65.9,Hessen,HE
6431,199506431,1995,Landkreis Bergstrasse,24.1,33.2,57.300000000000004,Hessen,HE
6431,200006431,2000,Landkreis Bergstrasse,26.5,33.9,60.400000000000006,Hessen,HE
6431,200506431,2005,Landkreis Bergstrasse,31.6,33.800000000000004,65.4,Hessen,HE
6431,200906431,2009,Landkreis Bergstrasse,34.6,32.1,66.7,Hessen,HE
6431,201306431,2013,Landkreis Bergstrasse,35.0,30.3,65.2,Hessen,HE
6431,201706431,2017,Landkreis Bergstrasse,36.800000000000004,30.400000000000002,67.2,Hessen,HE
6432,199506432,1995,Landkreis Darmstadt-Dieburg,20.6,33.2,53.800000000000004,Hessen,HE
6432,200006432,2000,Landkreis Darmstadt-Dieburg,22.5,33.7,56.2,Hessen,HE
6432,200506432,2005,Landkreis Darmstadt-Dieburg,27.6,33.7,61.400000000000006,Hessen,HE
6432,200906432,2009,Landkreis Darmstadt-Dieburg,30.900000000000002,32.4,63.300000000000004,Hessen,HE
6432,201306432,2013,Landkreis Darmstadt-Dieburg,32.300000000000004,31.5,63.7,Hessen,HE
6432,201706432,2017,Landkreis Darmstadt-Dieburg,34.2,31.900000000000002,66.10000000000001,Hessen,HE
6433,199506433,1995,Landkreis Groß-Gerau,21.1,31.900000000000002,53.0,Hessen,HE
6433,200006433,2000,Landkreis Groß-Gerau,23.3,32.7,56.0,Hessen,HE
6433,200506433,2005,Landkreis Groß-Gerau,28.400000000000002,33.2,61.6,Hessen,HE
6433,200906433,2009,Landkreis Groß-Gerau,31.200000000000003,32.5,63.7,Hessen,HE
6433,201306433,2013,Landkreis Groß-Gerau,31.3,31.900000000000002,63.2,Hessen,HE
6433,201706433,2017,Landkreis Groß-Gerau,31.700000000000003,32.800000000000004,64.60000000000001,Hessen,HE
6434,199506434,1995,Hochtaunuskreis,25.1,30.200000000000003,55.300000000000004,Hessen,HE
6434,200006434,2000,Hochtaunuskreis,26.900000000000002,31.6,58.5,Hessen,HE
6434,200506434,2005,Hochtaunuskreis,32.800000000000004,33.300000000000004,66.10000000000001,Hessen,HE
6434,200906434,2009,Hochtaunuskreis,37.800000000000004,34.2,72.0,Hessen,HE
6434,201306434,2013,Hochtaunuskreis,38.5,34.300000000000004,72.8,Hessen,HE
6434,201706434,2017,Hochtaunuskreis,39.300000000000004,35.0,74.3,Hessen,HE
6435,199506435,1995,Main-Kinzig-Kreis,23.0,33.2,56.2,Hessen,HE
6435,200006435,2000,Main-Kinzig-Kreis,25.3,34.1,59.400000000000006,Hessen,HE
6435,200506435,2005,Main-Kinzig-Kreis,30.400000000000002,34.0,64.4,Hessen,HE
6435,200906435,2009,Main-Kinzig-Kreis,33.5,32.4,65.9,Hessen,HE
6435,201306435,2013,Main-Kinzig-Kreis,34.1,31.0,65.10000000000001,Hessen,HE
6435,201706435,2017,Main-Kinzig-Kreis,35.7,31.6,67.3,Hessen,HE
6436,199506436,1995,Main-Taunus-Kreis,21.5,29.700000000000003,51.2,Hessen,HE
6436,200006436,2000,Main-Taunus-Kreis,24.3,30.200000000000003,54.400000000000006,Hessen,HE
6436,200506436,2005,Main-Taunus-Kreis,30.6,32.1,62.7,Hessen,HE
6436,200906436,2009,Main-Taunus-Kreis,34.7,33.1,67.7,Hessen,HE
6436,201306436,2013,Main-Taunus-Kreis,35.300000000000004,33.0,68.3,Hessen,HE
6436,201706436,2017,Main-Taunus-Kreis,36.0,34.1,70.2,Hessen,HE
6437,199506437,1995,Odenwaldkreis,26.1,37.7,63.900000000000006,Hessen,HE
6437,200006437,2000,Odenwaldkreis,28.400000000000002,38.300000000000004,66.7,Hessen,HE
6437,200506437,2005,Odenwaldkreis,33.800000000000004,36.800000000000004,70.60000000000001,Hessen,HE
6437,200906437,2009,Odenwaldkreis,36.2,33.800000000000004,70.10000000000001,Hessen,HE
6437,201306437,2013,Odenwaldkreis,36.2,30.8,67.0,Hessen,HE
6437,201706437,2017,Odenwaldkreis,39.7,30.400000000000002,70.10000000000001,Hessen,HE
6438,199506438,1995,Landkreis Offenbach,21.0,30.400000000000002,51.400000000000006,Hessen,HE
6438,200006438,2000,Landkreis Offenbach,23.700000000000003,31.400000000000002,55.1,Hessen,HE
6438,200506438,2005,Landkreis Offenbach,29.400000000000002,32.0,61.400000000000006,Hessen,HE
6438,200906438,2009,Landkreis Offenbach,33.4,31.6,64.9,Hessen,HE
6438,201306438,2013,Landkreis Offenbach,34.300000000000004,31.3,65.60000000000001,Hessen,HE
6438,201706438,2017,Landkreis Offenbach,35.5,32.7,68.3,Hessen,HE
6439,199506439,1995,Rheingau-Taunus-Kreis,22.1,31.700000000000003,53.900000000000006,Hessen,HE
6439,200006439,2000,Rheingau-Taunus-Kreis,24.3,32.7,57.0,Hessen,HE
6439,200506439,2005,Rheingau-Taunus-Kreis,30.200000000000003,33.0,63.2,Hessen,HE
6439,200906439,2009,Rheingau-Taunus-Kreis,34.800000000000004,32.4,67.2,Hessen,HE
6439,201306439,2013,Rheingau-Taunus-Kreis,36.6,31.3,67.9,Hessen,HE
6439,201706439,2017,Rheingau-Taunus-Kreis,38.7,31.6,70.3,Hessen,HE
6440,199506440,1995,Wetteraukreis,24.3,33.5,57.800000000000004,Hessen,HE
6440,200006440,2000,Wetteraukreis,25.700000000000003,34.7,60.400000000000006,Hessen,HE
6440,200506440,2005,Wetteraukreis,30.6,34.800000000000004,65.4,Hessen,HE
6440,200906440,2009,Wetteraukreis,33.2,33.2,66.4,Hessen,HE
6440,201306440,2013,Wetteraukreis,33.4,31.700000000000003,65.10000000000001,Hessen,HE
6440,201706440,2017,Wetteraukreis,34.9,31.5,66.4,Hessen,HE
6531,199506531,1995,Landkreis Gießen,23.8,33.300000000000004,57.1,Hessen,HE
6531,200006531,2000,Landkreis Gießen,25.3,33.6,58.900000000000006,Hessen,HE
6531,200506531,2005,Landkreis Gießen,28.900000000000002,32.5,61.400000000000006,Hessen,HE
6531,200906531,2009,Landkreis Gießen,30.0,29.700000000000003,59.7,Hessen,HE
6531,201306531,2013,Landkreis Gießen,30.0,28.5,58.5,Hessen,HE
6531,201706531,2017,Landkreis Gießen,30.700000000000003,28.8,59.5,Hessen,HE
6532,199506532,1995,Lahn-Dill Kreis,26.5,37.1,63.6,Hessen,HE
6532,200006532,2000,Lahn-Dill Kreis,28.5,37.4,65.9,Hessen,HE
6532,200506532,2005,Lahn-Dill Kreis,33.300000000000004,36.7,70.0,Hessen,HE
6532,200906532,2009,Lahn-Dill Kreis,35.2,34.300000000000004,69.5,Hessen,HE
6532,201306532,2013,Lahn-Dill Kreis,35.300000000000004,31.8,67.10000000000001,Hessen,HE
6532,201706532,2017,Lahn-Dill Kreis,36.9,31.6,68.5,Hessen,HE
6533,199506533,1995,Landkreis Limburg-Weilburg,25.8,36.4,62.2,Hessen,HE
6533,200006533,2000,Landkreis Limburg-Weilburg,27.200000000000003,37.6,64.8,Hessen,HE
6533,200506533,2005,Landkreis Limburg-Weilburg,31.700000000000003,37.300000000000004,69.0,Hessen,HE
6533,200906533,2009,Landkreis Limburg-Weilburg,33.5,35.0,68.5,Hessen,HE
6533,201306533,2013,Landkreis Limburg-Weilburg,33.2,32.0,65.2,Hessen,HE
6533,201706533,2017,Landkreis Limburg-Weilburg,35.4,31.8,67.2,Hessen,HE
6534,199506534,1995,Landkreis Marburg-Biedenkopf,22.200000000000003,33.2,55.400000000000006,Hessen,HE
6534,200006534,2000,Landkreis Marburg-Biedenkopf,24.1,33.5,57.6,Hessen,HE
6534,200506534,2005,Landkreis Marburg-Biedenkopf,28.400000000000002,32.5,60.900000000000006,Hessen,HE
6534,200906534,2009,Landkreis Marburg-Biedenkopf,29.400000000000002,30.400000000000002,59.800000000000004,Hessen,HE
6534,201306534,2013,Landkreis Marburg-Biedenkopf,30.3,30.0,60.300000000000004,Hessen,HE
6534,201706534,2017,Landkreis Marburg-Biedenkopf,31.400000000000002,30.1,61.400000000000006,Hessen,HE
6535,199506535,1995,Vogelsbergkreis,29.700000000000003,36.800000000000004,66.5,Hessen,HE
6535,200006535,2000,Vogelsbergkreis,32.5,37.0,69.5,Hessen,HE
6535,200506535,2005,Vogelsbergkreis,37.7,35.0,72.7,Hessen,HE
6535,200906535,2009,Vogelsbergkreis,38.7,31.8,70.5,Hessen,HE
6535,201306535,2013,Vogelsbergkreis,38.2,29.200000000000003,67.4,Hessen,HE
6535,201706535,2017,Vogelsbergkreis,40.800000000000004,29.400000000000002,70.2,Hessen,HE
6611,199506611,1995,Kassel,30.200000000000003,29.3,59.5,Hessen,HE
6611,200006611,2000,Kassel,30.3,29.700000000000003,60.0,Hessen,HE
6611,200506611,2005,Kassel,32.5,29.400000000000002,61.800000000000004,Hessen,HE
6611,200906611,2009,Kassel,33.0,28.200000000000003,61.2,Hessen,HE
6611,201306611,2013,Kassel,31.700000000000003,27.6,59.300000000000004,Hessen,HE
6611,201706611,2017,Kassel,31.200000000000003,28.700000000000003,59.800000000000004,Hessen,HE
6631,199506631,1995,Landkreis Fulda,26.6,38.800000000000004,65.4,Hessen,HE
6631,200006631,2000,Landkreis Fulda,28.400000000000002,39.800000000000004,68.3,Hessen,HE
6631,200506631,2005,Landkreis Fulda,33.0,39.1,72.2,Hessen,HE
6631,200906631,2009,Landkreis Fulda,34.5,36.4,70.9,Hessen,HE
6631,201306631,2013,Landkreis Fulda,33.800000000000004,33.4,67.3,Hessen,HE
6631,201706631,2017,Landkreis Fulda,34.9,32.4,67.3,Hessen,HE
6632,199506632,1995,Landkreis Hersfeld-Rotenburg,31.6,35.6,67.2,Hessen,HE
6632,200006632,2000,Landkreis Hersfeld-Rotenburg,33.5,35.6,69.10000000000001,Hessen,HE
6632,200506632,2005,Landkreis Hersfeld-Rotenburg,38.900000000000006,34.7,73.60000000000001,Hessen,HE
6632,200906632,2009,Landkreis Hersfeld-Rotenburg,40.400000000000006,32.300000000000004,72.7,Hessen,HE
6632,201306632,2013,Landkreis Hersfeld-Rotenburg,39.800000000000004,30.5,70.2,Hessen,HE
6632,201706632,2017,Landkreis Hersfeld-Rotenburg,41.0,31.200000000000003,72.3,Hessen,HE
6633,199506633,1995,Landkreis Kassel (Land),25.8,33.4,59.300000000000004,Hessen,HE
6633,200006633,2000,Landkreis Kassel (Land),28.1,34.300000000000004,62.400000000000006,Hessen,HE
6633,200506633,2005,Landkreis Kassel (Land),35.1,34.300000000000004,69.4,Hessen,HE
6633,200906633,2009,Landkreis Kassel (Land),39.300000000000004,32.5,71.8,Hessen,HE
6633,201306633,2013,Landkreis Kassel (Land),40.6,30.3,70.9,Hessen,HE
6633,201706633,2017,Landkreis Kassel (Land),42.800000000000004,30.700000000000003,73.5,Hessen,HE
6634,199506634,1995,Schwalm-Eder Kreis,27.0,36.1,63.1,Hessen,HE
6634,200006634,2000,Schwalm-Eder Kreis,29.200000000000003,36.7,65.9,Hessen,HE
6634,200506634,2005,Schwalm-Eder Kreis,34.9,35.800000000000004,70.7,Hessen,HE
6634,200906634,2009,Schwalm-Eder Kreis,37.1,33.0,70.10000000000001,Hessen,HE
6634,201306634,2013,Schwalm-Eder Kreis,36.9,30.3,67.2,Hessen,HE
6634,201706634,2017,Schwalm-Eder Kreis,38.900000000000006,30.400000000000002,69.3,Hessen,HE
6635,199506635,1995,Landkreis Waldeck-Frankenberg,29.200000000000003,37.800000000000004,67.10000000000001,Hessen,HE
6635,200006635,2000,Landkreis Waldeck-Frankenberg,31.1,38.400000000000006,69.5,Hessen,HE
6635,200506635,2005,Landkreis Waldeck-Frankenberg,36.300000000000004,37.300000000000004,73.7,Hessen,HE
6635,200906635,2009,Landkreis Waldeck-Frankenberg,37.9,34.7,72.5,Hessen,HE
6635,201306635,2013,Landkreis Waldeck-Frankenberg,37.4,31.8,69.10000000000001,Hessen,HE
6635,201706635,2017,Landkreis Waldeck-Frankenberg,39.300000000000004,31.5,70.8,Hessen,HE
6636,199506636,1995,Werra-Meißner Kreis,31.900000000000002,34.6,66.5,Hessen,HE
6636,200006636,2000,Werra-Meißner Kreis,34.2,34.9,69.10000000000001,Hessen,HE
6636,200506636,2005,Werra-Meißner Kreis,39.800000000000004,33.7,73.5,Hessen,HE
6636,200906636,2009,Werra-Meißner Kreis,42.0,31.200000000000003,73.3,Hessen,HE
6636,201306636,2013,Werra-Meißner Kreis,42.5,29.200000000000003,71.7,Hessen,HE
6636,201706636,2017,Werra-Meißner Kreis,44.0,29.200000000000003,73.2,Hessen,HE
7111,199507111,1995,Koblenz,30.200000000000003,30.1,60.300000000000004,Rheinland-Pfalz,RP
7111,200007111,2000,Koblenz,31.700000000000003,30.6,62.400000000000006,Rheinland-Pfalz,RP
7111,200507111,2005,Koblenz,36.2,30.200000000000003,66.4,Rheinland-Pfalz,RP
7111,200907111,2009,Koblenz,37.0,28.8,65.8,Rheinland-Pfalz,RP
7111,201307111,2013,Koblenz,34.800000000000004,26.400000000000002,61.300000000000004,Rheinland-Pfalz,RP
7111,201707111,2017,Koblenz,35.1,27.1,62.2,Rheinland-Pfalz,RP
7131,199507131,1995,Landkreis Ahrweiler,29.400000000000002,35.5,65.0,Rheinland-Pfalz,RP
7131,200007131,2000,Landkreis Ahrweiler,31.0,36.800000000000004,67.9,Rheinland-Pfalz,RP
7131,200507131,2005,Landkreis Ahrweiler,36.9,36.0,73.0,Rheinland-Pfalz,RP
7131,200907131,2009,Landkreis Ahrweiler,39.6,33.2,72.9,Rheinland-Pfalz,RP
7131,201307131,2013,Landkreis Ahrweiler,39.900000000000006,30.6,70.5,Rheinland-Pfalz,RP
7131,201707131,2017,Landkreis Ahrweiler,41.7,30.1,71.9,Rheinland-Pfalz,RP
7132,199507132,1995,Landkreis Altenkirchen (Westerwald),26.900000000000002,38.900000000000006,65.8,Rheinland-Pfalz,RP
7132,200007132,2000,Landkreis Altenkirchen (Westerwald),29.6,39.900000000000006,69.60000000000001,Rheinland-Pfalz,RP
7132,200507132,2005,Landkreis Altenkirchen (Westerwald),34.6,38.7,73.3,Rheinland-Pfalz,RP
7132,200907132,2009,Landkreis Altenkirchen (Westerwald),36.2,35.5,71.7,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),34.9,31.900000000000002,66.8,Rheinland-Pfalz,RP
7132,201707132,2017,Landkreis Altenkirchen (Westerwald),37.1,31.400000000000002,68.5,Rheinland-Pfalz,RP
7133,199507133,1995,Landkreis Bad Kreuznach,28.6,35.800000000000004,64.4,Rheinland-Pfalz,RP
7133,200007133,2000,Landkreis Bad Kreuznach,29.900000000000002,36.300000000000004,66.2,Rheinland-Pfalz,RP
7133,200507133,2005,Landkreis Bad Kreuznach,34.2,35.4,69.5,Rheinland-Pfalz,RP
7133,200907133,2009,Landkreis Bad Kreuznach,35.9,33.1,69.10000000000001,Rheinland-Pfalz,RP
7133,201307133,2013,Landkreis Bad Kreuznach,36.0,30.8,66.8,Rheinland-Pfalz,RP
7133,201707133,2017,Landkreis Bad Kreuznach,39.2,31.400000000000002,70.60000000000001,Rheinland-Pfalz,RP
7134,199507134,1995,Landkreis Birkenfeld,29.6,35.800000000000004,65.4,Rheinland-Pfalz,RP
7134,200007134,2000,Landkreis Birkenfeld,32.6,36.9,69.5,Rheinland-Pfalz,RP
7134,200507134,2005,Landkreis Birkenfeld,38.400000000000006,35.4,73.8,Rheinland-Pfalz,RP
7134,200907134,2009,Landkreis Birkenfeld,39.400000000000006,32.7,72.10000000000001,Rheinland-Pfalz,RP
7134,201307134,2013,Landkreis Birkenfeld,38.7,28.900000000000002,67.60000000000001,Rheinland-Pfalz,RP
7134,201707134,2017,Landkreis Birkenfeld,41.1,29.400000000000002,70.5,Rheinland-Pfalz,RP
7135,199507135,1995,Landkreis Cochem-Zell,29.8,37.6,67.5,Rheinland-Pfalz,RP
7135,200007135,2000,Landkreis Cochem-Zell,33.0,38.400000000000006,71.5,Rheinland-Pfalz,RP
7135,200507135,2005,Landkreis Cochem-Zell,39.2,37.800000000000004,77.0,Rheinland-Pfalz,RP
7135,200907135,2009,Landkreis Cochem-Zell,40.6,34.800000000000004,75.5,Rheinland-Pfalz,RP
7135,201307135,2013,Landkreis Cochem-Zell,38.6,30.5,69.10000000000001,Rheinland-Pfalz,RP
7135,201707135,2017,Landkreis Cochem-Zell,41.0,29.8,70.9,Rheinland-Pfalz,RP
7137,199507137,1995,Landkreis Mayen-Koblenz,26.6,34.9,61.400000000000006,Rheinland-Pfalz,RP
7137,200007137,2000,Landkreis Mayen-Koblenz,28.3,35.800000000000004,64.10000000000001,Rheinland-Pfalz,RP
7137,200507137,2005,Landkreis Mayen-Koblenz,33.2,35.7,68.9,Rheinland-Pfalz,RP
7137,200907137,2009,Landkreis Mayen-Koblenz,34.5,33.2,67.60000000000001,Rheinland-Pfalz,RP
7137,201307137,2013,Landkreis Mayen-Koblenz,33.9,30.5,64.5,Rheinland-Pfalz,RP
7137,201707137,2017,Landkreis Mayen-Koblenz,36.1,30.900000000000002,67.0,Rheinland-Pfalz,RP
7138,199507138,1995,Landkreis Neuwied,28.1,36.300000000000004,64.4,Rheinland-Pfalz,RP
7138,200007138,2000,Landkreis Neuwied,30.0,38.400000000000006,68.4,Rheinland-Pfalz,RP
7138,200507138,2005,Landkreis Neuwied,34.9,38.300000000000004,73.2,Rheinland-Pfalz,RP
7138,200907138,2009,Landkreis Neuwied,36.9,35.6,72.5,Rheinland-Pfalz,RP
7138,201307138,2013,Landkreis Neuwied,36.0,32.800000000000004,68.8,Rheinland-Pfalz,RP
7138,201707138,2017,Landkreis Neuwied,37.7,32.7,70.4,Rheinland-Pfalz,RP
7140,199507140,1995,Rhein-Hunsrück-Kreis,28.5,39.1,67.60000000000001,Rheinland-Pfalz,RP
7140,200007140,2000,Rhein-Hunsrück-Kreis,29.8,39.300000000000004,69.10000000000001,Rheinland-Pfalz,RP
7140,200507140,2005,Rhein-Hunsrück-Kreis,34.0,37.4,71.4,Rheinland-Pfalz,RP
7140,200907140,2009,Rhein-Hunsrück-Kreis,35.6,34.4,70.0,Rheinland-Pfalz,RP
7140,201307140,2013,Rhein-Hunsrück-Kreis,34.9,30.8,65.7,Rheinland-Pfalz,RP
7140,201707140,2017,Rhein-Hunsrück-Kreis,37.7,31.0,68.7,Rheinland-Pfalz,RP
7141,199507141,1995,Rhein-Lahn-Kreis,29.700000000000003,35.5,65.2,Rheinland-Pfalz,RP
7141,200007141,2000,Rhein-Lahn-Kreis,30.900000000000002,36.0,66.8,Rheinland-Pfalz,RP
7141,200507141,2005,Rhein-Lahn-Kreis,35.6,35.1,70.8,Rheinland-Pfalz,RP
7141,200907141,2009,Rhein-Lahn-Kreis,37.6,32.800000000000004,70.4,Rheinland-Pfalz,RP
7141,201307141,2013,Rhein-Lahn-Kreis,37.2,29.8,67.10000000000001,Rheinland-Pfalz,RP
7141,201707141,2017,Rhein-Lahn-Kreis,39.2,30.3,69.60000000000001,Rheinland-Pfalz,RP
7143,199507143,1995,Westerwaldkreis,25.6,38.900000000000006,64.5,Rheinland-Pfalz,RP
7143,200007143,2000,Westerwaldkreis,27.400000000000002,39.900000000000006,67.3,Rheinland-Pfalz,RP
7143,200507143,2005,Westerwaldkreis,31.900000000000002,38.800000000000004,70.60000000000001,Rheinland-Pfalz,RP
7143,200907143,2009,Westerwaldkreis,33.5,35.6,69.10000000000001,Rheinland-Pfalz,RP
7143,201307143,2013,Westerwaldkreis,32.5,32.1,64.7,Rheinland-Pfalz,RP
7143,201707143,2017,Westerwaldkreis,34.7,31.8,66.5,Rheinland-Pfalz,RP
7211,199507211,1995,Trier,28.6,28.900000000000002,57.5,Rheinland-Pfalz,RP
7211,200007211,2000,Trier,28.900000000000002,28.900000000000002,57.900000000000006,Rheinland-Pfalz,RP
7211,200507211,2005,Trier,30.900000000000002,28.0,58.900000000000006,Rheinland-Pfalz,RP
7211,200907211,2009,Trier,28.400000000000002,25.5,53.900000000000006,Rheinland-Pfalz,RP
7211,201307211,2013,Trier,26.8,24.0,50.800000000000004,Rheinland-Pfalz,RP
