,YearSchluessel,Year,Stadt-/Landkreis,Arbeitslosenquote in %,Anteil Arbeitslose 15-24 Jahre an Arbeitsl. insg. In %,Anteil Arbeitslose 55-64 Jahre an Arbeitsl. insg. In %,Anteil Langzeitarbeitslose an Arbeitslosen insg. In %,Anteil arbeitslose Ausländer an Arbeitslosen insg. In %,LAND_NAME,LAND_ABK
5758,201705758,2017,Kreis Herford,5.6000000000000005,10.0,22.6,35.2,25.200000000000003,Nordrhein-Westfalen,NW
5762,200105762,2001,Kreis Höxter,8.0,14.0,16.2,29.3,6.0,Nordrhein-Westfalen,NW
5762,200505762,2005,Kreis Höxter,9.3,11.9,10.700000000000001,35.800000000000004,6.0,Nordrhein-Westfalen,NW
5762,200905762,2009,Kreis Höxter,6.800000000000001,12.600000000000001,15.4,32.2,7.2,Nordrhein-Westfalen,NW
5762,201305762,2013,Kreis Höxter,5.4,11.9,21.6,29.900000000000002,7.800000000000001,Nordrhein-Westfalen,NW
5762,201705762,2017,Kreis Höxter,4.6000000000000005,11.3,23.5,34.2,18.7,Nordrhein-Westfalen,NW
5766,200105766,2001,Kreis Lippe,8.3,13.200000000000001,18.2,28.900000000000002,12.0,Nordrhein-Westfalen,NW
5766,200505766,2005,Kreis Lippe,12.100000000000001,12.5,11.3,36.5,12.3,Nordrhein-Westfalen,NW
5766,200905766,2009,Kreis Lippe,9.0,12.0,13.8,30.6,13.600000000000001,Nordrhein-Westfalen,NW
5766,201305766,2013,Kreis Lippe,7.7,11.3,17.7,42.300000000000004,14.9,Nordrhein-Westfalen,NW
5766,201705766,2017,Kreis Lippe,6.6000000000000005,11.5,17.400000000000002,42.7,26.1,Nordrhein-Westfalen,NW
5770,200105770,2001,Kreis Minden-Lübbecke,7.5,12.700000000000001,18.900000000000002,30.1,9.9,Nordrhein-Westfalen,NW
5770,200505770,2005,Kreis Minden-Lübbecke,10.600000000000001,19.200000000000003,11.4,,10.700000000000001,Nordrhein-Westfalen,NW
5770,200905770,2009,Kreis Minden-Lübbecke,7.5,10.700000000000001,15.700000000000001,36.6,11.0,Nordrhein-Westfalen,NW
5770,201305770,2013,Kreis Minden-Lübbecke,5.800000000000001,11.5,18.2,33.1,12.4,Nordrhein-Westfalen,NW
5770,201705770,2017,Kreis Minden-Lübbecke,5.1000000000000005,12.9,19.200000000000003,33.300000000000004,23.900000000000002,Nordrhein-Westfalen,NW
5774,200105774,2001,Kreis Paderborn,8.200000000000001,13.200000000000001,15.0,31.3,12.600000000000001,Nordrhein-Westfalen,NW
5774,200505774,2005,Kreis Paderborn,10.8,12.9,9.1,35.800000000000004,12.200000000000001,Nordrhein-Westfalen,NW
5774,200905774,2009,Kreis Paderborn,7.6000000000000005,12.8,11.700000000000001,31.3,13.700000000000001,Nordrhein-Westfalen,NW
5774,201305774,2013,Kreis Paderborn,6.300000000000001,11.200000000000001,18.0,36.2,14.100000000000001,Nordrhein-Westfalen,NW
5774,201705774,2017,Kreis Paderborn,5.6000000000000005,10.8,23.400000000000002,36.1,24.400000000000002,Nordrhein-Westfalen,NW
5911,200105911,2001,Bochum,10.9,9.4,19.6,42.300000000000004,16.400000000000002,Nordrhein-Westfalen,NW
5911,200505911,2005,Bochum,14.600000000000001,9.3,14.0,43.7,17.1,Nordrhein-Westfalen,NW
5911,200905911,2009,Bochum,10.3,8.700000000000001,14.200000000000001,38.0,18.400000000000002,Nordrhein-Westfalen,NW
5911,201305911,2013,Bochum,10.4,8.9,16.6,42.800000000000004,19.8,Nordrhein-Westfalen,NW
5911,201705911,2017,Bochum,9.700000000000001,8.700000000000001,18.7,42.300000000000004,29.400000000000002,Nordrhein-Westfalen,NW
5913,200105913,2001,Dortmund,13.4,10.200000000000001,18.7,45.800000000000004,21.700000000000003,Nordrhein-Westfalen,NW
5913,200505913,2005,Dortmund,18.1,10.200000000000001,12.9,46.1,23.200000000000003,Nordrhein-Westfalen,NW
5913,200905913,2009,Dortmund,13.200000000000001,9.4,12.100000000000001,45.2,24.3,Nordrhein-Westfalen,NW
5913,201305913,2013,Dortmund,13.200000000000001,9.5,15.8,46.7,26.200000000000003,Nordrhein-Westfalen,NW
5913,201705913,2017,Dortmund,11.100000000000001,8.9,16.3,41.7,34.9,Nordrhein-Westfalen,NW
5914,200105914,2001,Hagen,9.8,10.4,21.8,37.5,24.1,Nordrhein-Westfalen,NW
5914,200505914,2005,Hagen,13.9,9.600000000000001,12.700000000000001,40.6,26.0,Nordrhein-Westfalen,NW
5914,200905914,2009,Hagen,11.600000000000001,10.0,11.600000000000001,39.800000000000004,26.900000000000002,Nordrhein-Westfalen,NW
5914,201305914,2013,Hagen,10.600000000000001,10.9,14.700000000000001,43.2,28.200000000000003,Nordrhein-Westfalen,NW
5914,201705914,2017,Hagen,10.3,10.9,17.2,45.300000000000004,38.300000000000004,Nordrhein-Westfalen,NW
5915,200105915,2001,Hamm,11.700000000000001,14.100000000000001,15.200000000000001,37.9,18.5,Nordrhein-Westfalen,NW
5915,200505915,2005,Hamm,14.600000000000001,9.9,10.700000000000001,,19.3,Nordrhein-Westfalen,NW
5915,200905915,2009,Hamm,10.700000000000001,10.4,13.5,48.800000000000004,21.5,Nordrhein-Westfalen,NW
5915,201305915,2013,Hamm,10.5,9.5,19.700000000000003,59.900000000000006,23.3,Nordrhein-Westfalen,NW
5915,201705915,2017,Hamm,9.200000000000001,9.4,15.600000000000001,47.2,35.1,Nordrhein-Westfalen,NW
5916,200105916,2001,Herne,14.200000000000001,9.8,18.0,42.900000000000006,17.5,Nordrhein-Westfalen,NW
5916,200505916,2005,Herne,18.1,9.4,10.3,46.400000000000006,20.700000000000003,Nordrhein-Westfalen,NW
5916,200905916,2009,Herne,13.100000000000001,9.3,12.0,43.300000000000004,22.400000000000002,Nordrhein-Westfalen,NW
5916,201305916,2013,Herne,13.700000000000001,9.3,15.100000000000001,44.900000000000006,24.6,Nordrhein-Westfalen,NW
5916,201705916,2017,Herne,12.100000000000001,9.200000000000001,16.6,40.0,31.700000000000003,Nordrhein-Westfalen,NW
5954,200105954,2001,Ennepe-Ruhr-Kreis,8.1,10.3,23.200000000000003,36.800000000000004,14.700000000000001,Nordrhein-Westfalen,NW
5954,200505954,2005,Ennepe-Ruhr-Kreis,10.8,12.5,15.3,,15.4,Nordrhein-Westfalen,NW
5954,200905954,2009,Ennepe-Ruhr-Kreis,8.200000000000001,9.200000000000001,15.700000000000001,37.7,16.900000000000002,Nordrhein-Westfalen,NW
5954,201305954,2013,Ennepe-Ruhr-Kreis,7.5,7.6000000000000005,19.400000000000002,39.6,17.1,Nordrhein-Westfalen,NW
5954,201705954,2017,Ennepe-Ruhr-Kreis,6.4,7.7,20.700000000000003,37.0,27.3,Nordrhein-Westfalen,NW
5958,200105958,2001,Hochsauerlandkreis,6.300000000000001,12.700000000000001,14.600000000000001,27.3,13.5,Nordrhein-Westfalen,NW
5958,200505958,2005,Hochsauerlandkreis,10.100000000000001,16.3,11.200000000000001,,13.4,Nordrhein-Westfalen,NW
5958,200905958,2009,Hochsauerlandkreis,6.7,11.8,14.4,33.6,13.5,Nordrhein-Westfalen,NW
5958,201305958,2013,Hochsauerlandkreis,5.2,10.0,19.700000000000003,37.1,13.8,Nordrhein-Westfalen,NW
5958,201705958,2017,Hochsauerlandkreis,4.5,11.200000000000001,21.1,38.5,26.1,Nordrhein-Westfalen,NW
5962,200105962,2001,Märkischer Kreis,7.2,11.600000000000001,20.700000000000003,36.0,20.3,Nordrhein-Westfalen,NW
5962,200505962,2005,Märkischer Kreis,10.4,11.700000000000001,11.600000000000001,37.0,19.6,Nordrhein-Westfalen,NW
5962,200905962,2009,Märkischer Kreis,8.5,12.5,12.9,24.900000000000002,21.0,Nordrhein-Westfalen,NW
5962,201305962,2013,Märkischer Kreis,7.1000000000000005,10.100000000000001,18.6,37.5,21.400000000000002,Nordrhein-Westfalen,NW
5962,201705962,2017,Märkischer Kreis,6.5,9.0,22.8,40.5,29.200000000000003,Nordrhein-Westfalen,NW
5966,200105966,2001,Kreis Olpe,5.800000000000001,13.700000000000001,18.2,30.900000000000002,15.0,Nordrhein-Westfalen,NW
5966,200505966,2005,Kreis Olpe,7.800000000000001,16.0,10.100000000000001,29.5,14.8,Nordrhein-Westfalen,NW
5966,200905966,2009,Kreis Olpe,5.7,16.400000000000002,12.0,22.700000000000003,16.6,Nordrhein-Westfalen,NW
5966,201305966,2013,Kreis Olpe,4.800000000000001,11.100000000000001,16.3,34.6,19.3,Nordrhein-Westfalen,NW
5966,201705966,2017,Kreis Olpe,4.0,11.100000000000001,21.700000000000003,32.0,28.6,Nordrhein-Westfalen,NW
5970,200105970,2001,Kreis Siegen-Wittgenstein,6.7,13.0,20.0,33.6,13.0,Nordrhein-Westfalen,NW
5970,200505970,2005,Kreis Siegen-Wittgenstein,10.5,15.600000000000001,11.9,34.2,13.9,Nordrhein-Westfalen,NW
5970,200905970,2009,Kreis Siegen-Wittgenstein,7.0,13.5,14.100000000000001,33.1,15.200000000000001,Nordrhein-Westfalen,NW
5970,201305970,2013,Kreis Siegen-Wittgenstein,5.800000000000001,12.600000000000001,19.8,35.7,16.8,Nordrhein-Westfalen,NW
5970,201705970,2017,Kreis Siegen-Wittgenstein,5.1000000000000005,12.0,21.900000000000002,34.5,27.400000000000002,Nordrhein-Westfalen,NW
5974,200105974,2001,Kreis Soest,7.7,12.600000000000001,17.0,31.3,12.5,Nordrhein-Westfalen,NW
5974,200505974,2005,Kreis Soest,10.600000000000001,11.200000000000001,10.8,40.1,12.100000000000001,Nordrhein-Westfalen,NW
5974,200905974,2009,Kreis Soest,7.7,11.3,14.5,31.8,13.700000000000001,Nordrhein-Westfalen,NW
5974,201305974,2013,Kreis Soest,6.4,9.3,20.0,37.6,14.5,Nordrhein-Westfalen,NW
5974,201705974,2017,Kreis Soest,5.800000000000001,9.8,22.3,36.4,23.400000000000002,Nordrhein-Westfalen,NW
5978,200105978,2001,Kreis Unna,10.3,12.700000000000001,18.400000000000002,37.5,15.0,Nordrhein-Westfalen,NW
5978,200505978,2005,Kreis Unna,13.5,11.5,11.3,40.0,15.3,Nordrhein-Westfalen,NW
5978,200905978,2009,Kreis Unna,10.0,11.0,11.600000000000001,40.800000000000004,16.5,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,9.600000000000001,8.700000000000001,17.6,44.300000000000004,17.400000000000002,Nordrhein-Westfalen,NW
5978,201705978,2017,Kreis Unna,7.9,7.800000000000001,20.3,41.2,23.6,Nordrhein-Westfalen,NW
6411,200106411,2001,Darmstadt,6.5,10.3,17.7,33.6,26.400000000000002,Hessen,HE
6411,200506411,2005,Darmstadt,10.5,11.8,11.3,34.2,27.8,Hessen,HE
6411,200906411,2009,Darmstadt,7.300000000000001,9.3,11.600000000000001,41.400000000000006,31.700000000000003,Hessen,HE
6411,201306411,2013,Darmstadt,6.6000000000000005,9.5,14.9,34.9,32.2,Hessen,HE
6411,201706411,2017,Darmstadt,5.9,10.4,16.2,35.7,39.1,Hessen,HE
6412,200106412,2001,Frankfurt (Main),6.5,8.700000000000001,22.5,32.2,38.2,Hessen,HE
6412,200506412,2005,Frankfurt (Main),10.3,11.9,12.200000000000001,32.7,36.9,Hessen,HE
6412,200906412,2009,Frankfurt (Main),8.3,9.3,12.700000000000001,37.300000000000004,38.7,Hessen,HE
6412,201306412,2013,Frankfurt (Main),7.4,7.4,16.8,35.6,41.2,Hessen,HE
6412,201706412,2017,Frankfurt (Main),5.9,8.200000000000001,16.2,32.9,47.2,Hessen,HE
6413,200106413,2001,Offenbach am Main,8.8,10.600000000000001,20.6,31.700000000000003,42.900000000000006,Hessen,HE
6413,200506413,2005,Offenbach am Main,14.8,13.700000000000001,12.600000000000001,34.0,42.2,Hessen,HE
6413,200906413,2009,Offenbach am Main,11.4,8.5,11.700000000000001,33.4,45.900000000000006,Hessen,HE
6413,201306413,2013,Offenbach am Main,11.100000000000001,7.7,16.1,33.1,49.400000000000006,Hessen,HE
6413,201706413,2017,Offenbach am Main,9.700000000000001,6.800000000000001,16.6,40.5,56.1,Hessen,HE
6414,200106414,2001,Wiesbaden,7.2,10.600000000000001,22.200000000000003,35.0,28.3,Hessen,HE
6414,200506414,2005,Wiesbaden,12.4,13.100000000000001,11.8,,25.400000000000002,Hessen,HE
6414,200906414,2009,Wiesbaden,8.200000000000001,11.5,13.600000000000001,43.300000000000004,28.8,Hessen,HE
6414,201306414,2013,Wiesbaden,7.5,11.100000000000001,14.200000000000001,33.5,31.0,Hessen,HE
6414,201706414,2017,Wiesbaden,7.4,11.5,16.6,41.0,39.5,Hessen,HE
6431,200106431,2001,Landkreis Bergstrasse,5.9,10.4,24.400000000000002,38.0,17.7,Hessen,HE
6431,200506431,2005,Landkreis Bergstrasse,8.9,14.600000000000001,14.700000000000001,,19.1,Hessen,HE
6431,200906431,2009,Landkreis Bergstrasse,5.9,9.5,15.100000000000001,48.400000000000006,19.700000000000003,Hessen,HE
6431,201306431,2013,Landkreis Bergstrasse,4.5,5.800000000000001,18.6,37.300000000000004,22.400000000000002,Hessen,HE
6431,201706431,2017,Landkreis Bergstrasse,3.8000000000000003,5.5,22.3,36.1,30.8,Hessen,HE
6432,200106432,2001,Landkreis Darmstadt-Dieburg,5.2,12.200000000000001,22.700000000000003,33.300000000000004,23.200000000000003,Hessen,HE
6432,200506432,2005,Landkreis Darmstadt-Dieburg,8.1,13.9,14.200000000000001,,20.8,Hessen,HE
6432,200906432,2009,Landkreis Darmstadt-Dieburg,5.6000000000000005,11.100000000000001,14.8,39.900000000000006,22.5,Hessen,HE
6432,201306432,2013,Landkreis Darmstadt-Dieburg,4.9,10.3,19.900000000000002,36.7,24.1,Hessen,HE
6432,201706432,2017,Landkreis Darmstadt-Dieburg,4.7,11.0,21.8,43.300000000000004,36.5,Hessen,HE
6433,200106433,2001,Landkreis Groß-Gerau,5.4,11.200000000000001,23.5,34.7,32.800000000000004,Hessen,HE
6433,200506433,2005,Landkreis Groß-Gerau,9.1,14.700000000000001,13.200000000000001,33.1,32.1,Hessen,HE
6433,200906433,2009,Landkreis Groß-Gerau,6.2,11.600000000000001,11.5,38.0,36.0,Hessen,HE
6433,201306433,2013,Landkreis Groß-Gerau,6.0,10.5,12.600000000000001,32.7,39.6,Hessen,HE
6433,201706433,2017,Landkreis Groß-Gerau,5.4,10.700000000000001,16.0,38.0,46.6,Hessen,HE
6434,200106434,2001,Hochtaunuskreis,4.2,7.9,29.700000000000003,36.2,23.0,Hessen,HE
6434,200506434,2005,Hochtaunuskreis,6.0,12.200000000000001,15.5,,15.700000000000001,Hessen,HE
6434,200906434,2009,Hochtaunuskreis,4.2,9.3,17.6,41.800000000000004,27.0,Hessen,HE
6434,201306434,2013,Hochtaunuskreis,4.1000000000000005,7.1000000000000005,20.900000000000002,37.4,30.0,Hessen,HE
6434,201706434,2017,Hochtaunuskreis,3.6,9.3,20.5,40.800000000000004,39.7,Hessen,HE
6435,200106435,2001,Main-Kinzig-Kreis,6.300000000000001,11.5,22.900000000000002,33.1,21.8,Hessen,HE
6435,200506435,2005,Main-Kinzig-Kreis,8.5,13.700000000000001,14.5,,20.1,Hessen,HE
6435,200906435,2009,Main-Kinzig-Kreis,6.300000000000001,10.600000000000001,15.700000000000001,31.200000000000003,23.1,Hessen,HE
6435,201306435,2013,Main-Kinzig-Kreis,5.1000000000000005,10.9,17.0,26.8,25.3,Hessen,HE
6435,201706435,2017,Main-Kinzig-Kreis,4.6000000000000005,11.9,16.8,34.2,36.2,Hessen,HE
6436,200106436,2001,Main-Taunus-Kreis,3.9000000000000004,8.200000000000001,35.300000000000004,35.7,19.900000000000002,Hessen,HE
6436,200506436,2005,Main-Taunus-Kreis,6.0,11.100000000000001,17.1,,21.6,Hessen,HE
6436,200906436,2009,Main-Taunus-Kreis,4.7,9.700000000000001,16.2,36.9,26.6,Hessen,HE
6436,201306436,2013,Main-Taunus-Kreis,4.4,8.5,20.900000000000002,32.1,28.5,Hessen,HE
6436,201706436,2017,Main-Taunus-Kreis,3.7,10.4,16.2,34.6,40.800000000000004,Hessen,HE
6437,200106437,2001,Odenwaldkreis,5.9,11.9,19.700000000000003,34.9,20.700000000000003,Hessen,HE
6437,200506437,2005,Odenwaldkreis,9.200000000000001,15.4,14.5,,17.400000000000002,Hessen,HE
6437,200906437,2009,Odenwaldkreis,6.2,12.9,15.3,40.300000000000004,20.400000000000002,Hessen,HE
6437,201306437,2013,Odenwaldkreis,5.9,12.0,19.700000000000003,45.300000000000004,26.200000000000003,Hessen,HE
6437,201706437,2017,Odenwaldkreis,5.0,12.0,27.200000000000003,42.300000000000004,32.2,Hessen,HE
6438,200106438,2001,Landkreis Offenbach,5.2,9.1,28.400000000000002,32.0,28.6,Hessen,HE
6438,200506438,2005,Landkreis Offenbach,8.4,11.600000000000001,14.3,,23.0,Hessen,HE
6438,200906438,2009,Landkreis Offenbach,6.4,11.0,16.400000000000002,35.800000000000004,32.800000000000004,Hessen,HE
6438,201306438,2013,Landkreis Offenbach,5.5,9.4,21.400000000000002,23.3,32.9,Hessen,HE
6438,201706438,2017,Landkreis Offenbach,4.5,9.700000000000001,18.0,28.8,42.5,Hessen,HE
6439,200106439,2001,Rheingau-Taunus-Kreis,4.4,10.5,27.400000000000002,29.700000000000003,20.200000000000003,Hessen,HE
6439,200506439,2005,Rheingau-Taunus-Kreis,7.0,14.0,15.0,,20.6,Hessen,HE
6439,200906439,2009,Rheingau-Taunus-Kreis,4.6000000000000005,10.0,17.2,43.800000000000004,21.200000000000003,Hessen,HE
6439,201306439,2013,Rheingau-Taunus-Kreis,4.3,7.300000000000001,21.1,41.900000000000006,22.3,Hessen,HE
6439,201706439,2017,Rheingau-Taunus-Kreis,4.6000000000000005,9.8,20.900000000000002,41.300000000000004,34.6,Hessen,HE
6440,200106440,2001,Wetteraukreis,5.7,12.700000000000001,21.200000000000003,30.700000000000003,16.3,Hessen,HE
6440,200506440,2005,Wetteraukreis,8.9,13.9,12.100000000000001,29.6,17.5,Hessen,HE
6440,200906440,2009,Wetteraukreis,5.7,12.3,14.600000000000001,31.200000000000003,19.5,Hessen,HE
6440,201306440,2013,Wetteraukreis,5.300000000000001,10.5,20.8,32.300000000000004,21.3,Hessen,HE
6440,201706440,2017,Wetteraukreis,4.3,11.4,20.400000000000002,33.300000000000004,28.8,Hessen,HE
6531,200106531,2001,Landkreis Gießen,7.800000000000001,12.100000000000001,16.0,33.9,17.3,Hessen,HE
6531,200506531,2005,Landkreis Gießen,11.9,14.600000000000001,12.100000000000001,34.2,16.900000000000002,Hessen,HE
6531,200906531,2009,Landkreis Gießen,8.200000000000001,11.0,12.0,45.300000000000004,17.6,Hessen,HE
6531,201306531,2013,Landkreis Gießen,7.0,10.3,18.6,44.0,18.3,Hessen,HE
6531,201706531,2017,Landkreis Gießen,5.800000000000001,9.700000000000001,19.900000000000002,43.1,26.3,Hessen,HE
6532,200106532,2001,Lahn-Dill Kreis,6.9,12.200000000000001,21.0,34.7,15.600000000000001,Hessen,HE
6532,200506532,2005,Lahn-Dill Kreis,10.100000000000001,15.100000000000001,10.8,34.4,16.8,Hessen,HE
6532,200906532,2009,Lahn-Dill Kreis,7.1000000000000005,13.600000000000001,12.5,34.6,19.3,Hessen,HE
6532,201306532,2013,Lahn-Dill Kreis,6.1000000000000005,10.9,20.900000000000002,38.400000000000006,20.5,Hessen,HE
6532,201706532,2017,Lahn-Dill Kreis,5.4,10.3,22.700000000000003,44.2,29.5,Hessen,HE
6533,200106533,2001,Landkreis Limburg-Weilburg,5.800000000000001,13.700000000000001,18.8,20.5,19.3,Hessen,HE
6533,200506533,2005,Landkreis Limburg-Weilburg,10.0,14.9,11.5,26.900000000000002,19.900000000000002,Hessen,HE
6533,200906533,2009,Landkreis Limburg-Weilburg,6.2,13.0,11.3,32.2,20.5,Hessen,HE
6533,201306533,2013,Landkreis Limburg-Weilburg,5.800000000000001,10.700000000000001,16.900000000000002,34.6,21.8,Hessen,HE
6533,201706533,2017,Landkreis Limburg-Weilburg,4.5,10.100000000000001,18.8,32.1,27.700000000000003,Hessen,HE
6534,200106534,2001,Landkreis Marburg-Biedenkopf,6.800000000000001,12.5,12.9,25.6,16.1,Hessen,HE
6534,200506534,2005,Landkreis Marburg-Biedenkopf,8.700000000000001,15.700000000000001,10.600000000000001,,15.5,Hessen,HE
6534,200906534,2009,Landkreis Marburg-Biedenkopf,6.2,13.0,12.600000000000001,32.6,16.2,Hessen,HE
6534,201306534,2013,Landkreis Marburg-Biedenkopf,4.6000000000000005,11.0,16.1,29.5,17.3,Hessen,HE
6534,201706534,2017,Landkreis Marburg-Biedenkopf,3.8000000000000003,11.5,18.3,33.0,26.200000000000003,Hessen,HE
6535,200106535,2001,Vogelsbergkreis,7.2,13.3,16.7,32.300000000000004,9.3,Hessen,HE
6535,200506535,2005,Vogelsbergkreis,8.9,15.3,12.700000000000001,,7.6000000000000005,Hessen,HE
6535,200906535,2009,Vogelsbergkreis,6.7,9.8,16.0,31.6,7.7,Hessen,HE
6535,201306535,2013,Vogelsbergkreis,4.6000000000000005,11.600000000000001,23.1,23.3,7.7,Hessen,HE
6535,201706535,2017,Vogelsbergkreis,4.1000000000000005,12.100000000000001,24.400000000000002,29.3,21.0,Hessen,HE
6611,200106611,2001,Kassel,14.0,10.0,14.600000000000001,41.2,23.8,Hessen,HE
6611,200506611,2005,Kassel,19.200000000000003,11.5,11.0,39.300000000000004,24.0,Hessen,HE
6611,200906611,2009,Kassel,12.4,11.0,13.0,42.1,23.900000000000002,Hessen,HE
6611,201306611,2013,Kassel,10.100000000000001,11.600000000000001,17.900000000000002,37.6,24.200000000000003,Hessen,HE
6611,201706611,2017,Kassel,8.200000000000001,10.700000000000001,15.8,35.1,36.7,Hessen,HE
6631,200106631,2001,Landkreis Fulda,6.7,11.9,16.7,29.400000000000002,12.100000000000001,Hessen,HE
6631,200506631,2005,Landkreis Fulda,8.5,14.700000000000001,12.3,,12.100000000000001,Hessen,HE
6631,200906631,2009,Landkreis Fulda,5.800000000000001,11.8,16.0,29.5,11.4,Hessen,HE
6631,201306631,2013,Landkreis Fulda,3.6,10.8,21.3,24.0,12.700000000000001,Hessen,HE
6631,201706631,2017,Landkreis Fulda,2.9000000000000004,11.8,22.3,24.3,24.5,Hessen,HE
6632,200106632,2001,Landkreis Hersfeld-Rotenburg,8.200000000000001,13.5,17.0,29.1,9.3,Hessen,HE
6632,200506632,2005,Landkreis Hersfeld-Rotenburg,9.9,18.3,12.200000000000001,,8.0,Hessen,HE
6632,200906632,2009,Landkreis Hersfeld-Rotenburg,7.300000000000001,12.0,15.700000000000001,41.7,9.5,Hessen,HE
6632,201306632,2013,Landkreis Hersfeld-Rotenburg,5.1000000000000005,11.8,21.5,35.800000000000004,11.100000000000001,Hessen,HE
6632,201706632,2017,Landkreis Hersfeld-Rotenburg,4.4,10.8,21.200000000000003,39.800000000000004,28.700000000000003,Hessen,HE
6633,200106633,2001,Landkreis Kassel (Land),8.200000000000001,10.200000000000001,20.900000000000002,35.4,9.5,Hessen,HE
6633,200506633,2005,Landkreis Kassel (Land),9.700000000000001,12.3,12.700000000000001,34.300000000000004,10.100000000000001,Hessen,HE
6633,200906633,2009,Landkreis Kassel (Land),6.0,11.700000000000001,16.0,32.6,10.3,Hessen,HE
6633,201306633,2013,Landkreis Kassel (Land),5.2,10.9,23.0,33.300000000000004,11.200000000000001,Hessen,HE
6633,201706633,2017,Landkreis Kassel (Land),4.2,10.9,23.200000000000003,32.2,21.0,Hessen,HE
6634,200106634,2001,Schwalm-Eder Kreis,8.4,11.9,16.6,30.6,8.5,Hessen,HE
6634,200506634,2005,Schwalm-Eder Kreis,10.200000000000001,14.5,10.4,29.5,9.1,Hessen,HE
6634,200906634,2009,Schwalm-Eder Kreis,6.4,12.700000000000001,14.4,28.900000000000002,9.4,Hessen,HE
6634,201306634,2013,Schwalm-Eder Kreis,5.300000000000001,12.4,20.700000000000003,29.900000000000002,10.3,Hessen,HE
6634,201706634,2017,Schwalm-Eder Kreis,4.3,11.100000000000001,22.200000000000003,31.0,20.5,Hessen,HE
6635,200106635,2001,Landkreis Waldeck-Frankenberg,6.800000000000001,12.5,15.200000000000001,21.0,9.0,Hessen,HE
6635,200506635,2005,Landkreis Waldeck-Frankenberg,9.4,13.4,10.0,27.700000000000003,9.8,Hessen,HE
6635,200906635,2009,Landkreis Waldeck-Frankenberg,7.0,13.100000000000001,14.8,24.8,9.9,Hessen,HE
6635,201306635,2013,Landkreis Waldeck-Frankenberg,5.1000000000000005,12.0,22.1,31.0,10.5,Hessen,HE
6635,201706635,2017,Landkreis Waldeck-Frankenberg,3.9000000000000004,10.600000000000001,25.6,29.8,21.1,Hessen,HE
6636,200106636,2001,Werra-Meißner Kreis,11.200000000000001,11.700000000000001,16.5,34.7,6.6000000000000005,Hessen,HE
6636,200506636,2005,Werra-Meißner Kreis,12.3,11.700000000000001,11.9,36.800000000000004,6.6000000000000005,Hessen,HE
6636,200906636,2009,Werra-Meißner Kreis,8.4,11.9,16.1,36.300000000000004,6.7,Hessen,HE
6636,201306636,2013,Werra-Meißner Kreis,6.800000000000001,11.4,21.400000000000002,33.2,7.1000000000000005,Hessen,HE
6636,201706636,2017,Werra-Meißner Kreis,5.6000000000000005,11.3,24.3,34.4,15.9,Hessen,HE
7111,200107111,2001,Koblenz,6.9,12.9,14.8,22.0,19.5,Rheinland-Pfalz,RP
7111,200507111,2005,Koblenz,12.0,13.5,11.100000000000001,23.3,21.700000000000003,Rheinland-Pfalz,RP
7111,200907111,2009,Koblenz,8.1,12.0,12.9,25.900000000000002,19.8,Rheinland-Pfalz,RP
7111,201307111,2013,Koblenz,6.6000000000000005,9.0,19.3,32.1,19.5,Rheinland-Pfalz,RP
7111,201707111,2017,Koblenz,6.1000000000000005,8.8,16.900000000000002,32.5,28.1,Rheinland-Pfalz,RP
7131,200107131,2001,Landkreis Ahrweiler,5.6000000000000005,12.700000000000001,18.3,25.200000000000003,14.100000000000001,Rheinland-Pfalz,RP
7131,200507131,2005,Landkreis Ahrweiler,7.6000000000000005,16.1,9.700000000000001,28.1,13.3,Rheinland-Pfalz,RP
7131,200907131,2009,Landkreis Ahrweiler,4.7,13.200000000000001,13.9,24.400000000000002,13.600000000000001,Rheinland-Pfalz,RP
7131,201307131,2013,Landkreis Ahrweiler,4.5,10.9,20.3,29.700000000000003,15.4,Rheinland-Pfalz,RP
7131,201707131,2017,Landkreis Ahrweiler,3.8000000000000003,10.200000000000001,23.400000000000002,28.1,27.400000000000002,Rheinland-Pfalz,RP
7132,200107132,2001,Landkreis Altenkirchen (Westerwald),6.4,13.200000000000001,17.400000000000002,27.900000000000002,9.0,Rheinland-Pfalz,RP
7132,200507132,2005,Landkreis Altenkirchen (Westerwald),9.8,16.1,10.5,29.6,9.8,Rheinland-Pfalz,RP
7132,200907132,2009,Landkreis Altenkirchen (Westerwald),6.800000000000001,13.8,13.3,22.5,10.5,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),5.7,11.9,20.200000000000003,33.0,10.200000000000001,Rheinland-Pfalz,RP
7132,201707132,2017,Landkreis Altenkirchen (Westerwald),4.7,10.4,23.8,33.2,16.0,Rheinland-Pfalz,RP
7133,200107133,2001,Landkreis Bad Kreuznach,7.800000000000001,11.200000000000001,23.1,34.7,12.8,Rheinland-Pfalz,RP
7133,200507133,2005,Landkreis Bad Kreuznach,10.100000000000001,15.700000000000001,11.0,32.800000000000004,14.0,Rheinland-Pfalz,RP
7133,200907133,2009,Landkreis Bad Kreuznach,7.2,15.100000000000001,13.9,33.300000000000004,14.9,Rheinland-Pfalz,RP
