,YearSchluessel,Year,Stadt-/Landkreis,Anteil neue Wohngebäude mit 1 oder 2 Wohnungen in Prozent,LAND_NAME,LAND_ABK
3460,201703460,2017,Landkreis Vechta,87.60000000000001,Niedersachsen,NI
3461,199503461,1995,Landkreis Wesermarsch,88.4,Niedersachsen,NI
3461,200003461,2000,Landkreis Wesermarsch,97.10000000000001,Niedersachsen,NI
3461,200503461,2005,Landkreis Wesermarsch,96.0,Niedersachsen,NI
3461,200903461,2009,Landkreis Wesermarsch,94.4,Niedersachsen,NI
3461,201303461,2013,Landkreis Wesermarsch,91.80000000000001,Niedersachsen,NI
3461,201703461,2017,Landkreis Wesermarsch,93.60000000000001,Niedersachsen,NI
3462,199503462,1995,Landkreis Wittmund,87.2,Niedersachsen,NI
3462,200003462,2000,Landkreis Wittmund,92.9,Niedersachsen,NI
3462,200503462,2005,Landkreis Wittmund,94.10000000000001,Niedersachsen,NI
3462,200903462,2009,Landkreis Wittmund,92.30000000000001,Niedersachsen,NI
3462,201303462,2013,Landkreis Wittmund,88.9,Niedersachsen,NI
3462,201703462,2017,Landkreis Wittmund,91.30000000000001,Niedersachsen,NI
4011,199504011,1995,Bremen,75.60000000000001,Bremen,HB
4011,200004011,2000,Bremen,85.80000000000001,Bremen,HB
4011,200504011,2005,Bremen,93.7,Bremen,HB
4011,200904011,2009,Bremen,94.4,Bremen,HB
4011,201304011,2013,Bremen,90.10000000000001,Bremen,HB
4011,201704011,2017,Bremen,89.2,Bremen,HB
4012,199504012,1995,Bremerhaven,85.60000000000001,Bremen,HB
4012,200004012,2000,Bremerhaven,85.80000000000001,Bremen,HB
4012,200504012,2005,Bremerhaven,96.9,Bremen,HB
4012,200904012,2009,Bremerhaven,93.80000000000001,Bremen,HB
4012,201304012,2013,Bremerhaven,83.9,Bremen,HB
4012,201704012,2017,Bremerhaven,87.9,Bremen,HB
5111,199505111,1995,Düsseldorf,47.0,Nordrhein-Westfalen,NW
5111,200005111,2000,Düsseldorf,68.5,Nordrhein-Westfalen,NW
5111,200505111,2005,Düsseldorf,73.5,Nordrhein-Westfalen,NW
5111,200905111,2009,Düsseldorf,74.5,Nordrhein-Westfalen,NW
5111,201305111,2013,Düsseldorf,74.0,Nordrhein-Westfalen,NW
5111,201705111,2017,Düsseldorf,49.1,Nordrhein-Westfalen,NW
5112,199505112,1995,Duisburg,71.3,Nordrhein-Westfalen,NW
5112,200005112,2000,Duisburg,90.10000000000001,Nordrhein-Westfalen,NW
5112,200505112,2005,Duisburg,90.80000000000001,Nordrhein-Westfalen,NW
5112,200905112,2009,Duisburg,93.2,Nordrhein-Westfalen,NW
5112,201305112,2013,Duisburg,89.80000000000001,Nordrhein-Westfalen,NW
5112,201705112,2017,Duisburg,90.30000000000001,Nordrhein-Westfalen,NW
5113,199505113,1995,Essen,53.900000000000006,Nordrhein-Westfalen,NW
5113,200005113,2000,Essen,84.7,Nordrhein-Westfalen,NW
5113,200505113,2005,Essen,87.60000000000001,Nordrhein-Westfalen,NW
5113,200905113,2009,Essen,91.4,Nordrhein-Westfalen,NW
5113,201305113,2013,Essen,82.4,Nordrhein-Westfalen,NW
5113,201705113,2017,Essen,84.7,Nordrhein-Westfalen,NW
5114,199505114,1995,Krefeld,80.10000000000001,Nordrhein-Westfalen,NW
5114,200005114,2000,Krefeld,85.80000000000001,Nordrhein-Westfalen,NW
5114,200505114,2005,Krefeld,93.5,Nordrhein-Westfalen,NW
5114,200905114,2009,Krefeld,95.9,Nordrhein-Westfalen,NW
5114,201305114,2013,Krefeld,93.10000000000001,Nordrhein-Westfalen,NW
5114,201705114,2017,Krefeld,81.5,Nordrhein-Westfalen,NW
5116,199505116,1995,Mönchengladbach,68.7,Nordrhein-Westfalen,NW
5116,200005116,2000,Mönchengladbach,87.30000000000001,Nordrhein-Westfalen,NW
5116,200505116,2005,Mönchengladbach,91.30000000000001,Nordrhein-Westfalen,NW
5116,200905116,2009,Mönchengladbach,91.10000000000001,Nordrhein-Westfalen,NW
5116,201305116,2013,Mönchengladbach,87.7,Nordrhein-Westfalen,NW
5116,201705116,2017,Mönchengladbach,86.30000000000001,Nordrhein-Westfalen,NW
5117,199505117,1995,Mülheim an der Ruhr,73.8,Nordrhein-Westfalen,NW
5117,200005117,2000,Mülheim an der Ruhr,82.7,Nordrhein-Westfalen,NW
5117,200505117,2005,Mülheim an der Ruhr,92.9,Nordrhein-Westfalen,NW
5117,200905117,2009,Mülheim an der Ruhr,93.9,Nordrhein-Westfalen,NW
5117,201305117,2013,Mülheim an der Ruhr,88.5,Nordrhein-Westfalen,NW
5117,201705117,2017,Mülheim an der Ruhr,84.60000000000001,Nordrhein-Westfalen,NW
5119,199505119,1995,Oberhausen,71.3,Nordrhein-Westfalen,NW
5119,200005119,2000,Oberhausen,89.4,Nordrhein-Westfalen,NW
5119,200505119,2005,Oberhausen,85.9,Nordrhein-Westfalen,NW
5119,200905119,2009,Oberhausen,86.4,Nordrhein-Westfalen,NW
5119,201305119,2013,Oberhausen,88.9,Nordrhein-Westfalen,NW
5119,201705119,2017,Oberhausen,84.7,Nordrhein-Westfalen,NW
5120,199505120,1995,Remscheid,89.2,Nordrhein-Westfalen,NW
5120,200005120,2000,Remscheid,80.0,Nordrhein-Westfalen,NW
5120,200505120,2005,Remscheid,91.5,Nordrhein-Westfalen,NW
5120,200905120,2009,Remscheid,82.10000000000001,Nordrhein-Westfalen,NW
5120,201305120,2013,Remscheid,92.30000000000001,Nordrhein-Westfalen,NW
5120,201705120,2017,Remscheid,87.9,Nordrhein-Westfalen,NW
5122,199505122,1995,Solingen,73.9,Nordrhein-Westfalen,NW
5122,200005122,2000,Solingen,71.7,Nordrhein-Westfalen,NW
5122,200505122,2005,Solingen,88.0,Nordrhein-Westfalen,NW
5122,200905122,2009,Solingen,98.30000000000001,Nordrhein-Westfalen,NW
5122,201305122,2013,Solingen,93.0,Nordrhein-Westfalen,NW
5122,201705122,2017,Solingen,88.10000000000001,Nordrhein-Westfalen,NW
5124,199505124,1995,Wuppertal,67.7,Nordrhein-Westfalen,NW
5124,200005124,2000,Wuppertal,80.5,Nordrhein-Westfalen,NW
5124,200505124,2005,Wuppertal,87.4,Nordrhein-Westfalen,NW
5124,200905124,2009,Wuppertal,87.60000000000001,Nordrhein-Westfalen,NW
5124,201305124,2013,Wuppertal,87.30000000000001,Nordrhein-Westfalen,NW
5124,201705124,2017,Wuppertal,83.80000000000001,Nordrhein-Westfalen,NW
5154,199505154,1995,Kreis Kleve,87.80000000000001,Nordrhein-Westfalen,NW
5154,200005154,2000,Kreis Kleve,95.30000000000001,Nordrhein-Westfalen,NW
5154,200505154,2005,Kreis Kleve,97.9,Nordrhein-Westfalen,NW
5154,200905154,2009,Kreis Kleve,96.0,Nordrhein-Westfalen,NW
5154,201305154,2013,Kreis Kleve,88.5,Nordrhein-Westfalen,NW
5154,201705154,2017,Kreis Kleve,83.60000000000001,Nordrhein-Westfalen,NW
5158,199505158,1995,Kreis Mettmann,81.80000000000001,Nordrhein-Westfalen,NW
5158,200005158,2000,Kreis Mettmann,85.60000000000001,Nordrhein-Westfalen,NW
5158,200505158,2005,Kreis Mettmann,94.60000000000001,Nordrhein-Westfalen,NW
5158,200905158,2009,Kreis Mettmann,89.9,Nordrhein-Westfalen,NW
5158,201305158,2013,Kreis Mettmann,91.80000000000001,Nordrhein-Westfalen,NW
5158,201705158,2017,Kreis Mettmann,81.5,Nordrhein-Westfalen,NW
5162,199505162,1995,Rhein-Kreis Neuss,75.60000000000001,Nordrhein-Westfalen,NW
5162,200005162,2000,Rhein-Kreis Neuss,91.7,Nordrhein-Westfalen,NW
5162,200505162,2005,Rhein-Kreis Neuss,93.30000000000001,Nordrhein-Westfalen,NW
5162,200905162,2009,Rhein-Kreis Neuss,94.60000000000001,Nordrhein-Westfalen,NW
5162,201305162,2013,Rhein-Kreis Neuss,92.2,Nordrhein-Westfalen,NW
5162,201705162,2017,Rhein-Kreis Neuss,87.60000000000001,Nordrhein-Westfalen,NW
5166,199505166,1995,Kreis Viersen,87.30000000000001,Nordrhein-Westfalen,NW
5166,200005166,2000,Kreis Viersen,90.2,Nordrhein-Westfalen,NW
5166,200505166,2005,Kreis Viersen,97.9,Nordrhein-Westfalen,NW
5166,200905166,2009,Kreis Viersen,97.5,Nordrhein-Westfalen,NW
5166,201305166,2013,Kreis Viersen,90.4,Nordrhein-Westfalen,NW
5166,201705166,2017,Kreis Viersen,87.7,Nordrhein-Westfalen,NW
5170,199505170,1995,Kreis Wesel,83.4,Nordrhein-Westfalen,NW
5170,200005170,2000,Kreis Wesel,88.7,Nordrhein-Westfalen,NW
5170,200505170,2005,Kreis Wesel,93.80000000000001,Nordrhein-Westfalen,NW
5170,200905170,2009,Kreis Wesel,90.2,Nordrhein-Westfalen,NW
5170,201305170,2013,Kreis Wesel,89.9,Nordrhein-Westfalen,NW
5170,201705170,2017,Kreis Wesel,86.80000000000001,Nordrhein-Westfalen,NW
5314,199505314,1995,Bonn,65.8,Nordrhein-Westfalen,NW
5314,200005314,2000,Bonn,79.80000000000001,Nordrhein-Westfalen,NW
5314,200505314,2005,Bonn,86.9,Nordrhein-Westfalen,NW
5314,200905314,2009,Bonn,92.10000000000001,Nordrhein-Westfalen,NW
5314,201305314,2013,Bonn,78.80000000000001,Nordrhein-Westfalen,NW
5314,201705314,2017,Bonn,65.3,Nordrhein-Westfalen,NW
5315,199505315,1995,Köln,55.900000000000006,Nordrhein-Westfalen,NW
5315,200005315,2000,Köln,67.60000000000001,Nordrhein-Westfalen,NW
5315,200505315,2005,Köln,79.4,Nordrhein-Westfalen,NW
5315,200905315,2009,Köln,78.80000000000001,Nordrhein-Westfalen,NW
5315,201305315,2013,Köln,76.5,Nordrhein-Westfalen,NW
5315,201705315,2017,Köln,66.8,Nordrhein-Westfalen,NW
5316,199505316,1995,Leverkusen,64.3,Nordrhein-Westfalen,NW
5316,200005316,2000,Leverkusen,75.9,Nordrhein-Westfalen,NW
5316,200505316,2005,Leverkusen,85.4,Nordrhein-Westfalen,NW
5316,200905316,2009,Leverkusen,91.10000000000001,Nordrhein-Westfalen,NW
5316,201305316,2013,Leverkusen,87.5,Nordrhein-Westfalen,NW
5316,201705316,2017,Leverkusen,91.7,Nordrhein-Westfalen,NW
5334,199505334,1995,Aachen,,Nordrhein-Westfalen,NW
5334,200005334,2000,Aachen,,Nordrhein-Westfalen,NW
5334,200505334,2005,Aachen,,Nordrhein-Westfalen,NW
5334,200905334,2009,Aachen,95.10000000000001,Nordrhein-Westfalen,NW
5334,201305334,2013,Aachen,89.30000000000001,Nordrhein-Westfalen,NW
5334,201705334,2017,Aachen,85.0,Nordrhein-Westfalen,NW
5354,199505354,1995,Kreis Aachen,76.4,Nordrhein-Westfalen,NW
5354,200005354,2000,Kreis Aachen,90.5,Nordrhein-Westfalen,NW
5354,200505354,2005,Kreis Aachen,95.4,Nordrhein-Westfalen,NW
5354,200905354,2009,Kreis Aachen,,Nordrhein-Westfalen,NW
5354,201305354,2013,Kreis Aachen,,Nordrhein-Westfalen,NW
5354,201705354,2017,Kreis Aachen,,Nordrhein-Westfalen,NW
5358,199505358,1995,Kreis Düren,80.5,Nordrhein-Westfalen,NW
5358,200005358,2000,Kreis Düren,94.5,Nordrhein-Westfalen,NW
5358,200505358,2005,Kreis Düren,96.30000000000001,Nordrhein-Westfalen,NW
5358,200905358,2009,Kreis Düren,95.7,Nordrhein-Westfalen,NW
5358,201305358,2013,Kreis Düren,95.4,Nordrhein-Westfalen,NW
5358,201705358,2017,Kreis Düren,89.4,Nordrhein-Westfalen,NW
5362,199505362,1995,Rhein-Erft-Kreis,77.4,Nordrhein-Westfalen,NW
5362,200005362,2000,Rhein-Erft-Kreis,87.60000000000001,Nordrhein-Westfalen,NW
5362,200505362,2005,Rhein-Erft-Kreis,92.2,Nordrhein-Westfalen,NW
5362,200905362,2009,Rhein-Erft-Kreis,95.0,Nordrhein-Westfalen,NW
5362,201305362,2013,Rhein-Erft-Kreis,93.0,Nordrhein-Westfalen,NW
5362,201705362,2017,Rhein-Erft-Kreis,85.60000000000001,Nordrhein-Westfalen,NW
5366,199505366,1995,Kreis Euskirchen,85.30000000000001,Nordrhein-Westfalen,NW
5366,200005366,2000,Kreis Euskirchen,94.0,Nordrhein-Westfalen,NW
5366,200505366,2005,Kreis Euskirchen,94.9,Nordrhein-Westfalen,NW
5366,200905366,2009,Kreis Euskirchen,96.2,Nordrhein-Westfalen,NW
5366,201305366,2013,Kreis Euskirchen,95.9,Nordrhein-Westfalen,NW
5366,201705366,2017,Kreis Euskirchen,92.30000000000001,Nordrhein-Westfalen,NW
5370,199505370,1995,Kreis Heinsberg,86.80000000000001,Nordrhein-Westfalen,NW
5370,200005370,2000,Kreis Heinsberg,95.30000000000001,Nordrhein-Westfalen,NW
5370,200505370,2005,Kreis Heinsberg,97.4,Nordrhein-Westfalen,NW
5370,200905370,2009,Kreis Heinsberg,95.4,Nordrhein-Westfalen,NW
5370,201305370,2013,Kreis Heinsberg,95.5,Nordrhein-Westfalen,NW
5370,201705370,2017,Kreis Heinsberg,90.30000000000001,Nordrhein-Westfalen,NW
5374,199505374,1995,Oberbergischer Kreis,85.2,Nordrhein-Westfalen,NW
5374,200005374,2000,Oberbergischer Kreis,92.80000000000001,Nordrhein-Westfalen,NW
5374,200505374,2005,Oberbergischer Kreis,94.5,Nordrhein-Westfalen,NW
5374,200905374,2009,Oberbergischer Kreis,94.0,Nordrhein-Westfalen,NW
5374,201305374,2013,Oberbergischer Kreis,94.0,Nordrhein-Westfalen,NW
5374,201705374,2017,Oberbergischer Kreis,90.0,Nordrhein-Westfalen,NW
5378,199505378,1995,Rheinisch-Bergischer Kreis,80.9,Nordrhein-Westfalen,NW
5378,200005378,2000,Rheinisch-Bergischer Kreis,86.80000000000001,Nordrhein-Westfalen,NW
5378,200505378,2005,Rheinisch-Bergischer Kreis,90.7,Nordrhein-Westfalen,NW
5378,200905378,2009,Rheinisch-Bergischer Kreis,90.30000000000001,Nordrhein-Westfalen,NW
5378,201305378,2013,Rheinisch-Bergischer Kreis,90.30000000000001,Nordrhein-Westfalen,NW
5378,201705378,2017,Rheinisch-Bergischer Kreis,84.2,Nordrhein-Westfalen,NW
5382,199505382,1995,Rhein-Sieg-Kreis,80.9,Nordrhein-Westfalen,NW
5382,200005382,2000,Rhein-Sieg-Kreis,90.4,Nordrhein-Westfalen,NW
5382,200505382,2005,Rhein-Sieg-Kreis,94.7,Nordrhein-Westfalen,NW
5382,200905382,2009,Rhein-Sieg-Kreis,93.9,Nordrhein-Westfalen,NW
5382,201305382,2013,Rhein-Sieg-Kreis,88.5,Nordrhein-Westfalen,NW
5382,201705382,2017,Rhein-Sieg-Kreis,86.30000000000001,Nordrhein-Westfalen,NW
5512,199505512,1995,Bottrop,64.8,Nordrhein-Westfalen,NW
5512,200005512,2000,Bottrop,79.9,Nordrhein-Westfalen,NW
5512,200505512,2005,Bottrop,82.5,Nordrhein-Westfalen,NW
5512,200905512,2009,Bottrop,89.9,Nordrhein-Westfalen,NW
5512,201305512,2013,Bottrop,89.30000000000001,Nordrhein-Westfalen,NW
5512,201705512,2017,Bottrop,73.7,Nordrhein-Westfalen,NW
5513,199505513,1995,Gelsenkirchen,70.2,Nordrhein-Westfalen,NW
5513,200005513,2000,Gelsenkirchen,89.80000000000001,Nordrhein-Westfalen,NW
5513,200505513,2005,Gelsenkirchen,89.4,Nordrhein-Westfalen,NW
5513,200905513,2009,Gelsenkirchen,86.2,Nordrhein-Westfalen,NW
5513,201305513,2013,Gelsenkirchen,91.9,Nordrhein-Westfalen,NW
5513,201705513,2017,Gelsenkirchen,91.0,Nordrhein-Westfalen,NW
5515,199505515,1995,Münster,75.3,Nordrhein-Westfalen,NW
5515,200005515,2000,Münster,89.2,Nordrhein-Westfalen,NW
5515,200505515,2005,Münster,91.7,Nordrhein-Westfalen,NW
5515,200905515,2009,Münster,88.0,Nordrhein-Westfalen,NW
5515,201305515,2013,Münster,79.5,Nordrhein-Westfalen,NW
5515,201705515,2017,Münster,69.8,Nordrhein-Westfalen,NW
5554,199505554,1995,Kreis Borken,86.80000000000001,Nordrhein-Westfalen,NW
5554,200005554,2000,Kreis Borken,92.60000000000001,Nordrhein-Westfalen,NW
5554,200505554,2005,Kreis Borken,94.4,Nordrhein-Westfalen,NW
5554,200905554,2009,Kreis Borken,93.5,Nordrhein-Westfalen,NW
5554,201305554,2013,Kreis Borken,89.9,Nordrhein-Westfalen,NW
5554,201705554,2017,Kreis Borken,84.2,Nordrhein-Westfalen,NW
5558,199505558,1995,Kreis Coesfeld,85.80000000000001,Nordrhein-Westfalen,NW
5558,200005558,2000,Kreis Coesfeld,96.0,Nordrhein-Westfalen,NW
5558,200505558,2005,Kreis Coesfeld,95.80000000000001,Nordrhein-Westfalen,NW
5558,200905558,2009,Kreis Coesfeld,94.5,Nordrhein-Westfalen,NW
5558,201305558,2013,Kreis Coesfeld,92.80000000000001,Nordrhein-Westfalen,NW
5558,201705558,2017,Kreis Coesfeld,85.60000000000001,Nordrhein-Westfalen,NW
5562,199505562,1995,Kreis Recklinghausen,74.8,Nordrhein-Westfalen,NW
5562,200005562,2000,Kreis Recklinghausen,87.9,Nordrhein-Westfalen,NW
5562,200505562,2005,Kreis Recklinghausen,92.9,Nordrhein-Westfalen,NW
5562,200905562,2009,Kreis Recklinghausen,90.0,Nordrhein-Westfalen,NW
5562,201305562,2013,Kreis Recklinghausen,92.10000000000001,Nordrhein-Westfalen,NW
5562,201705562,2017,Kreis Recklinghausen,87.80000000000001,Nordrhein-Westfalen,NW
5566,199505566,1995,Kreis Steinfurt,85.0,Nordrhein-Westfalen,NW
5566,200005566,2000,Kreis Steinfurt,93.2,Nordrhein-Westfalen,NW
5566,200505566,2005,Kreis Steinfurt,96.30000000000001,Nordrhein-Westfalen,NW
5566,200905566,2009,Kreis Steinfurt,93.10000000000001,Nordrhein-Westfalen,NW
5566,201305566,2013,Kreis Steinfurt,89.30000000000001,Nordrhein-Westfalen,NW
5566,201705566,2017,Kreis Steinfurt,83.2,Nordrhein-Westfalen,NW
5570,199505570,1995,Kreis Warendorf,80.9,Nordrhein-Westfalen,NW
5570,200005570,2000,Kreis Warendorf,89.60000000000001,Nordrhein-Westfalen,NW
5570,200505570,2005,Kreis Warendorf,93.60000000000001,Nordrhein-Westfalen,NW
5570,200905570,2009,Kreis Warendorf,93.7,Nordrhein-Westfalen,NW
5570,201305570,2013,Kreis Warendorf,89.9,Nordrhein-Westfalen,NW
5570,201705570,2017,Kreis Warendorf,88.7,Nordrhein-Westfalen,NW
5711,199505711,1995,Bielefeld,62.300000000000004,Nordrhein-Westfalen,NW
5711,200005711,2000,Bielefeld,89.9,Nordrhein-Westfalen,NW
5711,200505711,2005,Bielefeld,93.60000000000001,Nordrhein-Westfalen,NW
5711,200905711,2009,Bielefeld,89.30000000000001,Nordrhein-Westfalen,NW
5711,201305711,2013,Bielefeld,84.9,Nordrhein-Westfalen,NW
5711,201705711,2017,Bielefeld,78.5,Nordrhein-Westfalen,NW
5754,199505754,1995,Kreis Gütersloh,76.10000000000001,Nordrhein-Westfalen,NW
5754,200005754,2000,Kreis Gütersloh,88.60000000000001,Nordrhein-Westfalen,NW
5754,200505754,2005,Kreis Gütersloh,94.4,Nordrhein-Westfalen,NW
5754,200905754,2009,Kreis Gütersloh,89.7,Nordrhein-Westfalen,NW
5754,201305754,2013,Kreis Gütersloh,86.5,Nordrhein-Westfalen,NW
5754,201705754,2017,Kreis Gütersloh,76.4,Nordrhein-Westfalen,NW
5758,199505758,1995,Kreis Herford,83.4,Nordrhein-Westfalen,NW
5758,200005758,2000,Kreis Herford,92.60000000000001,Nordrhein-Westfalen,NW
5758,200505758,2005,Kreis Herford,97.7,Nordrhein-Westfalen,NW
5758,200905758,2009,Kreis Herford,94.30000000000001,Nordrhein-Westfalen,NW
5758,201305758,2013,Kreis Herford,92.5,Nordrhein-Westfalen,NW
5758,201705758,2017,Kreis Herford,84.5,Nordrhein-Westfalen,NW
5762,199505762,1995,Kreis Höxter,87.4,Nordrhein-Westfalen,NW
5762,200005762,2000,Kreis Höxter,96.5,Nordrhein-Westfalen,NW
5762,200505762,2005,Kreis Höxter,96.60000000000001,Nordrhein-Westfalen,NW
5762,200905762,2009,Kreis Höxter,94.5,Nordrhein-Westfalen,NW
5762,201305762,2013,Kreis Höxter,93.7,Nordrhein-Westfalen,NW
5762,201705762,2017,Kreis Höxter,95.10000000000001,Nordrhein-Westfalen,NW
5766,199505766,1995,Kreis Lippe,84.80000000000001,Nordrhein-Westfalen,NW
5766,200005766,2000,Kreis Lippe,92.10000000000001,Nordrhein-Westfalen,NW
5766,200505766,2005,Kreis Lippe,95.7,Nordrhein-Westfalen,NW
5766,200905766,2009,Kreis Lippe,92.2,Nordrhein-Westfalen,NW
5766,201305766,2013,Kreis Lippe,94.30000000000001,Nordrhein-Westfalen,NW
5766,201705766,2017,Kreis Lippe,86.7,Nordrhein-Westfalen,NW
5770,199505770,1995,Kreis Minden-Lübbecke,86.2,Nordrhein-Westfalen,NW
5770,200005770,2000,Kreis Minden-Lübbecke,93.10000000000001,Nordrhein-Westfalen,NW
5770,200505770,2005,Kreis Minden-Lübbecke,97.30000000000001,Nordrhein-Westfalen,NW
5770,200905770,2009,Kreis Minden-Lübbecke,95.30000000000001,Nordrhein-Westfalen,NW
5770,201305770,2013,Kreis Minden-Lübbecke,92.9,Nordrhein-Westfalen,NW
5770,201705770,2017,Kreis Minden-Lübbecke,85.0,Nordrhein-Westfalen,NW
5774,199505774,1995,Kreis Paderborn,81.60000000000001,Nordrhein-Westfalen,NW
5774,200005774,2000,Kreis Paderborn,89.30000000000001,Nordrhein-Westfalen,NW
5774,200505774,2005,Kreis Paderborn,92.80000000000001,Nordrhein-Westfalen,NW
5774,200905774,2009,Kreis Paderborn,95.2,Nordrhein-Westfalen,NW
5774,201305774,2013,Kreis Paderborn,90.7,Nordrhein-Westfalen,NW
5774,201705774,2017,Kreis Paderborn,86.2,Nordrhein-Westfalen,NW
5911,199505911,1995,Bochum,57.6,Nordrhein-Westfalen,NW
5911,200005911,2000,Bochum,89.5,Nordrhein-Westfalen,NW
5911,200505911,2005,Bochum,92.5,Nordrhein-Westfalen,NW
5911,200905911,2009,Bochum,90.7,Nordrhein-Westfalen,NW
5911,201305911,2013,Bochum,88.7,Nordrhein-Westfalen,NW
5911,201705911,2017,Bochum,86.2,Nordrhein-Westfalen,NW
5913,199505913,1995,Dortmund,56.1,Nordrhein-Westfalen,NW
5913,200005913,2000,Dortmund,82.80000000000001,Nordrhein-Westfalen,NW
5913,200505913,2005,Dortmund,95.0,Nordrhein-Westfalen,NW
5913,200905913,2009,Dortmund,92.2,Nordrhein-Westfalen,NW
5913,201305913,2013,Dortmund,93.0,Nordrhein-Westfalen,NW
5913,201705913,2017,Dortmund,85.0,Nordrhein-Westfalen,NW
5914,199505914,1995,Hagen,62.6,Nordrhein-Westfalen,NW
5914,200005914,2000,Hagen,83.80000000000001,Nordrhein-Westfalen,NW
5914,200505914,2005,Hagen,92.5,Nordrhein-Westfalen,NW
5914,200905914,2009,Hagen,90.60000000000001,Nordrhein-Westfalen,NW
5914,201305914,2013,Hagen,94.30000000000001,Nordrhein-Westfalen,NW
5914,201705914,2017,Hagen,91.9,Nordrhein-Westfalen,NW
5915,199505915,1995,Hamm,71.3,Nordrhein-Westfalen,NW
5915,200005915,2000,Hamm,88.2,Nordrhein-Westfalen,NW
5915,200505915,2005,Hamm,93.5,Nordrhein-Westfalen,NW
5915,200905915,2009,Hamm,97.2,Nordrhein-Westfalen,NW
5915,201305915,2013,Hamm,92.60000000000001,Nordrhein-Westfalen,NW
5915,201705915,2017,Hamm,86.7,Nordrhein-Westfalen,NW
5916,199505916,1995,Herne,64.9,Nordrhein-Westfalen,NW
5916,200005916,2000,Herne,81.2,Nordrhein-Westfalen,NW
5916,200505916,2005,Herne,94.7,Nordrhein-Westfalen,NW
5916,200905916,2009,Herne,89.10000000000001,Nordrhein-Westfalen,NW
5916,201305916,2013,Herne,90.80000000000001,Nordrhein-Westfalen,NW
5916,201705916,2017,Herne,81.10000000000001,Nordrhein-Westfalen,NW
5954,199505954,1995,Ennepe-Ruhr-Kreis,72.9,Nordrhein-Westfalen,NW
5954,200005954,2000,Ennepe-Ruhr-Kreis,87.5,Nordrhein-Westfalen,NW
5954,200505954,2005,Ennepe-Ruhr-Kreis,94.0,Nordrhein-Westfalen,NW
5954,200905954,2009,Ennepe-Ruhr-Kreis,91.30000000000001,Nordrhein-Westfalen,NW
5954,201305954,2013,Ennepe-Ruhr-Kreis,92.2,Nordrhein-Westfalen,NW
5954,201705954,2017,Ennepe-Ruhr-Kreis,91.10000000000001,Nordrhein-Westfalen,NW
5958,199505958,1995,Hochsauerlandkreis,83.4,Nordrhein-Westfalen,NW
5958,200005958,2000,Hochsauerlandkreis,91.4,Nordrhein-Westfalen,NW
5958,200505958,2005,Hochsauerlandkreis,95.80000000000001,Nordrhein-Westfalen,NW
5958,200905958,2009,Hochsauerlandkreis,94.7,Nordrhein-Westfalen,NW
5958,201305958,2013,Hochsauerlandkreis,93.10000000000001,Nordrhein-Westfalen,NW
5958,201705958,2017,Hochsauerlandkreis,90.5,Nordrhein-Westfalen,NW
5962,199505962,1995,Märkischer Kreis,81.30000000000001,Nordrhein-Westfalen,NW
5962,200005962,2000,Märkischer Kreis,89.7,Nordrhein-Westfalen,NW
5962,200505962,2005,Märkischer Kreis,94.5,Nordrhein-Westfalen,NW
5962,200905962,2009,Märkischer Kreis,95.30000000000001,Nordrhein-Westfalen,NW
5962,201305962,2013,Märkischer Kreis,93.5,Nordrhein-Westfalen,NW
5962,201705962,2017,Märkischer Kreis,91.5,Nordrhein-Westfalen,NW
5966,199505966,1995,Kreis Olpe,79.30000000000001,Nordrhein-Westfalen,NW
5966,200005966,2000,Kreis Olpe,92.30000000000001,Nordrhein-Westfalen,NW
5966,200505966,2005,Kreis Olpe,92.30000000000001,Nordrhein-Westfalen,NW
5966,200905966,2009,Kreis Olpe,89.5,Nordrhein-Westfalen,NW
5966,201305966,2013,Kreis Olpe,91.2,Nordrhein-Westfalen,NW
5966,201705966,2017,Kreis Olpe,85.9,Nordrhein-Westfalen,NW
5970,199505970,1995,Kreis Siegen-Wittgenstein,75.7,Nordrhein-Westfalen,NW
5970,200005970,2000,Kreis Siegen-Wittgenstein,93.30000000000001,Nordrhein-Westfalen,NW
5970,200505970,2005,Kreis Siegen-Wittgenstein,94.60000000000001,Nordrhein-Westfalen,NW
5970,200905970,2009,Kreis Siegen-Wittgenstein,94.30000000000001,Nordrhein-Westfalen,NW
5970,201305970,2013,Kreis Siegen-Wittgenstein,90.0,Nordrhein-Westfalen,NW
5970,201705970,2017,Kreis Siegen-Wittgenstein,88.0,Nordrhein-Westfalen,NW
5974,199505974,1995,Kreis Soest,86.4,Nordrhein-Westfalen,NW
5974,200005974,2000,Kreis Soest,93.0,Nordrhein-Westfalen,NW
5974,200505974,2005,Kreis Soest,94.9,Nordrhein-Westfalen,NW
5974,200905974,2009,Kreis Soest,93.30000000000001,Nordrhein-Westfalen,NW
5974,201305974,2013,Kreis Soest,88.4,Nordrhein-Westfalen,NW
5974,201705974,2017,Kreis Soest,85.80000000000001,Nordrhein-Westfalen,NW
5978,199505978,1995,Kreis Unna,71.0,Nordrhein-Westfalen,NW
5978,200005978,2000,Kreis Unna,89.30000000000001,Nordrhein-Westfalen,NW
5978,200505978,2005,Kreis Unna,93.60000000000001,Nordrhein-Westfalen,NW
5978,200905978,2009,Kreis Unna,94.10000000000001,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,90.5,Nordrhein-Westfalen,NW
