,YearSchluessel,Year,Stadt-/Landkreis,Wanderungssaldo je 10 000: Männer 18 bis 29 Jahre,Wanderungssaldo je 10.000: Frauen 18 bis 29 Jahre,LAND_NAME,LAND_ABK
3462,201703462,2017,Landkreis Wittmund,-223.20000000000002,-214.4,Niedersachsen,NI
4011,200204011,2002,Bremen,499.0,526.6,Bremen,HB
4011,200504011,2005,Bremen,419.20000000000005,447.1,Bremen,HB
4011,200904011,2009,Bremen,337.6,311.90000000000003,Bremen,HB
4011,201304011,2013,Bremen,395.0,324.90000000000003,Bremen,HB
4011,201704011,2017,Bremen,274.3,300.8,Bremen,HB
4012,200204012,2002,Bremerhaven,391.40000000000003,189.9,Bremen,HB
4012,200504012,2005,Bremerhaven,17.400000000000002,-39.300000000000004,Bremen,HB
4012,200904012,2009,Bremerhaven,101.0,32.300000000000004,Bremen,HB
4012,201304012,2013,Bremerhaven,325.1,100.10000000000001,Bremen,HB
4012,201704012,2017,Bremerhaven,124.80000000000001,168.5,Bremen,HB
5111,200205111,2002,Düsseldorf,529.2,618.1,Nordrhein-Westfalen,NW
5111,200505111,2005,Düsseldorf,593.2,698.0,Nordrhein-Westfalen,NW
5111,200905111,2009,Düsseldorf,565.0,603.8000000000001,Nordrhein-Westfalen,NW
5111,201305111,2013,Düsseldorf,677.1,742.2,Nordrhein-Westfalen,NW
5111,201705111,2017,Düsseldorf,610.2,703.9000000000001,Nordrhein-Westfalen,NW
5112,200205112,2002,Duisburg,66.60000000000001,112.5,Nordrhein-Westfalen,NW
5112,200505112,2005,Duisburg,155.70000000000002,112.4,Nordrhein-Westfalen,NW
5112,200905112,2009,Duisburg,97.4,91.4,Nordrhein-Westfalen,NW
5112,201305112,2013,Duisburg,140.4,135.8,Nordrhein-Westfalen,NW
5112,201705112,2017,Duisburg,-30.5,74.7,Nordrhein-Westfalen,NW
5113,200205113,2002,Essen,17.8,74.10000000000001,Nordrhein-Westfalen,NW
5113,200505113,2005,Essen,230.4,252.4,Nordrhein-Westfalen,NW
5113,200905113,2009,Essen,200.0,208.3,Nordrhein-Westfalen,NW
5113,201305113,2013,Essen,472.90000000000003,402.1,Nordrhein-Westfalen,NW
5113,201705113,2017,Essen,183.8,267.7,Nordrhein-Westfalen,NW
5114,200205114,2002,Krefeld,24.700000000000003,51.1,Nordrhein-Westfalen,NW
5114,200505114,2005,Krefeld,-6.7,33.300000000000004,Nordrhein-Westfalen,NW
5114,200905114,2009,Krefeld,13.700000000000001,86.10000000000001,Nordrhein-Westfalen,NW
5114,201305114,2013,Krefeld,159.3,91.4,Nordrhein-Westfalen,NW
5114,201705114,2017,Krefeld,-30.1,24.1,Nordrhein-Westfalen,NW
5116,200205116,2002,Mönchengladbach,162.5,215.4,Nordrhein-Westfalen,NW
5116,200505116,2005,Mönchengladbach,97.4,123.9,Nordrhein-Westfalen,NW
5116,200905116,2009,Mönchengladbach,92.2,84.4,Nordrhein-Westfalen,NW
5116,201305116,2013,Mönchengladbach,211.4,165.60000000000002,Nordrhein-Westfalen,NW
5116,201705116,2017,Mönchengladbach,205.5,166.10000000000002,Nordrhein-Westfalen,NW
5117,200205117,2002,Mülheim an der Ruhr,189.60000000000002,208.70000000000002,Nordrhein-Westfalen,NW
5117,200505117,2005,Mülheim an der Ruhr,69.9,170.5,Nordrhein-Westfalen,NW
5117,200905117,2009,Mülheim an der Ruhr,65.2,118.10000000000001,Nordrhein-Westfalen,NW
5117,201305117,2013,Mülheim an der Ruhr,212.8,38.0,Nordrhein-Westfalen,NW
5117,201705117,2017,Mülheim an der Ruhr,212.4,206.5,Nordrhein-Westfalen,NW
5119,200205119,2002,Oberhausen,58.900000000000006,110.0,Nordrhein-Westfalen,NW
5119,200505119,2005,Oberhausen,55.400000000000006,104.10000000000001,Nordrhein-Westfalen,NW
5119,200905119,2009,Oberhausen,-8.1,6.800000000000001,Nordrhein-Westfalen,NW
5119,201305119,2013,Oberhausen,62.2,60.2,Nordrhein-Westfalen,NW
5119,201705119,2017,Oberhausen,121.7,126.5,Nordrhein-Westfalen,NW
5120,200205120,2002,Remscheid,45.0,20.0,Nordrhein-Westfalen,NW
5120,200505120,2005,Remscheid,-109.30000000000001,-95.80000000000001,Nordrhein-Westfalen,NW
5120,200905120,2009,Remscheid,-104.2,-148.3,Nordrhein-Westfalen,NW
5120,201305120,2013,Remscheid,26.200000000000003,-195.3,Nordrhein-Westfalen,NW
5120,201705120,2017,Remscheid,-37.7,-36.4,Nordrhein-Westfalen,NW
5122,200205122,2002,Solingen,20.5,142.6,Nordrhein-Westfalen,NW
5122,200505122,2005,Solingen,-62.6,-1.9000000000000001,Nordrhein-Westfalen,NW
5122,200905122,2009,Solingen,-88.5,-42.800000000000004,Nordrhein-Westfalen,NW
5122,201305122,2013,Solingen,57.5,157.20000000000002,Nordrhein-Westfalen,NW
5122,201705122,2017,Solingen,-60.0,-0.9,Nordrhein-Westfalen,NW
5124,200205124,2002,Wuppertal,183.10000000000002,173.20000000000002,Nordrhein-Westfalen,NW
5124,200505124,2005,Wuppertal,128.8,133.8,Nordrhein-Westfalen,NW
5124,200905124,2009,Wuppertal,27.700000000000003,67.3,Nordrhein-Westfalen,NW
5124,201305124,2013,Wuppertal,290.2,159.3,Nordrhein-Westfalen,NW
5124,201705124,2017,Wuppertal,171.10000000000002,290.6,Nordrhein-Westfalen,NW
5154,200205154,2002,Kreis Kleve,-4.6000000000000005,65.8,Nordrhein-Westfalen,NW
5154,200505154,2005,Kreis Kleve,-83.4,-85.10000000000001,Nordrhein-Westfalen,NW
5154,200905154,2009,Kreis Kleve,-121.7,-154.0,Nordrhein-Westfalen,NW
5154,201305154,2013,Kreis Kleve,43.900000000000006,29.0,Nordrhein-Westfalen,NW
5154,201705154,2017,Kreis Kleve,7.1000000000000005,129.6,Nordrhein-Westfalen,NW
5158,200205158,2002,Kreis Mettmann,-0.30000000000000004,17.3,Nordrhein-Westfalen,NW
5158,200505158,2005,Kreis Mettmann,-101.10000000000001,-54.400000000000006,Nordrhein-Westfalen,NW
5158,200905158,2009,Kreis Mettmann,-190.5,-135.20000000000002,Nordrhein-Westfalen,NW
5158,201305158,2013,Kreis Mettmann,-86.10000000000001,-102.30000000000001,Nordrhein-Westfalen,NW
5158,201705158,2017,Kreis Mettmann,-43.2,11.100000000000001,Nordrhein-Westfalen,NW
5162,200205162,2002,Rhein-Kreis Neuss,31.5,87.5,Nordrhein-Westfalen,NW
5162,200505162,2005,Rhein-Kreis Neuss,-106.4,-71.60000000000001,Nordrhein-Westfalen,NW
5162,200905162,2009,Rhein-Kreis Neuss,-56.800000000000004,-42.300000000000004,Nordrhein-Westfalen,NW
5162,201305162,2013,Rhein-Kreis Neuss,-15.200000000000001,-13.0,Nordrhein-Westfalen,NW
5162,201705162,2017,Rhein-Kreis Neuss,-12.0,63.400000000000006,Nordrhein-Westfalen,NW
5166,200205166,2002,Kreis Viersen,-77.60000000000001,29.6,Nordrhein-Westfalen,NW
5166,200505166,2005,Kreis Viersen,-148.6,-36.9,Nordrhein-Westfalen,NW
5166,200905166,2009,Kreis Viersen,-143.6,-173.9,Nordrhein-Westfalen,NW
5166,201305166,2013,Kreis Viersen,-157.8,-250.20000000000002,Nordrhein-Westfalen,NW
5166,201705166,2017,Kreis Viersen,-145.1,-85.9,Nordrhein-Westfalen,NW
5170,200205170,2002,Kreis Wesel,-25.400000000000002,41.7,Nordrhein-Westfalen,NW
5170,200505170,2005,Kreis Wesel,-133.3,-121.30000000000001,Nordrhein-Westfalen,NW
5170,200905170,2009,Kreis Wesel,-151.5,-149.0,Nordrhein-Westfalen,NW
5170,201305170,2013,Kreis Wesel,-116.30000000000001,-185.70000000000002,Nordrhein-Westfalen,NW
5170,201705170,2017,Kreis Wesel,-216.4,-105.60000000000001,Nordrhein-Westfalen,NW
5314,200205314,2002,Bonn,464.0,599.5,Nordrhein-Westfalen,NW
5314,200505314,2005,Bonn,464.1,490.6,Nordrhein-Westfalen,NW
5314,200905314,2009,Bonn,415.1,486.3,Nordrhein-Westfalen,NW
5314,201305314,2013,Bonn,503.0,454.5,Nordrhein-Westfalen,NW
5314,201705314,2017,Bonn,565.5,495.20000000000005,Nordrhein-Westfalen,NW
5315,200205315,2002,Köln,436.3,529.5,Nordrhein-Westfalen,NW
5315,200505315,2005,Köln,956.3000000000001,1193.9,Nordrhein-Westfalen,NW
5315,200905315,2009,Köln,506.90000000000003,501.0,Nordrhein-Westfalen,NW
5315,201305315,2013,Köln,623.2,697.7,Nordrhein-Westfalen,NW
5315,201705315,2017,Köln,493.5,521.8000000000001,Nordrhein-Westfalen,NW
5316,200205316,2002,Leverkusen,-4.0,-23.3,Nordrhein-Westfalen,NW
5316,200505316,2005,Leverkusen,58.900000000000006,107.2,Nordrhein-Westfalen,NW
5316,200905316,2009,Leverkusen,-82.10000000000001,5.5,Nordrhein-Westfalen,NW
5316,201305316,2013,Leverkusen,169.60000000000002,233.4,Nordrhein-Westfalen,NW
5316,201705316,2017,Leverkusen,163.60000000000002,163.60000000000002,Nordrhein-Westfalen,NW
5334,200205334,2002,Aachen,,,Nordrhein-Westfalen,NW
5334,200505334,2005,Aachen,,,Nordrhein-Westfalen,NW
5334,200905334,2009,Aachen,243.60000000000002,116.4,Nordrhein-Westfalen,NW
5334,201305334,2013,Aachen,470.8,270.6,Nordrhein-Westfalen,NW
5334,201705334,2017,Aachen,316.40000000000003,293.8,Nordrhein-Westfalen,NW
5354,200205354,2002,Kreis Aachen,92.2,86.5,Nordrhein-Westfalen,NW
5354,200505354,2005,Kreis Aachen,-31.200000000000003,-25.1,Nordrhein-Westfalen,NW
5354,200905354,2009,Kreis Aachen,,,Nordrhein-Westfalen,NW
5354,201305354,2013,Kreis Aachen,,,Nordrhein-Westfalen,NW
5354,201705354,2017,Kreis Aachen,,,Nordrhein-Westfalen,NW
5358,200205358,2002,Kreis Düren,165.20000000000002,73.10000000000001,Nordrhein-Westfalen,NW
5358,200505358,2005,Kreis Düren,-61.0,-42.7,Nordrhein-Westfalen,NW
5358,200905358,2009,Kreis Düren,,-103.10000000000001,Nordrhein-Westfalen,NW
5358,201305358,2013,Kreis Düren,-67.10000000000001,-88.10000000000001,Nordrhein-Westfalen,NW
5358,201705358,2017,Kreis Düren,8.5,40.2,Nordrhein-Westfalen,NW
5362,200205362,2002,Rhein-Erft-Kreis,16.2,189.9,Nordrhein-Westfalen,NW
5362,200505362,2005,Rhein-Erft-Kreis,-96.0,-33.9,Nordrhein-Westfalen,NW
5362,200905362,2009,Rhein-Erft-Kreis,-34.300000000000004,-19.3,Nordrhein-Westfalen,NW
5362,201305362,2013,Rhein-Erft-Kreis,46.800000000000004,73.7,Nordrhein-Westfalen,NW
5362,201705362,2017,Rhein-Erft-Kreis,73.4,33.6,Nordrhein-Westfalen,NW
5366,200205366,2002,Kreis Euskirchen,-10.5,,Nordrhein-Westfalen,NW
5366,200505366,2005,Kreis Euskirchen,-172.60000000000002,-137.3,Nordrhein-Westfalen,NW
5366,200905366,2009,Kreis Euskirchen,-174.10000000000002,-154.3,Nordrhein-Westfalen,NW
5366,201305366,2013,Kreis Euskirchen,-228.20000000000002,-223.5,Nordrhein-Westfalen,NW
5366,201705366,2017,Kreis Euskirchen,-125.80000000000001,-35.9,Nordrhein-Westfalen,NW
5370,200205370,2002,Kreis Heinsberg,53.1,9.9,Nordrhein-Westfalen,NW
5370,200505370,2005,Kreis Heinsberg,-141.4,-231.4,Nordrhein-Westfalen,NW
5370,200905370,2009,Kreis Heinsberg,-187.0,-178.4,Nordrhein-Westfalen,NW
5370,201305370,2013,Kreis Heinsberg,-19.1,-165.70000000000002,Nordrhein-Westfalen,NW
5370,201705370,2017,Kreis Heinsberg,-212.8,-121.10000000000001,Nordrhein-Westfalen,NW
5374,200205374,2002,Oberbergischer Kreis,28.200000000000003,-26.5,Nordrhein-Westfalen,NW
5374,200505374,2005,Oberbergischer Kreis,-140.5,-245.10000000000002,Nordrhein-Westfalen,NW
5374,200905374,2009,Oberbergischer Kreis,-198.3,-267.6,Nordrhein-Westfalen,NW
5374,201305374,2013,Oberbergischer Kreis,-66.2,-270.0,Nordrhein-Westfalen,NW
5374,201705374,2017,Oberbergischer Kreis,-98.0,-172.60000000000002,Nordrhein-Westfalen,NW
5378,200205378,2002,Rheinisch-Bergischer Kreis,-1.9000000000000001,17.400000000000002,Nordrhein-Westfalen,NW
5378,200505378,2005,Rheinisch-Bergischer Kreis,-252.10000000000002,-266.8,Nordrhein-Westfalen,NW
5378,200905378,2009,Rheinisch-Bergischer Kreis,-185.20000000000002,-243.5,Nordrhein-Westfalen,NW
5378,201305378,2013,Rheinisch-Bergischer Kreis,-161.70000000000002,-116.0,Nordrhein-Westfalen,NW
5378,201705378,2017,Rheinisch-Bergischer Kreis,-295.6,-107.7,Nordrhein-Westfalen,NW
5382,200205382,2002,Rhein-Sieg-Kreis,91.2,194.0,Nordrhein-Westfalen,NW
5382,200505382,2005,Rhein-Sieg-Kreis,-133.0,-121.80000000000001,Nordrhein-Westfalen,NW
5382,200905382,2009,Rhein-Sieg-Kreis,-115.60000000000001,-75.8,Nordrhein-Westfalen,NW
5382,201305382,2013,Rhein-Sieg-Kreis,-15.4,-94.30000000000001,Nordrhein-Westfalen,NW
5382,201705382,2017,Rhein-Sieg-Kreis,-105.5,-65.10000000000001,Nordrhein-Westfalen,NW
5512,200205512,2002,Bottrop,11.4,104.0,Nordrhein-Westfalen,NW
5512,200505512,2005,Bottrop,-33.1,26.700000000000003,Nordrhein-Westfalen,NW
5512,200905512,2009,Bottrop,-86.30000000000001,57.800000000000004,Nordrhein-Westfalen,NW
5512,201305512,2013,Bottrop,2.6,-15.0,Nordrhein-Westfalen,NW
5512,201705512,2017,Bottrop,-139.20000000000002,-10.8,Nordrhein-Westfalen,NW
5513,200205513,2002,Gelsenkirchen,79.9,97.30000000000001,Nordrhein-Westfalen,NW
5513,200505513,2005,Gelsenkirchen,30.700000000000003,61.300000000000004,Nordrhein-Westfalen,NW
5513,200905513,2009,Gelsenkirchen,-3.7,-8.9,Nordrhein-Westfalen,NW
5513,201305513,2013,Gelsenkirchen,141.8,101.0,Nordrhein-Westfalen,NW
5513,201705513,2017,Gelsenkirchen,-195.5,-101.7,Nordrhein-Westfalen,NW
5515,200205515,2002,Münster,542.6,616.0,Nordrhein-Westfalen,NW
5515,200505515,2005,Münster,516.7,465.3,Nordrhein-Westfalen,NW
5515,200905515,2009,Münster,522.4,439.90000000000003,Nordrhein-Westfalen,NW
5515,201305515,2013,Münster,616.4000000000001,573.5,Nordrhein-Westfalen,NW
5515,201705515,2017,Münster,476.8,438.0,Nordrhein-Westfalen,NW
5554,200205554,2002,Kreis Borken,-20.8,-67.5,Nordrhein-Westfalen,NW
5554,200505554,2005,Kreis Borken,-54.800000000000004,-88.60000000000001,Nordrhein-Westfalen,NW
5554,200905554,2009,Kreis Borken,-189.8,-188.4,Nordrhein-Westfalen,NW
5554,201305554,2013,Kreis Borken,-83.60000000000001,-180.20000000000002,Nordrhein-Westfalen,NW
5554,201705554,2017,Kreis Borken,-161.9,-161.5,Nordrhein-Westfalen,NW
5558,200205558,2002,Kreis Coesfeld,-50.0,-69.9,Nordrhein-Westfalen,NW
5558,200505558,2005,Kreis Coesfeld,-205.10000000000002,-205.10000000000002,Nordrhein-Westfalen,NW
5558,200905558,2009,Kreis Coesfeld,-211.70000000000002,-318.5,Nordrhein-Westfalen,NW
5558,201305558,2013,Kreis Coesfeld,-191.60000000000002,-362.40000000000003,Nordrhein-Westfalen,NW
5558,201705558,2017,Kreis Coesfeld,-241.0,-281.8,Nordrhein-Westfalen,NW
5562,200205562,2002,Kreis Recklinghausen,-81.9,6.300000000000001,Nordrhein-Westfalen,NW
5562,200505562,2005,Kreis Recklinghausen,-94.5,-51.800000000000004,Nordrhein-Westfalen,NW
5562,200905562,2009,Kreis Recklinghausen,-49.5,-137.0,Nordrhein-Westfalen,NW
5562,201305562,2013,Kreis Recklinghausen,-116.60000000000001,-129.0,Nordrhein-Westfalen,NW
5562,201705562,2017,Kreis Recklinghausen,-64.5,-29.3,Nordrhein-Westfalen,NW
5566,200205566,2002,Kreis Steinfurt,-5.9,-16.8,Nordrhein-Westfalen,NW
5566,200505566,2005,Kreis Steinfurt,-72.0,-104.10000000000001,Nordrhein-Westfalen,NW
5566,200905566,2009,Kreis Steinfurt,-181.9,-178.4,Nordrhein-Westfalen,NW
5566,201305566,2013,Kreis Steinfurt,-156.5,-213.70000000000002,Nordrhein-Westfalen,NW
5566,201705566,2017,Kreis Steinfurt,-84.5,-58.6,Nordrhein-Westfalen,NW
5570,200205570,2002,Kreis Warendorf,-106.5,-53.1,Nordrhein-Westfalen,NW
5570,200505570,2005,Kreis Warendorf,-165.0,-159.10000000000002,Nordrhein-Westfalen,NW
5570,200905570,2009,Kreis Warendorf,-199.3,-238.20000000000002,Nordrhein-Westfalen,NW
5570,201305570,2013,Kreis Warendorf,-94.60000000000001,-220.9,Nordrhein-Westfalen,NW
5570,201705570,2017,Kreis Warendorf,-224.5,-203.70000000000002,Nordrhein-Westfalen,NW
5711,200205711,2002,Bielefeld,377.20000000000005,452.1,Nordrhein-Westfalen,NW
5711,200505711,2005,Bielefeld,177.60000000000002,237.60000000000002,Nordrhein-Westfalen,NW
5711,200905711,2009,Bielefeld,174.5,187.70000000000002,Nordrhein-Westfalen,NW
5711,201305711,2013,Bielefeld,261.8,374.8,Nordrhein-Westfalen,NW
5711,201705711,2017,Bielefeld,63.900000000000006,197.10000000000002,Nordrhein-Westfalen,NW
5754,200205754,2002,Kreis Gütersloh,20.900000000000002,16.2,Nordrhein-Westfalen,NW
5754,200505754,2005,Kreis Gütersloh,20.0,-9.0,Nordrhein-Westfalen,NW
5754,200905754,2009,Kreis Gütersloh,-39.1,-128.6,Nordrhein-Westfalen,NW
5754,201305754,2013,Kreis Gütersloh,-0.4,-126.10000000000001,Nordrhein-Westfalen,NW
5754,201705754,2017,Kreis Gütersloh,-38.5,-14.700000000000001,Nordrhein-Westfalen,NW
5758,200205758,2002,Kreis Herford,-18.8,36.4,Nordrhein-Westfalen,NW
5758,200505758,2005,Kreis Herford,-86.9,-90.0,Nordrhein-Westfalen,NW
5758,200905758,2009,Kreis Herford,-168.10000000000002,-154.8,Nordrhein-Westfalen,NW
5758,201305758,2013,Kreis Herford,-46.400000000000006,-116.4,Nordrhein-Westfalen,NW
5758,201705758,2017,Kreis Herford,-17.5,-16.0,Nordrhein-Westfalen,NW
5762,200205762,2002,Kreis Höxter,-175.3,-191.8,Nordrhein-Westfalen,NW
5762,200505762,2005,Kreis Höxter,-234.4,-252.0,Nordrhein-Westfalen,NW
5762,200905762,2009,Kreis Höxter,-311.90000000000003,-372.3,Nordrhein-Westfalen,NW
5762,201305762,2013,Kreis Höxter,-191.9,-457.90000000000003,Nordrhein-Westfalen,NW
5762,201705762,2017,Kreis Höxter,-356.70000000000005,-330.20000000000005,Nordrhein-Westfalen,NW
5766,200205766,2002,Kreis Lippe,-49.400000000000006,-8.6,Nordrhein-Westfalen,NW
5766,200505766,2005,Kreis Lippe,-126.80000000000001,-213.9,Nordrhein-Westfalen,NW
5766,200905766,2009,Kreis Lippe,-174.8,-181.10000000000002,Nordrhein-Westfalen,NW
5766,201305766,2013,Kreis Lippe,-90.2,-206.4,Nordrhein-Westfalen,NW
5766,201705766,2017,Kreis Lippe,-113.4,-95.30000000000001,Nordrhein-Westfalen,NW
5770,200205770,2002,Kreis Minden-Lübbecke,-19.0,-15.200000000000001,Nordrhein-Westfalen,NW
5770,200505770,2005,Kreis Minden-Lübbecke,-140.3,-122.60000000000001,Nordrhein-Westfalen,NW
5770,200905770,2009,Kreis Minden-Lübbecke,-135.4,-209.10000000000002,Nordrhein-Westfalen,NW
5770,201305770,2013,Kreis Minden-Lübbecke,-5.6000000000000005,-192.20000000000002,Nordrhein-Westfalen,NW
5770,201705770,2017,Kreis Minden-Lübbecke,-110.4,-81.10000000000001,Nordrhein-Westfalen,NW
5774,200205774,2002,Kreis Paderborn,161.3,162.5,Nordrhein-Westfalen,NW
5774,200505774,2005,Kreis Paderborn,145.20000000000002,57.900000000000006,Nordrhein-Westfalen,NW
5774,200905774,2009,Kreis Paderborn,63.7,56.2,Nordrhein-Westfalen,NW
5774,201305774,2013,Kreis Paderborn,106.7,-29.0,Nordrhein-Westfalen,NW
5774,201705774,2017,Kreis Paderborn,3.0,77.4,Nordrhein-Westfalen,NW
5911,200205911,2002,Bochum,295.0,364.40000000000003,Nordrhein-Westfalen,NW
5911,200505911,2005,Bochum,148.1,181.70000000000002,Nordrhein-Westfalen,NW
5911,200905911,2009,Bochum,241.60000000000002,172.5,Nordrhein-Westfalen,NW
5911,201305911,2013,Bochum,350.3,309.1,Nordrhein-Westfalen,NW
5911,201705911,2017,Bochum,351.1,397.6,Nordrhein-Westfalen,NW
5913,200205913,2002,Dortmund,435.8,327.3,Nordrhein-Westfalen,NW
5913,200505913,2005,Dortmund,235.10000000000002,315.20000000000005,Nordrhein-Westfalen,NW
5913,200905913,2009,Dortmund,123.4,121.4,Nordrhein-Westfalen,NW
5913,201305913,2013,Dortmund,525.1,405.8,Nordrhein-Westfalen,NW
5913,201705913,2017,Dortmund,231.3,290.5,Nordrhein-Westfalen,NW
5914,200205914,2002,Hagen,44.2,-14.100000000000001,Nordrhein-Westfalen,NW
5914,200505914,2005,Hagen,-49.800000000000004,-20.1,Nordrhein-Westfalen,NW
5914,200905914,2009,Hagen,-78.80000000000001,-104.10000000000001,Nordrhein-Westfalen,NW
5914,201305914,2013,Hagen,19.8,-6.5,Nordrhein-Westfalen,NW
5914,201705914,2017,Hagen,35.0,-51.0,Nordrhein-Westfalen,NW
5915,200205915,2002,Hamm,188.10000000000002,72.0,Nordrhein-Westfalen,NW
5915,200505915,2005,Hamm,-90.7,-22.700000000000003,Nordrhein-Westfalen,NW
5915,200905915,2009,Hamm,19.5,-16.1,Nordrhein-Westfalen,NW
5915,201305915,2013,Hamm,-45.5,-20.6,Nordrhein-Westfalen,NW
5915,201705915,2017,Hamm,-80.10000000000001,-66.9,Nordrhein-Westfalen,NW
5916,200205916,2002,Herne,77.2,121.4,Nordrhein-Westfalen,NW
5916,200505916,2005,Herne,-20.200000000000003,65.9,Nordrhein-Westfalen,NW
5916,200905916,2009,Herne,2.6,-19.1,Nordrhein-Westfalen,NW
5916,201305916,2013,Herne,289.8,130.70000000000002,Nordrhein-Westfalen,NW
5916,201705916,2017,Herne,93.7,75.4,Nordrhein-Westfalen,NW
5954,200205954,2002,Ennepe-Ruhr-Kreis,-91.30000000000001,14.600000000000001,Nordrhein-Westfalen,NW
5954,200505954,2005,Ennepe-Ruhr-Kreis,-55.7,2.9000000000000004,Nordrhein-Westfalen,NW
5954,200905954,2009,Ennepe-Ruhr-Kreis,-57.900000000000006,-73.10000000000001,Nordrhein-Westfalen,NW
5954,201305954,2013,Ennepe-Ruhr-Kreis,-40.0,-13.100000000000001,Nordrhein-Westfalen,NW
5954,201705954,2017,Ennepe-Ruhr-Kreis,-70.60000000000001,41.0,Nordrhein-Westfalen,NW
5958,200205958,2002,Hochsauerlandkreis,-154.9,-156.9,Nordrhein-Westfalen,NW
5958,200505958,2005,Hochsauerlandkreis,-145.8,-58.6,Nordrhein-Westfalen,NW
5958,200905958,2009,Hochsauerlandkreis,-220.4,-216.70000000000002,Nordrhein-Westfalen,NW
5958,201305958,2013,Hochsauerlandkreis,-165.4,-317.8,Nordrhein-Westfalen,NW
5958,201705958,2017,Hochsauerlandkreis,-135.9,-101.4,Nordrhein-Westfalen,NW
5962,200205962,2002,Märkischer Kreis,-22.6,-70.9,Nordrhein-Westfalen,NW
5962,200505962,2005,Märkischer Kreis,-129.6,-150.6,Nordrhein-Westfalen,NW
5962,200905962,2009,Märkischer Kreis,-166.10000000000002,-190.8,Nordrhein-Westfalen,NW
5962,201305962,2013,Märkischer Kreis,-170.3,-262.3,Nordrhein-Westfalen,NW
5962,201705962,2017,Märkischer Kreis,-173.3,-115.60000000000001,Nordrhein-Westfalen,NW
5966,200205966,2002,Kreis Olpe,-37.9,-30.3,Nordrhein-Westfalen,NW
5966,200505966,2005,Kreis Olpe,-120.80000000000001,-174.20000000000002,Nordrhein-Westfalen,NW
5966,200905966,2009,Kreis Olpe,-150.6,-244.4,Nordrhein-Westfalen,NW
5966,201305966,2013,Kreis Olpe,-153.70000000000002,-186.70000000000002,Nordrhein-Westfalen,NW
5966,201705966,2017,Kreis Olpe,-168.4,-138.3,Nordrhein-Westfalen,NW
5970,200205970,2002,Kreis Siegen-Wittgenstein,78.7,70.2,Nordrhein-Westfalen,NW
5970,200505970,2005,Kreis Siegen-Wittgenstein,-52.2,-21.6,Nordrhein-Westfalen,NW
5970,200905970,2009,Kreis Siegen-Wittgenstein,-19.5,-54.2,Nordrhein-Westfalen,NW
5970,201305970,2013,Kreis Siegen-Wittgenstein,107.10000000000001,81.7,Nordrhein-Westfalen,NW
5970,201705970,2017,Kreis Siegen-Wittgenstein,64.10000000000001,26.400000000000002,Nordrhein-Westfalen,NW
5974,200205974,2002,Kreis Soest,-13.700000000000001,27.5,Nordrhein-Westfalen,NW
5974,200505974,2005,Kreis Soest,-46.5,-70.10000000000001,Nordrhein-Westfalen,NW
5974,200905974,2009,Kreis Soest,-135.5,-212.20000000000002,Nordrhein-Westfalen,NW
5974,201305974,2013,Kreis Soest,-78.10000000000001,-189.4,Nordrhein-Westfalen,NW
5974,201705974,2017,Kreis Soest,-164.9,-102.60000000000001,Nordrhein-Westfalen,NW
5978,200205978,2002,Kreis Unna,-6.6000000000000005,-73.0,Nordrhein-Westfalen,NW
5978,200505978,2005,Kreis Unna,-153.3,-117.9,Nordrhein-Westfalen,NW
5978,200905978,2009,Kreis Unna,-169.4,-149.5,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,-93.60000000000001,-123.2,Nordrhein-Westfalen,NW
5978,201705978,2017,Kreis Unna,-121.4,-62.300000000000004,Nordrhein-Westfalen,NW
6411,200206411,2002,Darmstadt,542.2,594.1,Hessen,HE
6411,200506411,2005,Darmstadt,497.6,416.3,Hessen,HE
6411,200906411,2009,Darmstadt,720.6,515.2,Hessen,HE
6411,201306411,2013,Darmstadt,810.7,634.6,Hessen,HE
6411,201706411,2017,Darmstadt,492.20000000000005,558.0,Hessen,HE
6412,200206412,2002,Frankfurt (Main),513.0,672.4000000000001,Hessen,HE
6412,200506412,2005,Frankfurt (Main),652.8000000000001,733.6,Hessen,HE
6412,200906412,2009,Frankfurt (Main),717.5,718.6,Hessen,HE
6412,201306412,2013,Frankfurt (Main),901.7,878.6,Hessen,HE
6412,201706412,2017,Frankfurt (Main),725.6,795.4000000000001,Hessen,HE
6413,200206413,2002,Offenbach am Main,528.1,530.6,Hessen,HE
6413,200506413,2005,Offenbach am Main,280.2,361.5,Hessen,HE
6413,200906413,2009,Offenbach am Main,341.90000000000003,269.0,Hessen,HE
6413,201306413,2013,Offenbach am Main,660.4000000000001,471.70000000000005,Hessen,HE
6413,201706413,2017,Offenbach am Main,596.6,619.7,Hessen,HE
6414,200206414,2002,Wiesbaden,325.1,414.20000000000005,Hessen,HE
6414,200506414,2005,Wiesbaden,226.4,425.8,Hessen,HE
6414,200906414,2009,Wiesbaden,306.1,421.20000000000005,Hessen,HE
6414,201306414,2013,Wiesbaden,500.40000000000003,412.0,Hessen,HE
6414,201706414,2017,Wiesbaden,340.3,441.5,Hessen,HE
6431,200206431,2002,Landkreis Bergstrasse,37.6,108.10000000000001,Hessen,HE
6431,200506431,2005,Landkreis Bergstrasse,-44.5,64.5,Hessen,HE
6431,200906431,2009,Landkreis Bergstrasse,-74.0,-102.7,Hessen,HE
