,YearSchluessel,Year,Stadt-/Landkreis,Wanderungssaldo je 10.000 Einwohner,LAND_NAME,LAND_ABK
3459,201703459,2017,Landkreis Osnabrück (Land),46.400000000000006,Niedersachsen,NI
3460,199503460,1995,Landkreis Vechta,231.9,Niedersachsen,NI
3460,200003460,2000,Landkreis Vechta,92.5,Niedersachsen,NI
3460,200503460,2005,Landkreis Vechta,24.6,Niedersachsen,NI
3460,200903460,2009,Landkreis Vechta,7.800000000000001,Niedersachsen,NI
3460,201303460,2013,Landkreis Vechta,28.400000000000002,Niedersachsen,NI
3460,201703460,2017,Landkreis Vechta,30.5,Niedersachsen,NI
3461,199503461,1995,Landkreis Wesermarsch,106.30000000000001,Niedersachsen,NI
3461,200003461,2000,Landkreis Wesermarsch,1.7000000000000002,Niedersachsen,NI
3461,200503461,2005,Landkreis Wesermarsch,-7.1000000000000005,Niedersachsen,NI
3461,200903461,2009,Landkreis Wesermarsch,-35.800000000000004,Niedersachsen,NI
3461,201303461,2013,Landkreis Wesermarsch,19.900000000000002,Niedersachsen,NI
3461,201703461,2017,Landkreis Wesermarsch,15.600000000000001,Niedersachsen,NI
3462,199503462,1995,Landkreis Wittmund,110.30000000000001,Niedersachsen,NI
3462,200003462,2000,Landkreis Wittmund,-6.1000000000000005,Niedersachsen,NI
3462,200503462,2005,Landkreis Wittmund,38.900000000000006,Niedersachsen,NI
3462,200903462,2009,Landkreis Wittmund,11.0,Niedersachsen,NI
3462,201303462,2013,Landkreis Wittmund,54.1,Niedersachsen,NI
3462,201703462,2017,Landkreis Wittmund,24.8,Niedersachsen,NI
4011,199504011,1995,Bremen,33.7,Bremen,HB
4011,200004011,2000,Bremen,6.2,Bremen,HB
4011,200504011,2005,Bremen,45.1,Bremen,HB
4011,200904011,2009,Bremen,36.6,Bremen,HB
4011,201304011,2013,Bremen,62.7,Bremen,HB
4011,201704011,2017,Bremen,52.6,Bremen,HB
4012,199504012,1995,Bremerhaven,-13.200000000000001,Bremen,HB
4012,200004012,2000,Bremerhaven,-131.70000000000002,Bremen,HB
4012,200504012,2005,Bremerhaven,-23.900000000000002,Bremen,HB
4012,200904012,2009,Bremerhaven,0.1,Bremen,HB
4012,201304012,2013,Bremerhaven,102.0,Bremen,HB
4012,201704012,2017,Bremerhaven,25.5,Bremen,HB
5111,199505111,1995,Düsseldorf,5.2,Nordrhein-Westfalen,NW
5111,200005111,2000,Düsseldorf,30.3,Nordrhein-Westfalen,NW
5111,200505111,2005,Düsseldorf,50.300000000000004,Nordrhein-Westfalen,NW
5111,200905111,2009,Düsseldorf,42.0,Nordrhein-Westfalen,NW
5111,201305111,2013,Düsseldorf,74.3,Nordrhein-Westfalen,NW
5111,201705111,2017,Düsseldorf,61.0,Nordrhein-Westfalen,NW
5112,199505112,1995,Duisburg,1.3,Nordrhein-Westfalen,NW
5112,200005112,2000,Duisburg,-67.5,Nordrhein-Westfalen,NW
5112,200505112,2005,Duisburg,-19.200000000000003,Nordrhein-Westfalen,NW
5112,200905112,2009,Duisburg,-3.0,Nordrhein-Westfalen,NW
5112,201305112,2013,Duisburg,42.7,Nordrhein-Westfalen,NW
5112,201705112,2017,Duisburg,-17.7,Nordrhein-Westfalen,NW
5113,199505113,1995,Essen,-10.8,Nordrhein-Westfalen,NW
5113,200005113,2000,Essen,-30.200000000000003,Nordrhein-Westfalen,NW
5113,200505113,2005,Essen,-0.4,Nordrhein-Westfalen,NW
5113,200905113,2009,Essen,-14.4,Nordrhein-Westfalen,NW
5113,201305113,2013,Essen,96.2,Nordrhein-Westfalen,NW
5113,201705113,2017,Essen,31.700000000000003,Nordrhein-Westfalen,NW
5114,199505114,1995,Krefeld,8.9,Nordrhein-Westfalen,NW
5114,200005114,2000,Krefeld,-60.2,Nordrhein-Westfalen,NW
5114,200505114,2005,Krefeld,2.9000000000000004,Nordrhein-Westfalen,NW
5114,200905114,2009,Krefeld,-2.6,Nordrhein-Westfalen,NW
5114,201305114,2013,Krefeld,43.5,Nordrhein-Westfalen,NW
5114,201705114,2017,Krefeld,-2.5,Nordrhein-Westfalen,NW
5116,199505116,1995,Mönchengladbach,35.4,Nordrhein-Westfalen,NW
5116,200005116,2000,Mönchengladbach,-11.3,Nordrhein-Westfalen,NW
5116,200505116,2005,Mönchengladbach,6.800000000000001,Nordrhein-Westfalen,NW
5116,200905116,2009,Mönchengladbach,9.200000000000001,Nordrhein-Westfalen,NW
5116,201305116,2013,Mönchengladbach,53.400000000000006,Nordrhein-Westfalen,NW
5116,201705116,2017,Mönchengladbach,75.8,Nordrhein-Westfalen,NW
5117,199505117,1995,Mülheim an der Ruhr,41.6,Nordrhein-Westfalen,NW
5117,200005117,2000,Mülheim an der Ruhr,-9.1,Nordrhein-Westfalen,NW
5117,200505117,2005,Mülheim an der Ruhr,26.0,Nordrhein-Westfalen,NW
5117,200905117,2009,Mülheim an der Ruhr,4.4,Nordrhein-Westfalen,NW
5117,201305117,2013,Mülheim an der Ruhr,58.400000000000006,Nordrhein-Westfalen,NW
5117,201705117,2017,Mülheim an der Ruhr,56.1,Nordrhein-Westfalen,NW
5119,199505119,1995,Oberhausen,-18.900000000000002,Nordrhein-Westfalen,NW
5119,200005119,2000,Oberhausen,19.5,Nordrhein-Westfalen,NW
5119,200505119,2005,Oberhausen,21.400000000000002,Nordrhein-Westfalen,NW
5119,200905119,2009,Oberhausen,-25.900000000000002,Nordrhein-Westfalen,NW
5119,201305119,2013,Oberhausen,12.8,Nordrhein-Westfalen,NW
5119,201705119,2017,Oberhausen,38.800000000000004,Nordrhein-Westfalen,NW
5120,199505120,1995,Remscheid,-50.900000000000006,Nordrhein-Westfalen,NW
5120,200005120,2000,Remscheid,-48.900000000000006,Nordrhein-Westfalen,NW
5120,200505120,2005,Remscheid,-60.300000000000004,Nordrhein-Westfalen,NW
5120,200905120,2009,Remscheid,-75.7,Nordrhein-Westfalen,NW
5120,201305120,2013,Remscheid,,Nordrhein-Westfalen,NW
5120,201705120,2017,Remscheid,22.200000000000003,Nordrhein-Westfalen,NW
5122,199505122,1995,Solingen,4.6000000000000005,Nordrhein-Westfalen,NW
5122,200005122,2000,Solingen,-14.0,Nordrhein-Westfalen,NW
5122,200505122,2005,Solingen,-9.4,Nordrhein-Westfalen,NW
5122,200905122,2009,Solingen,-13.3,Nordrhein-Westfalen,NW
5122,201305122,2013,Solingen,70.4,Nordrhein-Westfalen,NW
5122,201705122,2017,Solingen,28.700000000000003,Nordrhein-Westfalen,NW
5124,199505124,1995,Wuppertal,-23.400000000000002,Nordrhein-Westfalen,NW
5124,200005124,2000,Wuppertal,-47.5,Nordrhein-Westfalen,NW
5124,200505124,2005,Wuppertal,-25.1,Nordrhein-Westfalen,NW
5124,200905124,2009,Wuppertal,-28.900000000000002,Nordrhein-Westfalen,NW
5124,201305124,2013,Wuppertal,53.0,Nordrhein-Westfalen,NW
5124,201705124,2017,Wuppertal,52.5,Nordrhein-Westfalen,NW
5154,199505154,1995,Kreis Kleve,125.4,Nordrhein-Westfalen,NW
5154,200005154,2000,Kreis Kleve,65.4,Nordrhein-Westfalen,NW
5154,200505154,2005,Kreis Kleve,46.900000000000006,Nordrhein-Westfalen,NW
5154,200905154,2009,Kreis Kleve,13.3,Nordrhein-Westfalen,NW
5154,201305154,2013,Kreis Kleve,52.7,Nordrhein-Westfalen,NW
5154,201705154,2017,Kreis Kleve,55.800000000000004,Nordrhein-Westfalen,NW
5158,199505158,1995,Kreis Mettmann,8.5,Nordrhein-Westfalen,NW
5158,200005158,2000,Kreis Mettmann,32.9,Nordrhein-Westfalen,NW
5158,200505158,2005,Kreis Mettmann,-1.1,Nordrhein-Westfalen,NW
5158,200905158,2009,Kreis Mettmann,-22.8,Nordrhein-Westfalen,NW
5158,201305158,2013,Kreis Mettmann,27.1,Nordrhein-Westfalen,NW
5158,201705158,2017,Kreis Mettmann,41.7,Nordrhein-Westfalen,NW
5162,199505162,1995,Rhein-Kreis Neuss,55.900000000000006,Nordrhein-Westfalen,NW
5162,200005162,2000,Rhein-Kreis Neuss,9.700000000000001,Nordrhein-Westfalen,NW
5162,200505162,2005,Rhein-Kreis Neuss,-13.700000000000001,Nordrhein-Westfalen,NW
5162,200905162,2009,Rhein-Kreis Neuss,8.3,Nordrhein-Westfalen,NW
5162,201305162,2013,Rhein-Kreis Neuss,53.900000000000006,Nordrhein-Westfalen,NW
5162,201705162,2017,Rhein-Kreis Neuss,61.900000000000006,Nordrhein-Westfalen,NW
5166,199505166,1995,Kreis Viersen,112.80000000000001,Nordrhein-Westfalen,NW
5166,200005166,2000,Kreis Viersen,64.7,Nordrhein-Westfalen,NW
5166,200505166,2005,Kreis Viersen,15.5,Nordrhein-Westfalen,NW
5166,200905166,2009,Kreis Viersen,4.0,Nordrhein-Westfalen,NW
5166,201305166,2013,Kreis Viersen,24.1,Nordrhein-Westfalen,NW
5166,201705166,2017,Kreis Viersen,36.2,Nordrhein-Westfalen,NW
5170,199505170,1995,Kreis Wesel,64.60000000000001,Nordrhein-Westfalen,NW
5170,200005170,2000,Kreis Wesel,29.8,Nordrhein-Westfalen,NW
5170,200505170,2005,Kreis Wesel,10.0,Nordrhein-Westfalen,NW
5170,200905170,2009,Kreis Wesel,-1.1,Nordrhein-Westfalen,NW
5170,201305170,2013,Kreis Wesel,16.3,Nordrhein-Westfalen,NW
5170,201705170,2017,Kreis Wesel,12.600000000000001,Nordrhein-Westfalen,NW
5314,199505314,1995,Bonn,-62.7,Nordrhein-Westfalen,NW
5314,200005314,2000,Bonn,29.200000000000003,Nordrhein-Westfalen,NW
5314,200505314,2005,Bonn,15.3,Nordrhein-Westfalen,NW
5314,200905314,2009,Bonn,46.300000000000004,Nordrhein-Westfalen,NW
5314,201305314,2013,Bonn,37.0,Nordrhein-Westfalen,NW
5314,201705314,2017,Bonn,85.9,Nordrhein-Westfalen,NW
5315,199505315,1995,Köln,25.900000000000002,Nordrhein-Westfalen,NW
5315,200005315,2000,Köln,-0.7000000000000001,Nordrhein-Westfalen,NW
5315,200505315,2005,Köln,138.3,Nordrhein-Westfalen,NW
5315,200905315,2009,Köln,22.8,Nordrhein-Westfalen,NW
5315,201305315,2013,Köln,82.4,Nordrhein-Westfalen,NW
5315,201705315,2017,Köln,14.5,Nordrhein-Westfalen,NW
5316,199505316,1995,Leverkusen,41.5,Nordrhein-Westfalen,NW
5316,200005316,2000,Leverkusen,27.5,Nordrhein-Westfalen,NW
5316,200505316,2005,Leverkusen,-3.2,Nordrhein-Westfalen,NW
5316,200905316,2009,Leverkusen,-22.0,Nordrhein-Westfalen,NW
5316,201305316,2013,Leverkusen,75.4,Nordrhein-Westfalen,NW
5316,201705316,2017,Leverkusen,40.2,Nordrhein-Westfalen,NW
5334,199505334,1995,Aachen,,Nordrhein-Westfalen,NW
5334,200005334,2000,Aachen,,Nordrhein-Westfalen,NW
5334,200505334,2005,Aachen,,Nordrhein-Westfalen,NW
5334,200905334,2009,Aachen,-18.400000000000002,Nordrhein-Westfalen,NW
5334,201305334,2013,Aachen,59.400000000000006,Nordrhein-Westfalen,NW
5334,201705334,2017,Aachen,47.7,Nordrhein-Westfalen,NW
5354,199505354,1995,Kreis Aachen,35.2,Nordrhein-Westfalen,NW
5354,200005354,2000,Kreis Aachen,32.4,Nordrhein-Westfalen,NW
5354,200505354,2005,Kreis Aachen,17.5,Nordrhein-Westfalen,NW
5354,200905354,2009,Kreis Aachen,,Nordrhein-Westfalen,NW
5354,201305354,2013,Kreis Aachen,,Nordrhein-Westfalen,NW
5354,201705354,2017,Kreis Aachen,,Nordrhein-Westfalen,NW
5358,199505358,1995,Kreis Düren,88.0,Nordrhein-Westfalen,NW
5358,200005358,2000,Kreis Düren,78.2,Nordrhein-Westfalen,NW
5358,200505358,2005,Kreis Düren,-0.2,Nordrhein-Westfalen,NW
5358,200905358,2009,Kreis Düren,-4.6000000000000005,Nordrhein-Westfalen,NW
5358,201305358,2013,Kreis Düren,27.400000000000002,Nordrhein-Westfalen,NW
5358,201705358,2017,Kreis Düren,56.5,Nordrhein-Westfalen,NW
5362,199505362,1995,Rhein-Erft-Kreis,79.7,Nordrhein-Westfalen,NW
5362,200005362,2000,Rhein-Erft-Kreis,64.7,Nordrhein-Westfalen,NW
5362,200505362,2005,Rhein-Erft-Kreis,12.100000000000001,Nordrhein-Westfalen,NW
5362,200905362,2009,Rhein-Erft-Kreis,20.1,Nordrhein-Westfalen,NW
5362,201305362,2013,Rhein-Erft-Kreis,53.400000000000006,Nordrhein-Westfalen,NW
5362,201705362,2017,Rhein-Erft-Kreis,53.800000000000004,Nordrhein-Westfalen,NW
5366,199505366,1995,Kreis Euskirchen,98.30000000000001,Nordrhein-Westfalen,NW
5366,200005366,2000,Kreis Euskirchen,86.5,Nordrhein-Westfalen,NW
5366,200505366,2005,Kreis Euskirchen,29.900000000000002,Nordrhein-Westfalen,NW
5366,200905366,2009,Kreis Euskirchen,7.300000000000001,Nordrhein-Westfalen,NW
5366,201305366,2013,Kreis Euskirchen,28.900000000000002,Nordrhein-Westfalen,NW
5366,201705366,2017,Kreis Euskirchen,76.9,Nordrhein-Westfalen,NW
5370,199505370,1995,Kreis Heinsberg,136.3,Nordrhein-Westfalen,NW
5370,200005370,2000,Kreis Heinsberg,81.2,Nordrhein-Westfalen,NW
5370,200505370,2005,Kreis Heinsberg,25.5,Nordrhein-Westfalen,NW
5370,200905370,2009,Kreis Heinsberg,-4.5,Nordrhein-Westfalen,NW
5370,201305370,2013,Kreis Heinsberg,44.5,Nordrhein-Westfalen,NW
5370,201705370,2017,Kreis Heinsberg,45.0,Nordrhein-Westfalen,NW
5374,199505374,1995,Oberbergischer Kreis,114.30000000000001,Nordrhein-Westfalen,NW
5374,200005374,2000,Oberbergischer Kreis,60.6,Nordrhein-Westfalen,NW
5374,200505374,2005,Oberbergischer Kreis,-14.0,Nordrhein-Westfalen,NW
5374,200905374,2009,Oberbergischer Kreis,-48.0,Nordrhein-Westfalen,NW
5374,201305374,2013,Oberbergischer Kreis,-0.6000000000000001,Nordrhein-Westfalen,NW
5374,201705374,2017,Oberbergischer Kreis,17.7,Nordrhein-Westfalen,NW
5378,199505378,1995,Rheinisch-Bergischer Kreis,54.400000000000006,Nordrhein-Westfalen,NW
5378,200005378,2000,Rheinisch-Bergischer Kreis,-7.2,Nordrhein-Westfalen,NW
5378,200505378,2005,Rheinisch-Bergischer Kreis,8.0,Nordrhein-Westfalen,NW
5378,200905378,2009,Rheinisch-Bergischer Kreis,10.9,Nordrhein-Westfalen,NW
5378,201305378,2013,Rheinisch-Bergischer Kreis,39.5,Nordrhein-Westfalen,NW
5378,201705378,2017,Rheinisch-Bergischer Kreis,30.5,Nordrhein-Westfalen,NW
5382,199505382,1995,Rhein-Sieg-Kreis,141.20000000000002,Nordrhein-Westfalen,NW
5382,200005382,2000,Rhein-Sieg-Kreis,66.60000000000001,Nordrhein-Westfalen,NW
5382,200505382,2005,Rhein-Sieg-Kreis,23.400000000000002,Nordrhein-Westfalen,NW
5382,200905382,2009,Rhein-Sieg-Kreis,11.9,Nordrhein-Westfalen,NW
5382,201305382,2013,Rhein-Sieg-Kreis,44.900000000000006,Nordrhein-Westfalen,NW
5382,201705382,2017,Rhein-Sieg-Kreis,34.7,Nordrhein-Westfalen,NW
5512,199505512,1995,Bottrop,89.80000000000001,Nordrhein-Westfalen,NW
5512,200005512,2000,Bottrop,-16.5,Nordrhein-Westfalen,NW
5512,200505512,2005,Bottrop,-6.6000000000000005,Nordrhein-Westfalen,NW
5512,200905512,2009,Bottrop,4.9,Nordrhein-Westfalen,NW
5512,201305512,2013,Bottrop,15.600000000000001,Nordrhein-Westfalen,NW
5512,201705512,2017,Bottrop,40.2,Nordrhein-Westfalen,NW
5513,199505513,1995,Gelsenkirchen,-44.7,Nordrhein-Westfalen,NW
5513,200005513,2000,Gelsenkirchen,-81.60000000000001,Nordrhein-Westfalen,NW
5513,200505513,2005,Gelsenkirchen,-26.900000000000002,Nordrhein-Westfalen,NW
5513,200905513,2009,Gelsenkirchen,-40.7,Nordrhein-Westfalen,NW
5513,201305513,2013,Gelsenkirchen,55.1,Nordrhein-Westfalen,NW
5513,201705513,2017,Gelsenkirchen,-59.0,Nordrhein-Westfalen,NW
5515,199505515,1995,Münster,-9.700000000000001,Nordrhein-Westfalen,NW
5515,200005515,2000,Münster,13.4,Nordrhein-Westfalen,NW
5515,200505515,2005,Münster,25.8,Nordrhein-Westfalen,NW
5515,200905515,2009,Münster,56.400000000000006,Nordrhein-Westfalen,NW
5515,201305515,2013,Münster,89.80000000000001,Nordrhein-Westfalen,NW
5515,201705515,2017,Münster,30.700000000000003,Nordrhein-Westfalen,NW
5554,199505554,1995,Kreis Borken,87.2,Nordrhein-Westfalen,NW
5554,200005554,2000,Kreis Borken,50.0,Nordrhein-Westfalen,NW
5554,200505554,2005,Kreis Borken,29.0,Nordrhein-Westfalen,NW
5554,200905554,2009,Kreis Borken,-16.7,Nordrhein-Westfalen,NW
5554,201305554,2013,Kreis Borken,19.1,Nordrhein-Westfalen,NW
5554,201705554,2017,Kreis Borken,10.5,Nordrhein-Westfalen,NW
5558,199505558,1995,Kreis Coesfeld,130.4,Nordrhein-Westfalen,NW
5558,200005558,2000,Kreis Coesfeld,74.5,Nordrhein-Westfalen,NW
5558,200505558,2005,Kreis Coesfeld,1.5,Nordrhein-Westfalen,NW
5558,200905558,2009,Kreis Coesfeld,-5.9,Nordrhein-Westfalen,NW
5558,201305558,2013,Kreis Coesfeld,20.3,Nordrhein-Westfalen,NW
5558,201705558,2017,Kreis Coesfeld,28.900000000000002,Nordrhein-Westfalen,NW
5562,199505562,1995,Kreis Recklinghausen,23.700000000000003,Nordrhein-Westfalen,NW
5562,200005562,2000,Kreis Recklinghausen,-23.200000000000003,Nordrhein-Westfalen,NW
5562,200505562,2005,Kreis Recklinghausen,-7.300000000000001,Nordrhein-Westfalen,NW
5562,200905562,2009,Kreis Recklinghausen,-9.700000000000001,Nordrhein-Westfalen,NW
5562,201305562,2013,Kreis Recklinghausen,17.1,Nordrhein-Westfalen,NW
5562,201705562,2017,Kreis Recklinghausen,32.5,Nordrhein-Westfalen,NW
5566,199505566,1995,Kreis Steinfurt,102.0,Nordrhein-Westfalen,NW
5566,200005566,2000,Kreis Steinfurt,31.700000000000003,Nordrhein-Westfalen,NW
5566,200505566,2005,Kreis Steinfurt,28.700000000000003,Nordrhein-Westfalen,NW
5566,200905566,2009,Kreis Steinfurt,-7.300000000000001,Nordrhein-Westfalen,NW
5566,201305566,2013,Kreis Steinfurt,14.9,Nordrhein-Westfalen,NW
5566,201705566,2017,Kreis Steinfurt,53.1,Nordrhein-Westfalen,NW
5570,199505570,1995,Kreis Warendorf,74.60000000000001,Nordrhein-Westfalen,NW
5570,200005570,2000,Kreis Warendorf,48.300000000000004,Nordrhein-Westfalen,NW
5570,200505570,2005,Kreis Warendorf,-9.8,Nordrhein-Westfalen,NW
5570,200905570,2009,Kreis Warendorf,-25.3,Nordrhein-Westfalen,NW
5570,201305570,2013,Kreis Warendorf,16.1,Nordrhein-Westfalen,NW
5570,201705570,2017,Kreis Warendorf,6.800000000000001,Nordrhein-Westfalen,NW
5711,199505711,1995,Bielefeld,9.600000000000001,Nordrhein-Westfalen,NW
5711,200005711,2000,Bielefeld,28.6,Nordrhein-Westfalen,NW
5711,200505711,2005,Bielefeld,-26.1,Nordrhein-Westfalen,NW
5711,200905711,2009,Bielefeld,2.2,Nordrhein-Westfalen,NW
5711,201305711,2013,Bielefeld,32.4,Nordrhein-Westfalen,NW
5711,201705711,2017,Bielefeld,-21.700000000000003,Nordrhein-Westfalen,NW
5754,199505754,1995,Kreis Gütersloh,117.60000000000001,Nordrhein-Westfalen,NW
5754,200005754,2000,Kreis Gütersloh,48.5,Nordrhein-Westfalen,NW
5754,200505754,2005,Kreis Gütersloh,18.3,Nordrhein-Westfalen,NW
5754,200905754,2009,Kreis Gütersloh,-6.2,Nordrhein-Westfalen,NW
5754,201305754,2013,Kreis Gütersloh,30.0,Nordrhein-Westfalen,NW
5754,201705754,2017,Kreis Gütersloh,37.9,Nordrhein-Westfalen,NW
5758,199505758,1995,Kreis Herford,106.60000000000001,Nordrhein-Westfalen,NW
5758,200005758,2000,Kreis Herford,42.6,Nordrhein-Westfalen,NW
5758,200505758,2005,Kreis Herford,2.9000000000000004,Nordrhein-Westfalen,NW
5758,200905758,2009,Kreis Herford,-23.0,Nordrhein-Westfalen,NW
5758,201305758,2013,Kreis Herford,27.1,Nordrhein-Westfalen,NW
5758,201705758,2017,Kreis Herford,47.0,Nordrhein-Westfalen,NW
5762,199505762,1995,Kreis Höxter,60.0,Nordrhein-Westfalen,NW
5762,200005762,2000,Kreis Höxter,9.4,Nordrhein-Westfalen,NW
5762,200505762,2005,Kreis Höxter,-33.4,Nordrhein-Westfalen,NW
5762,200905762,2009,Kreis Höxter,-53.300000000000004,Nordrhein-Westfalen,NW
5762,201305762,2013,Kreis Höxter,-17.2,Nordrhein-Westfalen,NW
5762,201705762,2017,Kreis Höxter,-13.8,Nordrhein-Westfalen,NW
5766,199505766,1995,Kreis Lippe,115.80000000000001,Nordrhein-Westfalen,NW
5766,200005766,2000,Kreis Lippe,8.8,Nordrhein-Westfalen,NW
5766,200505766,2005,Kreis Lippe,-28.5,Nordrhein-Westfalen,NW
5766,200905766,2009,Kreis Lippe,-32.300000000000004,Nordrhein-Westfalen,NW
5766,201305766,2013,Kreis Lippe,-3.3000000000000003,Nordrhein-Westfalen,NW
5766,201705766,2017,Kreis Lippe,27.200000000000003,Nordrhein-Westfalen,NW
5770,199505770,1995,Kreis Minden-Lübbecke,143.0,Nordrhein-Westfalen,NW
5770,200005770,2000,Kreis Minden-Lübbecke,26.200000000000003,Nordrhein-Westfalen,NW
5770,200505770,2005,Kreis Minden-Lübbecke,-6.7,Nordrhein-Westfalen,NW
5770,200905770,2009,Kreis Minden-Lübbecke,-28.6,Nordrhein-Westfalen,NW
5770,201305770,2013,Kreis Minden-Lübbecke,14.9,Nordrhein-Westfalen,NW
5770,201705770,2017,Kreis Minden-Lübbecke,6.4,Nordrhein-Westfalen,NW
5774,199505774,1995,Kreis Paderborn,164.20000000000002,Nordrhein-Westfalen,NW
5774,200005774,2000,Kreis Paderborn,45.0,Nordrhein-Westfalen,NW
5774,200505774,2005,Kreis Paderborn,19.0,Nordrhein-Westfalen,NW
5774,200905774,2009,Kreis Paderborn,-4.6000000000000005,Nordrhein-Westfalen,NW
5774,201305774,2013,Kreis Paderborn,14.100000000000001,Nordrhein-Westfalen,NW
5774,201705774,2017,Kreis Paderborn,-8.4,Nordrhein-Westfalen,NW
5911,199505911,1995,Bochum,19.6,Nordrhein-Westfalen,NW
5911,200005911,2000,Bochum,-8.700000000000001,Nordrhein-Westfalen,NW
5911,200505911,2005,Bochum,-26.0,Nordrhein-Westfalen,NW
5911,200905911,2009,Bochum,-16.2,Nordrhein-Westfalen,NW
5911,201305911,2013,Bochum,26.1,Nordrhein-Westfalen,NW
5911,201705911,2017,Bochum,51.300000000000004,Nordrhein-Westfalen,NW
5913,199505913,1995,Dortmund,-11.3,Nordrhein-Westfalen,NW
5913,200005913,2000,Dortmund,6.2,Nordrhein-Westfalen,NW
5913,200505913,2005,Dortmund,23.200000000000003,Nordrhein-Westfalen,NW
5913,200905913,2009,Dortmund,-19.8,Nordrhein-Westfalen,NW
5913,201305913,2013,Dortmund,88.7,Nordrhein-Westfalen,NW
5913,201705913,2017,Dortmund,32.5,Nordrhein-Westfalen,NW
5914,199505914,1995,Hagen,-62.5,Nordrhein-Westfalen,NW
5914,200005914,2000,Hagen,-77.5,Nordrhein-Westfalen,NW
5914,200505914,2005,Hagen,-54.5,Nordrhein-Westfalen,NW
5914,200905914,2009,Hagen,-61.0,Nordrhein-Westfalen,NW
5914,201305914,2013,Hagen,31.5,Nordrhein-Westfalen,NW
5914,201705914,2017,Hagen,4.3,Nordrhein-Westfalen,NW
5915,199505915,1995,Hamm,-37.0,Nordrhein-Westfalen,NW
5915,200005915,2000,Hamm,32.0,Nordrhein-Westfalen,NW
5915,200505915,2005,Hamm,-16.7,Nordrhein-Westfalen,NW
5915,200905915,2009,Hamm,-12.200000000000001,Nordrhein-Westfalen,NW
5915,201305915,2013,Hamm,3.0,Nordrhein-Westfalen,NW
5915,201705915,2017,Hamm,-9.3,Nordrhein-Westfalen,NW
5916,199505916,1995,Herne,25.1,Nordrhein-Westfalen,NW
5916,200005916,2000,Herne,-33.5,Nordrhein-Westfalen,NW
5916,200505916,2005,Herne,-9.4,Nordrhein-Westfalen,NW
5916,200905916,2009,Herne,-25.0,Nordrhein-Westfalen,NW
5916,201305916,2013,Herne,50.7,Nordrhein-Westfalen,NW
5916,201705916,2017,Herne,21.400000000000002,Nordrhein-Westfalen,NW
5954,199505954,1995,Ennepe-Ruhr-Kreis,12.5,Nordrhein-Westfalen,NW
5954,200005954,2000,Ennepe-Ruhr-Kreis,11.700000000000001,Nordrhein-Westfalen,NW
5954,200505954,2005,Ennepe-Ruhr-Kreis,-15.8,Nordrhein-Westfalen,NW
5954,200905954,2009,Ennepe-Ruhr-Kreis,-13.8,Nordrhein-Westfalen,NW
5954,201305954,2013,Ennepe-Ruhr-Kreis,12.200000000000001,Nordrhein-Westfalen,NW
5954,201705954,2017,Ennepe-Ruhr-Kreis,21.700000000000003,Nordrhein-Westfalen,NW
5958,199505958,1995,Hochsauerlandkreis,85.2,Nordrhein-Westfalen,NW
5958,200005958,2000,Hochsauerlandkreis,-44.2,Nordrhein-Westfalen,NW
5958,200505958,2005,Hochsauerlandkreis,-1.1,Nordrhein-Westfalen,NW
5958,200905958,2009,Hochsauerlandkreis,-40.0,Nordrhein-Westfalen,NW
5958,201305958,2013,Hochsauerlandkreis,-23.0,Nordrhein-Westfalen,NW
5958,201705958,2017,Hochsauerlandkreis,11.9,Nordrhein-Westfalen,NW
5962,199505962,1995,Märkischer Kreis,70.4,Nordrhein-Westfalen,NW
5962,200005962,2000,Märkischer Kreis,-41.2,Nordrhein-Westfalen,NW
5962,200505962,2005,Märkischer Kreis,-38.0,Nordrhein-Westfalen,NW
5962,200905962,2009,Märkischer Kreis,-54.800000000000004,Nordrhein-Westfalen,NW
5962,201305962,2013,Märkischer Kreis,-49.6,Nordrhein-Westfalen,NW
5962,201705962,2017,Märkischer Kreis,-12.200000000000001,Nordrhein-Westfalen,NW
5966,199505966,1995,Kreis Olpe,69.2,Nordrhein-Westfalen,NW
5966,200005966,2000,Kreis Olpe,1.4000000000000001,Nordrhein-Westfalen,NW
5966,200505966,2005,Kreis Olpe,-21.5,Nordrhein-Westfalen,NW
5966,200905966,2009,Kreis Olpe,-41.800000000000004,Nordrhein-Westfalen,NW
5966,201305966,2013,Kreis Olpe,-14.700000000000001,Nordrhein-Westfalen,NW
5966,201705966,2017,Kreis Olpe,-3.6,Nordrhein-Westfalen,NW
5970,199505970,1995,Kreis Siegen-Wittgenstein,29.3,Nordrhein-Westfalen,NW
5970,200005970,2000,Kreis Siegen-Wittgenstein,-23.8,Nordrhein-Westfalen,NW
5970,200505970,2005,Kreis Siegen-Wittgenstein,-28.700000000000003,Nordrhein-Westfalen,NW
5970,200905970,2009,Kreis Siegen-Wittgenstein,-35.1,Nordrhein-Westfalen,NW
5970,201305970,2013,Kreis Siegen-Wittgenstein,10.4,Nordrhein-Westfalen,NW
5970,201705970,2017,Kreis Siegen-Wittgenstein,21.5,Nordrhein-Westfalen,NW
5974,199505974,1995,Kreis Soest,131.70000000000002,Nordrhein-Westfalen,NW
5974,200005974,2000,Kreis Soest,14.700000000000001,Nordrhein-Westfalen,NW
5974,200505974,2005,Kreis Soest,12.0,Nordrhein-Westfalen,NW
