,YearSchluessel,Year,Stadt-/Landkreis,BIP je Erwerbstätigen in EUR,Veränderung des BIP zum Vorjahr in %,BIP je Einwohner in EUR,LAND_NAME,LAND_ABK
3457,200503457,2005,Landkreis Leer,52578.0,4.4,18748.0,Niedersachsen,NI
3457,200903457,2009,Landkreis Leer,56995.0,0.30000000000000004,23477.0,Niedersachsen,NI
3457,201303457,2013,Landkreis Leer,63691.0,7.4,27007.0,Niedersachsen,NI
3457,201603457,2016,Landkreis Leer,64124.0,0.2,27338.0,Niedersachsen,NI
3458,200003458,2000,Landkreis Oldenburg (Land),46148.0,,16450.0,Niedersachsen,NI
3458,200503458,2005,Landkreis Oldenburg (Land),48603.0,-0.8,16536.0,Niedersachsen,NI
3458,200903458,2009,Landkreis Oldenburg (Land),48173.0,-8.4,17635.0,Niedersachsen,NI
3458,201303458,2013,Landkreis Oldenburg (Land),54999.0,6.9,21462.0,Niedersachsen,NI
3458,201603458,2016,Landkreis Oldenburg (Land),58450.0,1.2000000000000002,22689.0,Niedersachsen,NI
3459,200003459,2000,Landkreis Osnabrück (Land),45288.0,,17966.0,Niedersachsen,NI
3459,200503459,2005,Landkreis Osnabrück (Land),51097.0,3.1,20304.0,Niedersachsen,NI
3459,200903459,2009,Landkreis Osnabrück (Land),51269.0,-6.7,21739.0,Niedersachsen,NI
3459,201303459,2013,Landkreis Osnabrück (Land),57655.0,4.1000000000000005,26514.0,Niedersachsen,NI
3459,201603459,2016,Landkreis Osnabrück (Land),60515.0,2.6,28717.0,Niedersachsen,NI
3460,200003460,2000,Landkreis Vechta,48126.0,,25859.0,Niedersachsen,NI
3460,200503460,2005,Landkreis Vechta,51067.0,2.2,28542.0,Niedersachsen,NI
3460,200903460,2009,Landkreis Vechta,51411.0,-5.2,31788.0,Niedersachsen,NI
3460,201303460,2013,Landkreis Vechta,60773.0,7.300000000000001,41268.0,Niedersachsen,NI
3460,201603460,2016,Landkreis Vechta,63171.0,2.2,42430.0,Niedersachsen,NI
3461,200003461,2000,Landkreis Wesermarsch,59046.0,,23183.0,Niedersachsen,NI
3461,200503461,2005,Landkreis Wesermarsch,70071.0,9.5,26569.0,Niedersachsen,NI
3461,200903461,2009,Landkreis Wesermarsch,73464.0,-5.6000000000000005,30340.0,Niedersachsen,NI
3461,201303461,2013,Landkreis Wesermarsch,67459.0,-9.8,29393.0,Niedersachsen,NI
3461,201603461,2016,Landkreis Wesermarsch,78001.0,8.8,34866.0,Niedersachsen,NI
3462,200003462,2000,Landkreis Wittmund,39556.0,,15575.0,Niedersachsen,NI
3462,200503462,2005,Landkreis Wittmund,43054.0,-0.5,16442.0,Niedersachsen,NI
3462,200903462,2009,Landkreis Wittmund,44127.0,1.5,18622.0,Niedersachsen,NI
3462,201303462,2013,Landkreis Wittmund,52601.0,-1.6,22636.0,Niedersachsen,NI
3462,201603462,2016,Landkreis Wittmund,58345.0,6.2,25043.0,Niedersachsen,NI
4011,200004011,2000,Bremen,58399.0,,36116.0,Bremen,HB
4011,200504011,2005,Bremen,65382.0,0.9,40148.0,Bremen,HB
4011,200904011,2009,Bremen,63826.0,-10.9,39608.0,Bremen,HB
4011,201304011,2013,Bremen,73491.0,1.8,46699.0,Bremen,HB
4011,201604011,2016,Bremen,77774.0,1.3,49439.0,Bremen,HB
4012,200004012,2000,Bremerhaven,48123.0,,24658.0,Bremen,HB
4012,200504012,2005,Bremerhaven,55920.0,6.9,29174.0,Bremen,HB
4012,200904012,2009,Bremerhaven,54437.0,4.2,33189.0,Bremen,HB
4012,201304012,2013,Bremerhaven,52906.0,-4.2,33143.0,Bremen,HB
4012,201604012,2016,Bremerhaven,62873.0,14.700000000000001,37802.0,Bremen,HB
5111,200005111,2000,Düsseldorf,74731.0,,60316.0,Nordrhein-Westfalen,NW
5111,200505111,2005,Düsseldorf,82161.0,0.2,65829.0,Nordrhein-Westfalen,NW
5111,200905111,2009,Düsseldorf,83755.0,-6.300000000000001,70796.0,Nordrhein-Westfalen,NW
5111,201305111,2013,Düsseldorf,88179.0,5.1000000000000005,74812.0,Nordrhein-Westfalen,NW
5111,201605111,2016,Düsseldorf,93054.0,3.2,79619.0,Nordrhein-Westfalen,NW
5112,200005112,2000,Duisburg,57409.0,,24755.0,Nordrhein-Westfalen,NW
5112,200505112,2005,Duisburg,66982.0,4.1000000000000005,28850.0,Nordrhein-Westfalen,NW
5112,200905112,2009,Duisburg,65700.0,-9.3,29907.0,Nordrhein-Westfalen,NW
5112,201305112,2013,Duisburg,71471.0,-1.7000000000000002,32900.0,Nordrhein-Westfalen,NW
5112,201605112,2016,Duisburg,73774.0,-0.5,33634.0,Nordrhein-Westfalen,NW
5113,200005113,2000,Essen,56808.0,,30019.0,Nordrhein-Westfalen,NW
5113,200505113,2005,Essen,61833.0,-3.2,32188.0,Nordrhein-Westfalen,NW
5113,200905113,2009,Essen,73293.0,-0.1,40604.0,Nordrhein-Westfalen,NW
5113,201305113,2013,Essen,71218.0,0.6000000000000001,40377.0,Nordrhein-Westfalen,NW
5113,201605113,2016,Essen,73327.0,0.30000000000000004,41512.0,Nordrhein-Westfalen,NW
5114,200005114,2000,Krefeld,58969.0,,31313.0,Nordrhein-Westfalen,NW
5114,200505114,2005,Krefeld,67131.0,-1.3,35036.0,Nordrhein-Westfalen,NW
5114,200905114,2009,Krefeld,63948.0,-9.4,33921.0,Nordrhein-Westfalen,NW
5114,201305114,2013,Krefeld,66786.0,-1.9000000000000001,35768.0,Nordrhein-Westfalen,NW
5114,201605114,2016,Krefeld,70636.0,3.7,37399.0,Nordrhein-Westfalen,NW
5116,200005116,2000,Mönchengladbach,49182.0,,23295.0,Nordrhein-Westfalen,NW
5116,200505116,2005,Mönchengladbach,52669.0,1.3,24385.0,Nordrhein-Westfalen,NW
5116,200905116,2009,Mönchengladbach,54962.0,-3.8000000000000003,26566.0,Nordrhein-Westfalen,NW
5116,201305116,2013,Mönchengladbach,59187.0,0.30000000000000004,29910.0,Nordrhein-Westfalen,NW
5116,201605116,2016,Mönchengladbach,65320.0,5.1000000000000005,33442.0,Nordrhein-Westfalen,NW
5117,200005117,2000,Mülheim an der Ruhr,52969.0,,24300.0,Nordrhein-Westfalen,NW
5117,200505117,2005,Mülheim an der Ruhr,62350.0,9.4,28617.0,Nordrhein-Westfalen,NW
5117,200905117,2009,Mülheim an der Ruhr,67931.0,-5.300000000000001,33112.0,Nordrhein-Westfalen,NW
5117,201305117,2013,Mülheim an der Ruhr,66170.0,-4.9,32598.0,Nordrhein-Westfalen,NW
5117,201605117,2016,Mülheim an der Ruhr,69216.0,0.30000000000000004,33188.0,Nordrhein-Westfalen,NW
5119,200005119,2000,Oberhausen,47558.0,,19902.0,Nordrhein-Westfalen,NW
5119,200505119,2005,Oberhausen,52524.0,-0.7000000000000001,21838.0,Nordrhein-Westfalen,NW
5119,200905119,2009,Oberhausen,56126.0,0.5,23906.0,Nordrhein-Westfalen,NW
5119,201305119,2013,Oberhausen,60855.0,6.300000000000001,27193.0,Nordrhein-Westfalen,NW
5119,201605119,2016,Oberhausen,62304.0,-0.2,27769.0,Nordrhein-Westfalen,NW
5120,200005120,2000,Remscheid,49263.0,,26639.0,Nordrhein-Westfalen,NW
5120,200505120,2005,Remscheid,53082.0,0.0,27779.0,Nordrhein-Westfalen,NW
5120,200905120,2009,Remscheid,52653.0,-11.700000000000001,27908.0,Nordrhein-Westfalen,NW
5120,201305120,2013,Remscheid,61454.0,-1.1,33115.0,Nordrhein-Westfalen,NW
5120,201605120,2016,Remscheid,64649.0,1.7000000000000002,34736.0,Nordrhein-Westfalen,NW
5122,200005122,2000,Solingen,47459.0,,21542.0,Nordrhein-Westfalen,NW
5122,200505122,2005,Solingen,53632.0,3.5,23496.0,Nordrhein-Westfalen,NW
5122,200905122,2009,Solingen,54951.0,-7.4,24215.0,Nordrhein-Westfalen,NW
5122,201305122,2013,Solingen,62150.0,3.8000000000000003,28190.0,Nordrhein-Westfalen,NW
5122,201605122,2016,Solingen,68642.0,4.3,31277.0,Nordrhein-Westfalen,NW
5124,200005124,2000,Wuppertal,56460.0,,27980.0,Nordrhein-Westfalen,NW
5124,200505124,2005,Wuppertal,61799.0,1.3,28524.0,Nordrhein-Westfalen,NW
5124,200905124,2009,Wuppertal,64509.0,-2.1,30429.0,Nordrhein-Westfalen,NW
5124,201305124,2013,Wuppertal,68357.0,1.8,32858.0,Nordrhein-Westfalen,NW
5124,201605124,2016,Wuppertal,76275.0,5.4,37186.0,Nordrhein-Westfalen,NW
5154,200005154,2000,Kreis Kleve,41383.0,,17893.0,Nordrhein-Westfalen,NW
5154,200505154,2005,Kreis Kleve,45159.0,0.7000000000000001,19462.0,Nordrhein-Westfalen,NW
5154,200905154,2009,Kreis Kleve,52389.0,-3.9000000000000004,22954.0,Nordrhein-Westfalen,NW
5154,201305154,2013,Kreis Kleve,56416.0,4.9,26160.0,Nordrhein-Westfalen,NW
5154,201605154,2016,Kreis Kleve,60387.0,5.4,28744.0,Nordrhein-Westfalen,NW
5158,200005158,2000,Kreis Mettmann,56375.0,,26733.0,Nordrhein-Westfalen,NW
5158,200505158,2005,Kreis Mettmann,62834.0,5.0,30154.0,Nordrhein-Westfalen,NW
5158,200905158,2009,Kreis Mettmann,67516.0,-4.5,33811.0,Nordrhein-Westfalen,NW
5158,201305158,2013,Kreis Mettmann,69864.0,-0.9,35574.0,Nordrhein-Westfalen,NW
5158,201605158,2016,Kreis Mettmann,75280.0,4.1000000000000005,38941.0,Nordrhein-Westfalen,NW
5162,200005162,2000,Rhein-Kreis Neuss,61575.0,,25939.0,Nordrhein-Westfalen,NW
5162,200505162,2005,Rhein-Kreis Neuss,75508.0,0.6000000000000001,32048.0,Nordrhein-Westfalen,NW
5162,200905162,2009,Rhein-Kreis Neuss,78698.0,-1.6,34788.0,Nordrhein-Westfalen,NW
5162,201305162,2013,Rhein-Kreis Neuss,84645.0,0.6000000000000001,37992.0,Nordrhein-Westfalen,NW
5162,201605162,2016,Rhein-Kreis Neuss,88438.0,-0.1,39971.0,Nordrhein-Westfalen,NW
5166,200005166,2000,Kreis Viersen,49870.0,,20924.0,Nordrhein-Westfalen,NW
5166,200505166,2005,Kreis Viersen,53056.0,1.3,22188.0,Nordrhein-Westfalen,NW
5166,200905166,2009,Kreis Viersen,56842.0,-4.7,23691.0,Nordrhein-Westfalen,NW
5166,201305166,2013,Kreis Viersen,60341.0,1.8,25673.0,Nordrhein-Westfalen,NW
5166,201605166,2016,Kreis Viersen,65423.0,2.4000000000000004,28129.0,Nordrhein-Westfalen,NW
5170,200005170,2000,Kreis Wesel,46823.0,,17543.0,Nordrhein-Westfalen,NW
5170,200505170,2005,Kreis Wesel,51880.0,3.5,20072.0,Nordrhein-Westfalen,NW
5170,200905170,2009,Kreis Wesel,55953.0,-3.0,22613.0,Nordrhein-Westfalen,NW
5170,201305170,2013,Kreis Wesel,60963.0,3.3000000000000003,25867.0,Nordrhein-Westfalen,NW
5170,201605170,2016,Kreis Wesel,64173.0,2.2,27614.0,Nordrhein-Westfalen,NW
5314,200005314,2000,Bonn,78244.0,,57421.0,Nordrhein-Westfalen,NW
5314,200505314,2005,Bonn,82706.0,0.30000000000000004,59490.0,Nordrhein-Westfalen,NW
5314,200905314,2009,Bonn,97170.0,3.8000000000000003,74915.0,Nordrhein-Westfalen,NW
5314,201305314,2013,Bonn,96067.0,7.300000000000001,72755.0,Nordrhein-Westfalen,NW
5314,201605314,2016,Bonn,93858.0,6.2,71222.0,Nordrhein-Westfalen,NW
5315,200005315,2000,Köln,66387.0,,43505.0,Nordrhein-Westfalen,NW
5315,200505315,2005,Köln,70112.0,-1.4000000000000001,45390.0,Nordrhein-Westfalen,NW
5315,200905315,2009,Köln,71828.0,-0.1,48507.0,Nordrhein-Westfalen,NW
5315,201305315,2013,Köln,75324.0,3.6,51994.0,Nordrhein-Westfalen,NW
5315,201605315,2016,Köln,85127.0,2.2,59407.0,Nordrhein-Westfalen,NW
5316,200005316,2000,Leverkusen,88519.0,,43251.0,Nordrhein-Westfalen,NW
5316,200505316,2005,Leverkusen,87709.0,-4.7,42554.0,Nordrhein-Westfalen,NW
5316,200905316,2009,Leverkusen,77738.0,-8.6,38082.0,Nordrhein-Westfalen,NW
5316,201305316,2013,Leverkusen,80690.0,-5.1000000000000005,41989.0,Nordrhein-Westfalen,NW
5316,201605316,2016,Leverkusen,92903.0,5.800000000000001,46572.0,Nordrhein-Westfalen,NW
5334,200005334,2000,Aachen,51089.0,,25990.0,Nordrhein-Westfalen,NW
5334,200505334,2005,Aachen,54415.0,-0.9,26898.0,Nordrhein-Westfalen,NW
5334,200905334,2009,Aachen,57349.0,-2.4000000000000004,29207.0,Nordrhein-Westfalen,NW
5334,201305334,2013,Aachen,60587.0,-1.2000000000000002,32248.0,Nordrhein-Westfalen,NW
5334,201605334,2016,Aachen,68162.0,4.800000000000001,37124.0,Nordrhein-Westfalen,NW
5354,200005354,2000,Kreis Aachen,,,,Nordrhein-Westfalen,NW
5354,200505354,2005,Kreis Aachen,,,,Nordrhein-Westfalen,NW
5354,200905354,2009,Kreis Aachen,,,,Nordrhein-Westfalen,NW
5354,201305354,2013,Kreis Aachen,,,,Nordrhein-Westfalen,NW
5354,201605354,2016,Kreis Aachen,,,,Nordrhein-Westfalen,NW
5358,200005358,2000,Kreis Düren,50622.0,,20814.0,Nordrhein-Westfalen,NW
5358,200505358,2005,Kreis Düren,51919.0,0.30000000000000004,21242.0,Nordrhein-Westfalen,NW
5358,200905358,2009,Kreis Düren,55472.0,-3.9000000000000004,23638.0,Nordrhein-Westfalen,NW
5358,201305358,2013,Kreis Düren,58528.0,1.5,26233.0,Nordrhein-Westfalen,NW
5358,201605358,2016,Kreis Düren,61611.0,3.6,28004.0,Nordrhein-Westfalen,NW
5362,200005362,2000,Rhein-Erft-Kreis,60009.0,,23272.0,Nordrhein-Westfalen,NW
5362,200505362,2005,Rhein-Erft-Kreis,67731.0,2.1,25969.0,Nordrhein-Westfalen,NW
5362,200905362,2009,Rhein-Erft-Kreis,69816.0,-0.9,28190.0,Nordrhein-Westfalen,NW
5362,201305362,2013,Rhein-Erft-Kreis,75397.0,1.5,31891.0,Nordrhein-Westfalen,NW
5362,201605362,2016,Rhein-Erft-Kreis,83560.0,3.6,35213.0,Nordrhein-Westfalen,NW
5366,200005366,2000,Kreis Euskirchen,49401.0,,19236.0,Nordrhein-Westfalen,NW
5366,200505366,2005,Kreis Euskirchen,55403.0,0.5,21245.0,Nordrhein-Westfalen,NW
5366,200905366,2009,Kreis Euskirchen,54667.0,-6.9,21685.0,Nordrhein-Westfalen,NW
5366,201305366,2013,Kreis Euskirchen,58072.0,3.5,24517.0,Nordrhein-Westfalen,NW
5366,201605366,2016,Kreis Euskirchen,60520.0,6.6000000000000005,26182.0,Nordrhein-Westfalen,NW
5370,200005370,2000,Kreis Heinsberg,44262.0,,15757.0,Nordrhein-Westfalen,NW
5370,200505370,2005,Kreis Heinsberg,48694.0,3.9000000000000004,17598.0,Nordrhein-Westfalen,NW
5370,200905370,2009,Kreis Heinsberg,49503.0,-2.8000000000000003,18660.0,Nordrhein-Westfalen,NW
5370,201305370,2013,Kreis Heinsberg,54745.0,4.1000000000000005,22455.0,Nordrhein-Westfalen,NW
5370,201605370,2016,Kreis Heinsberg,58830.0,4.2,24456.0,Nordrhein-Westfalen,NW
5374,200005374,2000,Oberbergischer Kreis,51249.0,,23346.0,Nordrhein-Westfalen,NW
5374,200505374,2005,Oberbergischer Kreis,54656.0,3.2,24772.0,Nordrhein-Westfalen,NW
5374,200905374,2009,Oberbergischer Kreis,55219.0,-10.4,26083.0,Nordrhein-Westfalen,NW
5374,201305374,2013,Oberbergischer Kreis,62281.0,1.6,31237.0,Nordrhein-Westfalen,NW
5374,201605374,2016,Oberbergischer Kreis,67459.0,3.3000000000000003,35027.0,Nordrhein-Westfalen,NW
5378,200005378,2000,Rheinisch-Bergischer Kreis,53153.0,,19610.0,Nordrhein-Westfalen,NW
5378,200505378,2005,Rheinisch-Bergischer Kreis,55245.0,4.9,20362.0,Nordrhein-Westfalen,NW
5378,200905378,2009,Rheinisch-Bergischer Kreis,54105.0,-2.3000000000000003,20719.0,Nordrhein-Westfalen,NW
5378,201305378,2013,Rheinisch-Bergischer Kreis,58327.0,1.7000000000000002,23024.0,Nordrhein-Westfalen,NW
5378,201605378,2016,Rheinisch-Bergischer Kreis,64070.0,5.0,25661.0,Nordrhein-Westfalen,NW
5382,200005382,2000,Rhein-Sieg-Kreis,53151.0,,19372.0,Nordrhein-Westfalen,NW
5382,200505382,2005,Rhein-Sieg-Kreis,57913.0,3.1,21278.0,Nordrhein-Westfalen,NW
5382,200905382,2009,Rhein-Sieg-Kreis,60462.0,-3.0,23211.0,Nordrhein-Westfalen,NW
5382,201305382,2013,Rhein-Sieg-Kreis,70233.0,4.2,27309.0,Nordrhein-Westfalen,NW
5382,201605382,2016,Rhein-Sieg-Kreis,68861.0,-1.2000000000000002,27570.0,Nordrhein-Westfalen,NW
5512,200005512,2000,Bottrop,38932.0,,15147.0,Nordrhein-Westfalen,NW
5512,200505512,2005,Bottrop,41912.0,8.0,16356.0,Nordrhein-Westfalen,NW
5512,200905512,2009,Bottrop,44762.0,-4.9,18518.0,Nordrhein-Westfalen,NW
5512,201305512,2013,Bottrop,48563.0,-2.9000000000000004,20293.0,Nordrhein-Westfalen,NW
5512,201605512,2016,Bottrop,52237.0,3.9000000000000004,21229.0,Nordrhein-Westfalen,NW
5513,200005513,2000,Gelsenkirchen,56166.0,,22131.0,Nordrhein-Westfalen,NW
5513,200505513,2005,Gelsenkirchen,58900.0,1.6,23380.0,Nordrhein-Westfalen,NW
5513,200905513,2009,Gelsenkirchen,61506.0,-5.5,25889.0,Nordrhein-Westfalen,NW
5513,201305513,2013,Gelsenkirchen,67101.0,-0.30000000000000004,29196.0,Nordrhein-Westfalen,NW
5513,201605513,2016,Gelsenkirchen,67780.0,1.8,29284.0,Nordrhein-Westfalen,NW
5515,200005515,2000,Münster,67644.0,,46444.0,Nordrhein-Westfalen,NW
5515,200505515,2005,Münster,75753.0,1.8,52235.0,Nordrhein-Westfalen,NW
5515,200905515,2009,Münster,72913.0,-11.8,52381.0,Nordrhein-Westfalen,NW
5515,201305515,2013,Münster,74637.0,3.9000000000000004,53283.0,Nordrhein-Westfalen,NW
5515,201605515,2016,Münster,79213.0,3.6,56612.0,Nordrhein-Westfalen,NW
5554,200005554,2000,Kreis Borken,44676.0,,22525.0,Nordrhein-Westfalen,NW
5554,200505554,2005,Kreis Borken,49320.0,2.7,23728.0,Nordrhein-Westfalen,NW
5554,200905554,2009,Kreis Borken,53103.0,-3.0,26699.0,Nordrhein-Westfalen,NW
5554,201305554,2013,Kreis Borken,58392.0,2.7,31683.0,Nordrhein-Westfalen,NW
5554,201605554,2016,Kreis Borken,63388.0,3.6,35343.0,Nordrhein-Westfalen,NW
5558,200005558,2000,Kreis Coesfeld,44954.0,,18805.0,Nordrhein-Westfalen,NW
5558,200505558,2005,Kreis Coesfeld,49848.0,3.4000000000000004,20228.0,Nordrhein-Westfalen,NW
5558,200905558,2009,Kreis Coesfeld,51755.0,-0.2,21758.0,Nordrhein-Westfalen,NW
5558,201305558,2013,Kreis Coesfeld,57021.0,1.4000000000000001,24962.0,Nordrhein-Westfalen,NW
5558,201605558,2016,Kreis Coesfeld,60922.0,5.800000000000001,27375.0,Nordrhein-Westfalen,NW
5562,200005562,2000,Kreis Recklinghausen,42002.0,,15666.0,Nordrhein-Westfalen,NW
5562,200505562,2005,Kreis Recklinghausen,50432.0,-0.30000000000000004,18593.0,Nordrhein-Westfalen,NW
5562,200905562,2009,Kreis Recklinghausen,55496.0,-1.8,21047.0,Nordrhein-Westfalen,NW
5562,201305562,2013,Kreis Recklinghausen,60428.0,0.9,23760.0,Nordrhein-Westfalen,NW
5562,201605562,2016,Kreis Recklinghausen,62862.0,-0.1,24482.0,Nordrhein-Westfalen,NW
5566,200005566,2000,Kreis Steinfurt,45373.0,,20026.0,Nordrhein-Westfalen,NW
5566,200505566,2005,Kreis Steinfurt,49419.0,3.1,21752.0,Nordrhein-Westfalen,NW
5566,200905566,2009,Kreis Steinfurt,50818.0,-4.9,23775.0,Nordrhein-Westfalen,NW
5566,201305566,2013,Kreis Steinfurt,56881.0,1.5,27764.0,Nordrhein-Westfalen,NW
5566,201605566,2016,Kreis Steinfurt,62158.0,4.4,30965.0,Nordrhein-Westfalen,NW
5570,200005570,2000,Kreis Warendorf,45059.0,,21095.0,Nordrhein-Westfalen,NW
5570,200505570,2005,Kreis Warendorf,51939.0,0.7000000000000001,22310.0,Nordrhein-Westfalen,NW
5570,200905570,2009,Kreis Warendorf,55310.0,-1.4000000000000001,25106.0,Nordrhein-Westfalen,NW
5570,201305570,2013,Kreis Warendorf,62282.0,3.4000000000000004,28906.0,Nordrhein-Westfalen,NW
5570,201605570,2016,Kreis Warendorf,65081.0,4.800000000000001,30605.0,Nordrhein-Westfalen,NW
5711,200005711,2000,Bielefeld,48790.0,,27384.0,Nordrhein-Westfalen,NW
5711,200505711,2005,Bielefeld,52883.0,2.9000000000000004,28777.0,Nordrhein-Westfalen,NW
5711,200905711,2009,Bielefeld,55663.0,-2.2,31358.0,Nordrhein-Westfalen,NW
5711,201305711,2013,Bielefeld,60655.0,3.2,35622.0,Nordrhein-Westfalen,NW
5711,201605711,2016,Bielefeld,63554.0,3.3000000000000003,38588.0,Nordrhein-Westfalen,NW
5754,200005754,2000,Kreis Gütersloh,56998.0,,30687.0,Nordrhein-Westfalen,NW
5754,200505754,2005,Kreis Gütersloh,62177.0,2.7,32784.0,Nordrhein-Westfalen,NW
5754,200905754,2009,Kreis Gütersloh,65701.0,-3.5,36493.0,Nordrhein-Westfalen,NW
5754,201305754,2013,Kreis Gütersloh,74419.0,4.0,43411.0,Nordrhein-Westfalen,NW
5754,201605754,2016,Kreis Gütersloh,76921.0,4.2,46025.0,Nordrhein-Westfalen,NW
5758,200005758,2000,Kreis Herford,51436.0,,24691.0,Nordrhein-Westfalen,NW
5758,200505758,2005,Kreis Herford,56485.0,1.9000000000000001,26261.0,Nordrhein-Westfalen,NW
5758,200905758,2009,Kreis Herford,56509.0,-3.0,26499.0,Nordrhein-Westfalen,NW
5758,201305758,2013,Kreis Herford,61083.0,4.4,30547.0,Nordrhein-Westfalen,NW
5758,201605758,2016,Kreis Herford,65808.0,2.6,32884.0,Nordrhein-Westfalen,NW
5762,200005762,2000,Kreis Höxter,44765.0,,18694.0,Nordrhein-Westfalen,NW
5762,200505762,2005,Kreis Höxter,47826.0,0.30000000000000004,19494.0,Nordrhein-Westfalen,NW
5762,200905762,2009,Kreis Höxter,50694.0,-2.3000000000000003,21372.0,Nordrhein-Westfalen,NW
5762,201305762,2013,Kreis Höxter,56033.0,2.2,24687.0,Nordrhein-Westfalen,NW
5762,201605762,2016,Kreis Höxter,59421.0,0.30000000000000004,26719.0,Nordrhein-Westfalen,NW
5766,200005766,2000,Kreis Lippe,48032.0,,21064.0,Nordrhein-Westfalen,NW
5766,200505766,2005,Kreis Lippe,51896.0,2.4000000000000004,21800.0,Nordrhein-Westfalen,NW
5766,200905766,2009,Kreis Lippe,52809.0,-6.300000000000001,22942.0,Nordrhein-Westfalen,NW
5766,201305766,2013,Kreis Lippe,59580.0,2.3000000000000003,27154.0,Nordrhein-Westfalen,NW
5766,201605766,2016,Kreis Lippe,64553.0,2.1,29139.0,Nordrhein-Westfalen,NW
5770,200005770,2000,Kreis Minden-Lübbecke,54519.0,,27129.0,Nordrhein-Westfalen,NW
5770,200505770,2005,Kreis Minden-Lübbecke,58909.0,4.4,28652.0,Nordrhein-Westfalen,NW
5770,200905770,2009,Kreis Minden-Lübbecke,60887.0,-4.9,30710.0,Nordrhein-Westfalen,NW
5770,201305770,2013,Kreis Minden-Lübbecke,68120.0,2.5,36136.0,Nordrhein-Westfalen,NW
5770,201605770,2016,Kreis Minden-Lübbecke,75242.0,4.2,40298.0,Nordrhein-Westfalen,NW
5774,200005774,2000,Kreis Paderborn,48593.0,,23923.0,Nordrhein-Westfalen,NW
5774,200505774,2005,Kreis Paderborn,52961.0,2.3000000000000003,25258.0,Nordrhein-Westfalen,NW
5774,200905774,2009,Kreis Paderborn,55718.0,-4.7,28677.0,Nordrhein-Westfalen,NW
5774,201305774,2013,Kreis Paderborn,60502.0,2.9000000000000004,32060.0,Nordrhein-Westfalen,NW
5774,201605774,2016,Kreis Paderborn,66444.0,5.6000000000000005,35215.0,Nordrhein-Westfalen,NW
5911,200005911,2000,Bochum,50851.0,,24833.0,Nordrhein-Westfalen,NW
5911,200505911,2005,Bochum,52342.0,0.7000000000000001,24948.0,Nordrhein-Westfalen,NW
5911,200905911,2009,Bochum,54012.0,-3.2,26557.0,Nordrhein-Westfalen,NW
5911,201305911,2013,Bochum,59262.0,4.5,30385.0,Nordrhein-Westfalen,NW
5911,201605911,2016,Bochum,64636.0,3.8000000000000003,32596.0,Nordrhein-Westfalen,NW
5913,200005913,2000,Dortmund,50335.0,,24221.0,Nordrhein-Westfalen,NW
5913,200505913,2005,Dortmund,59017.0,2.5,29266.0,Nordrhein-Westfalen,NW
5913,200905913,2009,Dortmund,57828.0,-1.5,30768.0,Nordrhein-Westfalen,NW
5913,201305913,2013,Dortmund,62363.0,0.7000000000000001,34172.0,Nordrhein-Westfalen,NW
5913,201605913,2016,Dortmund,68745.0,3.4000000000000004,36781.0,Nordrhein-Westfalen,NW
5914,200005914,2000,Hagen,48966.0,,25240.0,Nordrhein-Westfalen,NW
5914,200505914,2005,Hagen,53516.0,4.2,26754.0,Nordrhein-Westfalen,NW
5914,200905914,2009,Hagen,54902.0,-9.4,28206.0,Nordrhein-Westfalen,NW
5914,201305914,2013,Hagen,60787.0,-0.7000000000000001,31901.0,Nordrhein-Westfalen,NW
5914,201605914,2016,Hagen,63608.0,1.0,33048.0,Nordrhein-Westfalen,NW
5915,200005915,2000,Hamm,43499.0,,18554.0,Nordrhein-Westfalen,NW
5915,200505915,2005,Hamm,50046.0,3.5,21450.0,Nordrhein-Westfalen,NW
5915,200905915,2009,Hamm,55842.0,-3.5,25103.0,Nordrhein-Westfalen,NW
5915,201305915,2013,Hamm,59235.0,0.30000000000000004,26723.0,Nordrhein-Westfalen,NW
5915,201605915,2016,Hamm,61800.0,2.5,28101.0,Nordrhein-Westfalen,NW
5916,200005916,2000,Herne,37624.0,,15836.0,Nordrhein-Westfalen,NW
5916,200505916,2005,Herne,44256.0,2.0,17847.0,Nordrhein-Westfalen,NW
5916,200905916,2009,Herne,47990.0,-8.5,20302.0,Nordrhein-Westfalen,NW
5916,201305916,2013,Herne,54242.0,-0.4,22391.0,Nordrhein-Westfalen,NW
5916,201605916,2016,Herne,57963.0,0.4,22918.0,Nordrhein-Westfalen,NW
5954,200005954,2000,Ennepe-Ruhr-Kreis,48871.0,,20634.0,Nordrhein-Westfalen,NW
5954,200505954,2005,Ennepe-Ruhr-Kreis,54431.0,1.2000000000000002,22483.0,Nordrhein-Westfalen,NW
5954,200905954,2009,Ennepe-Ruhr-Kreis,56709.0,-7.2,24591.0,Nordrhein-Westfalen,NW
5954,201305954,2013,Ennepe-Ruhr-Kreis,63350.0,1.4000000000000001,28112.0,Nordrhein-Westfalen,NW
5954,201605954,2016,Ennepe-Ruhr-Kreis,66256.0,1.8,29803.0,Nordrhein-Westfalen,NW
5958,200005958,2000,Hochsauerlandkreis,46414.0,,23251.0,Nordrhein-Westfalen,NW
5958,200505958,2005,Hochsauerlandkreis,49794.0,0.6000000000000001,24347.0,Nordrhein-Westfalen,NW
5958,200905958,2009,Hochsauerlandkreis,51966.0,-3.0,26823.0,Nordrhein-Westfalen,NW
