,YearSchluessel,Year,Stadt-/Landkreis,Beschäftigtenquote Männer in %,Beschäftigtenquote Frauen in %,Index Beschäftigtenquote,LAND_NAME,LAND_ABK
5512,200905512,2009,Bottrop,54.1,40.800000000000004,75.3,Nordrhein-Westfalen,NW
5513,201705513,2017,Gelsenkirchen,51.800000000000004,42.1,81.30000000000001,Nordrhein-Westfalen,NW
5513,201305513,2013,Gelsenkirchen,50.1,38.6,77.0,Nordrhein-Westfalen,NW
5513,200905513,2009,Gelsenkirchen,49.0,36.2,73.9,Nordrhein-Westfalen,NW
5515,201705515,2017,Münster,53.7,49.5,92.10000000000001,Nordrhein-Westfalen,NW
5515,201305515,2013,Münster,51.2,47.400000000000006,92.5,Nordrhein-Westfalen,NW
5515,200905515,2009,Münster,51.0,45.800000000000004,89.7,Nordrhein-Westfalen,NW
5554,201705554,2017,Kreis Borken,66.8,52.2,78.10000000000001,Nordrhein-Westfalen,NW
5554,201305554,2013,Kreis Borken,63.800000000000004,46.1,72.3,Nordrhein-Westfalen,NW
5554,200905554,2009,Kreis Borken,58.7,40.7,69.3,Nordrhein-Westfalen,NW
5558,201705558,2017,Kreis Coesfeld,64.8,56.2,86.7,Nordrhein-Westfalen,NW
5558,201305558,2013,Kreis Coesfeld,62.1,50.6,81.5,Nordrhein-Westfalen,NW
5558,200905558,2009,Kreis Coesfeld,57.300000000000004,45.6,79.7,Nordrhein-Westfalen,NW
5562,201705562,2017,Kreis Recklinghausen,58.5,48.7,83.2,Nordrhein-Westfalen,NW
5562,201305562,2013,Kreis Recklinghausen,55.400000000000006,43.5,78.4,Nordrhein-Westfalen,NW
5562,200905562,2009,Kreis Recklinghausen,52.6,39.400000000000006,74.7,Nordrhein-Westfalen,NW
5566,201705566,2017,Kreis Steinfurt,66.2,55.5,83.9,Nordrhein-Westfalen,NW
5566,201305566,2013,Kreis Steinfurt,63.0,50.1,79.4,Nordrhein-Westfalen,NW
5566,200905566,2009,Kreis Steinfurt,58.6,45.1,77.0,Nordrhein-Westfalen,NW
5570,201705570,2017,Kreis Warendorf,67.4,54.2,80.4,Nordrhein-Westfalen,NW
5570,201305570,2013,Kreis Warendorf,65.2,49.1,75.4,Nordrhein-Westfalen,NW
5570,200905570,2009,Kreis Warendorf,60.5,44.5,73.5,Nordrhein-Westfalen,NW
5711,201705711,2017,Bielefeld,60.400000000000006,50.6,83.7,Nordrhein-Westfalen,NW
5711,201305711,2013,Bielefeld,55.900000000000006,47.5,84.9,Nordrhein-Westfalen,NW
5711,200905711,2009,Bielefeld,54.300000000000004,45.5,83.7,Nordrhein-Westfalen,NW
5754,201705754,2017,Kreis Gütersloh,70.4,56.7,80.5,Nordrhein-Westfalen,NW
5754,201305754,2013,Kreis Gütersloh,65.8,51.6,78.4,Nordrhein-Westfalen,NW
5754,200905754,2009,Kreis Gütersloh,63.1,47.7,75.60000000000001,Nordrhein-Westfalen,NW
5758,201705758,2017,Kreis Herford,65.5,57.0,87.0,Nordrhein-Westfalen,NW
5758,201305758,2013,Kreis Herford,61.800000000000004,52.6,85.0,Nordrhein-Westfalen,NW
5758,200905758,2009,Kreis Herford,59.5,49.6,83.4,Nordrhein-Westfalen,NW
5762,201705762,2017,Kreis Höxter,64.2,53.300000000000004,83.0,Nordrhein-Westfalen,NW
5762,201305762,2013,Kreis Höxter,61.6,47.2,76.60000000000001,Nordrhein-Westfalen,NW
5762,200905762,2009,Kreis Höxter,56.900000000000006,42.800000000000004,75.3,Nordrhein-Westfalen,NW
5766,201705766,2017,Kreis Lippe,64.10000000000001,54.6,85.10000000000001,Nordrhein-Westfalen,NW
5766,201305766,2013,Kreis Lippe,60.800000000000004,50.300000000000004,82.7,Nordrhein-Westfalen,NW
5766,200905766,2009,Kreis Lippe,56.900000000000006,46.300000000000004,81.5,Nordrhein-Westfalen,NW
5770,201705770,2017,Kreis Minden-Lübbecke,65.9,56.400000000000006,85.7,Nordrhein-Westfalen,NW
5770,201305770,2013,Kreis Minden-Lübbecke,62.5,52.400000000000006,83.80000000000001,Nordrhein-Westfalen,NW
5770,200905770,2009,Kreis Minden-Lübbecke,58.300000000000004,48.400000000000006,82.9,Nordrhein-Westfalen,NW
5774,201705774,2017,Kreis Paderborn,63.2,51.5,81.60000000000001,Nordrhein-Westfalen,NW
5774,201305774,2013,Kreis Paderborn,61.6,46.900000000000006,76.10000000000001,Nordrhein-Westfalen,NW
5774,200905774,2009,Kreis Paderborn,57.800000000000004,42.400000000000006,73.4,Nordrhein-Westfalen,NW
5911,201705911,2017,Bochum,55.7,49.0,87.9,Nordrhein-Westfalen,NW
5911,201305911,2013,Bochum,53.5,44.800000000000004,83.80000000000001,Nordrhein-Westfalen,NW
5911,200905911,2009,Bochum,48.900000000000006,41.0,83.80000000000001,Nordrhein-Westfalen,NW
5913,201705913,2017,Dortmund,57.2,48.7,85.30000000000001,Nordrhein-Westfalen,NW
5913,201305913,2013,Dortmund,53.2,44.0,82.7,Nordrhein-Westfalen,NW
5913,200905913,2009,Dortmund,48.900000000000006,40.800000000000004,83.5,Nordrhein-Westfalen,NW
5914,201705914,2017,Hagen,61.7,49.7,80.5,Nordrhein-Westfalen,NW
5914,201305914,2013,Hagen,58.400000000000006,46.1,78.9,Nordrhein-Westfalen,NW
5914,200905914,2009,Hagen,55.6,42.5,76.3,Nordrhein-Westfalen,NW
5915,201705915,2017,Hamm,58.800000000000004,47.5,80.7,Nordrhein-Westfalen,NW
5915,201305915,2013,Hamm,55.400000000000006,42.800000000000004,77.2,Nordrhein-Westfalen,NW
5915,200905915,2009,Hamm,49.900000000000006,39.400000000000006,79.10000000000001,Nordrhein-Westfalen,NW
5916,201705916,2017,Herne,54.1,45.6,84.30000000000001,Nordrhein-Westfalen,NW
5916,201305916,2013,Herne,52.5,41.5,79.10000000000001,Nordrhein-Westfalen,NW
5916,200905916,2009,Herne,48.300000000000004,38.0,78.60000000000001,Nordrhein-Westfalen,NW
5954,201705954,2017,Ennepe-Ruhr-Kreis,61.6,53.1,86.2,Nordrhein-Westfalen,NW
5954,201305954,2013,Ennepe-Ruhr-Kreis,59.6,49.1,82.4,Nordrhein-Westfalen,NW
5954,200905954,2009,Ennepe-Ruhr-Kreis,55.6,44.6,80.2,Nordrhein-Westfalen,NW
5958,201705958,2017,Hochsauerlandkreis,67.8,54.400000000000006,80.30000000000001,Nordrhein-Westfalen,NW
5958,201305958,2013,Hochsauerlandkreis,65.0,48.6,74.7,Nordrhein-Westfalen,NW
5958,200905958,2009,Hochsauerlandkreis,61.1,43.800000000000004,71.60000000000001,Nordrhein-Westfalen,NW
5962,201705962,2017,Märkischer Kreis,66.8,52.7,78.9,Nordrhein-Westfalen,NW
5962,201305962,2013,Märkischer Kreis,64.0,48.0,75.0,Nordrhein-Westfalen,NW
5962,200905962,2009,Märkischer Kreis,58.400000000000006,43.7,74.9,Nordrhein-Westfalen,NW
5966,201705966,2017,Kreis Olpe,72.10000000000001,52.900000000000006,73.4,Nordrhein-Westfalen,NW
5966,201305966,2013,Kreis Olpe,69.10000000000001,47.0,68.0,Nordrhein-Westfalen,NW
5966,200905966,2009,Kreis Olpe,64.0,41.400000000000006,64.8,Nordrhein-Westfalen,NW
5970,201705970,2017,Kreis Siegen-Wittgenstein,67.8,51.7,76.2,Nordrhein-Westfalen,NW
5970,201305970,2013,Kreis Siegen-Wittgenstein,65.7,46.800000000000004,71.2,Nordrhein-Westfalen,NW
5970,200905970,2009,Kreis Siegen-Wittgenstein,60.5,42.400000000000006,70.10000000000001,Nordrhein-Westfalen,NW
5974,201705974,2017,Kreis Soest,64.10000000000001,54.2,84.5,Nordrhein-Westfalen,NW
5974,201305974,2013,Kreis Soest,62.900000000000006,49.400000000000006,78.60000000000001,Nordrhein-Westfalen,NW
5974,200905974,2009,Kreis Soest,57.300000000000004,43.900000000000006,76.5,Nordrhein-Westfalen,NW
5978,201705978,2017,Kreis Unna,61.0,51.0,83.5,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,57.6,45.7,79.2,Nordrhein-Westfalen,NW
5978,200905978,2009,Kreis Unna,53.0,40.900000000000006,77.2,Nordrhein-Westfalen,NW
6411,201706411,2017,Darmstadt,57.1,53.7,93.9,Hessen,HE
6411,201306411,2013,Darmstadt,53.2,49.800000000000004,93.60000000000001,Hessen,HE
6411,200906411,2009,Darmstadt,52.1,48.1,92.4,Hessen,HE
6412,201706412,2017,Frankfurt (Main),60.5,54.7,90.5,Hessen,HE
6412,201306412,2013,Frankfurt (Main),55.1,51.1,92.80000000000001,Hessen,HE
6412,200906412,2009,Frankfurt (Main),52.1,48.1,92.4,Hessen,HE
6413,201706413,2017,Offenbach am Main,68.10000000000001,53.300000000000004,78.30000000000001,Hessen,HE
6413,201306413,2013,Offenbach am Main,58.5,48.1,82.10000000000001,Hessen,HE
6413,200906413,2009,Offenbach am Main,50.300000000000004,44.6,88.7,Hessen,HE
6414,201706414,2017,Wiesbaden,63.2,54.7,86.5,Hessen,HE
6414,201306414,2013,Wiesbaden,57.6,51.400000000000006,89.2,Hessen,HE
6414,200906414,2009,Wiesbaden,51.2,47.2,92.30000000000001,Hessen,HE
6431,201706431,2017,Landkreis Bergstrasse,63.7,54.5,85.60000000000001,Hessen,HE
6431,201306431,2013,Landkreis Bergstrasse,60.900000000000006,49.800000000000004,81.80000000000001,Hessen,HE
6431,200906431,2009,Landkreis Bergstrasse,58.0,46.0,79.4,Hessen,HE
6432,201706432,2017,Landkreis Darmstadt-Dieburg,63.800000000000004,56.1,87.9,Hessen,HE
6432,201306432,2013,Landkreis Darmstadt-Dieburg,60.2,51.800000000000004,86.0,Hessen,HE
6432,200906432,2009,Landkreis Darmstadt-Dieburg,56.6,47.400000000000006,83.9,Hessen,HE
6433,201706433,2017,Landkreis Groß-Gerau,67.4,54.800000000000004,81.30000000000001,Hessen,HE
6433,201306433,2013,Landkreis Groß-Gerau,64.10000000000001,51.6,80.60000000000001,Hessen,HE
6433,200906433,2009,Landkreis Groß-Gerau,60.300000000000004,49.1,81.5,Hessen,HE
6434,201706434,2017,Hochtaunuskreis,61.0,55.7,91.4,Hessen,HE
6434,201306434,2013,Hochtaunuskreis,58.400000000000006,51.800000000000004,88.7,Hessen,HE
6434,200906434,2009,Hochtaunuskreis,56.2,48.900000000000006,87.10000000000001,Hessen,HE
6435,201706435,2017,Main-Kinzig-Kreis,64.4,54.6,84.80000000000001,Hessen,HE
6435,201306435,2013,Main-Kinzig-Kreis,61.300000000000004,50.800000000000004,82.9,Hessen,HE
6435,200906435,2009,Main-Kinzig-Kreis,57.2,47.400000000000006,82.80000000000001,Hessen,HE
6436,201706436,2017,Main-Taunus-Kreis,65.8,59.0,89.7,Hessen,HE
6436,201306436,2013,Main-Taunus-Kreis,63.900000000000006,56.300000000000004,88.10000000000001,Hessen,HE
6436,200906436,2009,Main-Taunus-Kreis,61.0,52.0,85.4,Hessen,HE
6437,201706437,2017,Odenwaldkreis,64.0,53.1,83.0,Hessen,HE
6437,201306437,2013,Odenwaldkreis,58.800000000000004,47.800000000000004,81.30000000000001,Hessen,HE
6437,200906437,2009,Odenwaldkreis,57.0,44.5,78.2,Hessen,HE
6438,201706438,2017,Landkreis Offenbach,65.2,56.6,86.80000000000001,Hessen,HE
6438,201306438,2013,Landkreis Offenbach,60.800000000000004,52.800000000000004,86.7,Hessen,HE
6438,200906438,2009,Landkreis Offenbach,57.900000000000006,49.5,85.4,Hessen,HE
6439,201706439,2017,Rheingau-Taunus-Kreis,59.800000000000004,55.900000000000006,93.4,Hessen,HE
6439,201306439,2013,Rheingau-Taunus-Kreis,58.1,52.7,90.7,Hessen,HE
6439,200906439,2009,Rheingau-Taunus-Kreis,54.900000000000006,49.2,89.60000000000001,Hessen,HE
6440,201706440,2017,Wetteraukreis,61.800000000000004,55.800000000000004,90.2,Hessen,HE
6440,201306440,2013,Wetteraukreis,59.1,51.7,87.60000000000001,Hessen,HE
6440,200906440,2009,Wetteraukreis,55.800000000000004,47.7,85.60000000000001,Hessen,HE
6531,201706531,2017,Landkreis Gießen,55.7,50.300000000000004,90.4,Hessen,HE
6531,201306531,2013,Landkreis Gießen,53.900000000000006,47.400000000000006,88.0,Hessen,HE
6531,200906531,2009,Landkreis Gießen,51.1,44.400000000000006,86.7,Hessen,HE
6532,201706532,2017,Lahn-Dill Kreis,64.10000000000001,52.1,81.2,Hessen,HE
6532,201306532,2013,Lahn-Dill Kreis,61.800000000000004,47.6,77.10000000000001,Hessen,HE
6532,200906532,2009,Lahn-Dill Kreis,59.1,44.7,75.60000000000001,Hessen,HE
6533,201706533,2017,Landkreis Limburg-Weilburg,61.1,50.6,82.80000000000001,Hessen,HE
6533,201306533,2013,Landkreis Limburg-Weilburg,58.300000000000004,46.400000000000006,79.7,Hessen,HE
6533,200906533,2009,Landkreis Limburg-Weilburg,56.300000000000004,43.2,76.80000000000001,Hessen,HE
6534,201706534,2017,Landkreis Marburg-Biedenkopf,59.300000000000004,52.300000000000004,88.2,Hessen,HE
6534,201306534,2013,Landkreis Marburg-Biedenkopf,57.0,48.2,84.5,Hessen,HE
6534,200906534,2009,Landkreis Marburg-Biedenkopf,51.400000000000006,43.7,84.9,Hessen,HE
6535,201706535,2017,Vogelsbergkreis,63.0,56.300000000000004,89.30000000000001,Hessen,HE
6535,201306535,2013,Vogelsbergkreis,60.6,51.2,84.5,Hessen,HE
6535,200906535,2009,Vogelsbergkreis,57.1,47.300000000000004,82.9,Hessen,HE
6611,201706611,2017,Kassel,57.300000000000004,49.400000000000006,86.30000000000001,Hessen,HE
6611,201306611,2013,Kassel,52.5,45.400000000000006,86.5,Hessen,HE
6611,200906611,2009,Kassel,46.300000000000004,40.6,87.60000000000001,Hessen,HE
6631,201706631,2017,Landkreis Fulda,64.3,54.300000000000004,84.5,Hessen,HE
6631,201306631,2013,Landkreis Fulda,61.1,49.300000000000004,80.7,Hessen,HE
6631,200906631,2009,Landkreis Fulda,56.900000000000006,44.400000000000006,78.0,Hessen,HE
6632,201706632,2017,Landkreis Hersfeld-Rotenburg,63.900000000000006,55.0,86.2,Hessen,HE
6632,201306632,2013,Landkreis Hersfeld-Rotenburg,60.7,49.800000000000004,82.0,Hessen,HE
6632,200906632,2009,Landkreis Hersfeld-Rotenburg,55.7,44.900000000000006,80.5,Hessen,HE
6633,201706633,2017,Landkreis Kassel (Land),64.2,56.6,88.2,Hessen,HE
6633,201306633,2013,Landkreis Kassel (Land),61.7,51.800000000000004,84.0,Hessen,HE
6633,200906633,2009,Landkreis Kassel (Land),57.900000000000006,47.7,82.4,Hessen,HE
6634,201706634,2017,Schwalm-Eder Kreis,62.900000000000006,56.6,90.0,Hessen,HE
6634,201306634,2013,Schwalm-Eder Kreis,60.5,51.400000000000006,85.0,Hessen,HE
6634,200906634,2009,Schwalm-Eder Kreis,56.800000000000004,46.300000000000004,81.5,Hessen,HE
6635,201706635,2017,Landkreis Waldeck-Frankenberg,65.7,58.400000000000006,88.80000000000001,Hessen,HE
6635,201306635,2013,Landkreis Waldeck-Frankenberg,63.300000000000004,53.1,84.0,Hessen,HE
6635,200906635,2009,Landkreis Waldeck-Frankenberg,58.6,48.300000000000004,82.5,Hessen,HE
6636,201706636,2017,Werra-Meißner Kreis,59.300000000000004,53.800000000000004,90.7,Hessen,HE
6636,201306636,2013,Werra-Meißner Kreis,56.400000000000006,48.400000000000006,85.7,Hessen,HE
6636,200906636,2009,Werra-Meißner Kreis,51.2,44.400000000000006,86.7,Hessen,HE
7111,201707111,2017,Koblenz,55.6,51.5,92.7,Rheinland-Pfalz,RP
7111,201307111,2013,Koblenz,51.900000000000006,47.7,91.9,Rheinland-Pfalz,RP
7111,200907111,2009,Koblenz,48.5,46.6,96.2,Rheinland-Pfalz,RP
7131,201707131,2017,Landkreis Ahrweiler,60.2,55.0,91.30000000000001,Rheinland-Pfalz,RP
7131,201307131,2013,Landkreis Ahrweiler,56.7,50.6,89.30000000000001,Rheinland-Pfalz,RP
7131,200907131,2009,Landkreis Ahrweiler,53.0,46.5,87.7,Rheinland-Pfalz,RP
7132,201707132,2017,Landkreis Altenkirchen (Westerwald),65.9,50.800000000000004,77.2,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),62.300000000000004,45.1,72.5,Rheinland-Pfalz,RP
7132,200907132,2009,Landkreis Altenkirchen (Westerwald),58.6,41.2,70.4,Rheinland-Pfalz,RP
7133,201707133,2017,Landkreis Bad Kreuznach,63.1,54.400000000000006,86.2,Rheinland-Pfalz,RP
7133,201307133,2013,Landkreis Bad Kreuznach,59.900000000000006,50.2,83.80000000000001,Rheinland-Pfalz,RP
7133,200907133,2009,Landkreis Bad Kreuznach,56.800000000000004,47.300000000000004,83.2,Rheinland-Pfalz,RP
7134,201707134,2017,Landkreis Birkenfeld,61.300000000000004,54.7,89.30000000000001,Rheinland-Pfalz,RP
7134,201307134,2013,Landkreis Birkenfeld,58.800000000000004,49.7,84.60000000000001,Rheinland-Pfalz,RP
7134,200907134,2009,Landkreis Birkenfeld,56.1,45.400000000000006,81.0,Rheinland-Pfalz,RP
7135,201707135,2017,Landkreis Cochem-Zell,60.300000000000004,57.1,94.7,Rheinland-Pfalz,RP
7135,201307135,2013,Landkreis Cochem-Zell,59.2,52.7,89.10000000000001,Rheinland-Pfalz,RP
7135,200907135,2009,Landkreis Cochem-Zell,56.800000000000004,48.5,85.30000000000001,Rheinland-Pfalz,RP
7137,201707137,2017,Landkreis Mayen-Koblenz,61.5,54.7,89.0,Rheinland-Pfalz,RP
7137,201307137,2013,Landkreis Mayen-Koblenz,59.1,50.800000000000004,86.0,Rheinland-Pfalz,RP
7137,200907137,2009,Landkreis Mayen-Koblenz,55.800000000000004,47.400000000000006,84.9,Rheinland-Pfalz,RP
7138,201707138,2017,Landkreis Neuwied,63.2,53.900000000000006,85.4,Rheinland-Pfalz,RP
7138,201307138,2013,Landkreis Neuwied,59.900000000000006,49.800000000000004,83.10000000000001,Rheinland-Pfalz,RP
7138,200907138,2009,Landkreis Neuwied,56.800000000000004,46.1,81.2,Rheinland-Pfalz,RP
7140,201707140,2017,Rhein-Hunsrück-Kreis,65.9,56.0,85.10000000000001,Rheinland-Pfalz,RP
7140,201307140,2013,Rhein-Hunsrück-Kreis,61.300000000000004,50.0,81.5,Rheinland-Pfalz,RP
7140,200907140,2009,Rhein-Hunsrück-Kreis,58.900000000000006,46.1,78.30000000000001,Rheinland-Pfalz,RP
7141,201707141,2017,Rhein-Lahn-Kreis,61.400000000000006,55.2,89.9,Rheinland-Pfalz,RP
7141,201307141,2013,Rhein-Lahn-Kreis,58.7,51.1,87.10000000000001,Rheinland-Pfalz,RP
7141,200907141,2009,Rhein-Lahn-Kreis,55.800000000000004,47.6,85.30000000000001,Rheinland-Pfalz,RP
7143,201707143,2017,Westerwaldkreis,65.0,53.800000000000004,82.80000000000001,Rheinland-Pfalz,RP
7143,201307143,2013,Westerwaldkreis,61.800000000000004,49.1,79.4,Rheinland-Pfalz,RP
7143,200907143,2009,Westerwaldkreis,59.2,45.900000000000006,77.60000000000001,Rheinland-Pfalz,RP
7211,201707211,2017,Trier,43.0,44.2,102.80000000000001,Rheinland-Pfalz,RP
7211,201307211,2013,Trier,40.7,39.7,97.4,Rheinland-Pfalz,RP
7211,200907211,2009,Trier,39.400000000000006,36.800000000000004,93.4,Rheinland-Pfalz,RP
7231,201707231,2017,Landkreis Bernkastel-Wittlich,61.6,56.0,90.80000000000001,Rheinland-Pfalz,RP
7231,201307231,2013,Landkreis Bernkastel-Wittlich,59.400000000000006,50.900000000000006,85.60000000000001,Rheinland-Pfalz,RP
7231,200907231,2009,Landkreis Bernkastel-Wittlich,57.400000000000006,47.5,82.7,Rheinland-Pfalz,RP
7232,201707232,2017,Eifelkreis Bitburg-Prüm,46.800000000000004,45.6,97.30000000000001,Rheinland-Pfalz,RP
7232,201307232,2013,Eifelkreis Bitburg-Prüm,46.7,41.800000000000004,89.5,Rheinland-Pfalz,RP
7232,200907232,2009,Eifelkreis Bitburg-Prüm,46.800000000000004,40.1,85.60000000000001,Rheinland-Pfalz,RP
7233,201707233,2017,Landkreis Vulkaneifel,61.2,53.800000000000004,88.0,Rheinland-Pfalz,RP
7233,201307233,2013,Landkreis Vulkaneifel,59.1,48.2,81.5,Rheinland-Pfalz,RP
7233,200907233,2009,Landkreis Vulkaneifel,56.300000000000004,44.2,78.60000000000001,Rheinland-Pfalz,RP
7235,201707235,2017,Landkreis Trier-Saarburg,46.2,46.6,100.9,Rheinland-Pfalz,RP
7235,201307235,2013,Landkreis Trier-Saarburg,46.400000000000006,44.7,96.30000000000001,Rheinland-Pfalz,RP
7235,200907235,2009,Landkreis Trier-Saarburg,46.0,43.2,94.0,Rheinland-Pfalz,RP
7311,201707311,2017,Frankenthal (Pfalz),59.400000000000006,46.1,77.60000000000001,Rheinland-Pfalz,RP
7311,201307311,2013,Frankenthal (Pfalz),62.900000000000006,47.400000000000006,75.4,Rheinland-Pfalz,RP
7311,200907311,2009,Frankenthal (Pfalz),58.6,44.6,76.10000000000001,Rheinland-Pfalz,RP
7312,201707312,2017,Kaiserslautern,54.2,49.900000000000006,92.10000000000001,Rheinland-Pfalz,RP
7312,201307312,2013,Kaiserslautern,50.2,46.0,91.7,Rheinland-Pfalz,RP
7312,200907312,2009,Kaiserslautern,46.7,43.5,93.0,Rheinland-Pfalz,RP
7313,201707313,2017,Landau in der Pfalz,58.900000000000006,49.1,83.2,Rheinland-Pfalz,RP
7313,201307313,2013,Landau in der Pfalz,57.0,47.800000000000004,83.9,Rheinland-Pfalz,RP
7313,200907313,2009,Landau in der Pfalz,54.2,45.6,84.10000000000001,Rheinland-Pfalz,RP
7314,201707314,2017,Ludwigshafen am Rhein,66.5,50.1,75.3,Rheinland-Pfalz,RP
7314,201307314,2013,Ludwigshafen am Rhein,62.400000000000006,46.800000000000004,75.0,Rheinland-Pfalz,RP
7314,200907314,2009,Ludwigshafen am Rhein,54.800000000000004,43.1,78.60000000000001,Rheinland-Pfalz,RP
7315,201707315,2017,Mainz,57.5,51.6,89.7,Rheinland-Pfalz,RP
7315,201307315,2013,Mainz,55.2,48.5,87.9,Rheinland-Pfalz,RP
7315,200907315,2009,Mainz,51.1,45.5,89.2,Rheinland-Pfalz,RP
7316,201707316,2017,Neustadt an der Weinstrasse,63.900000000000006,54.2,84.7,Rheinland-Pfalz,RP
7316,201307316,2013,Neustadt an der Weinstrasse,59.6,50.1,84.2,Rheinland-Pfalz,RP
7316,200907316,2009,Neustadt an der Weinstrasse,54.6,45.300000000000004,83.0,Rheinland-Pfalz,RP
7317,201707317,2017,Pirmasens,58.800000000000004,51.0,86.80000000000001,Rheinland-Pfalz,RP
7317,201307317,2013,Pirmasens,55.400000000000006,47.800000000000004,86.2,Rheinland-Pfalz,RP
7317,200907317,2009,Pirmasens,51.800000000000004,46.1,89.10000000000001,Rheinland-Pfalz,RP
7318,201707318,2017,Speyer,62.1,54.900000000000006,88.4,Rheinland-Pfalz,RP
7318,201307318,2013,Speyer,59.6,52.900000000000006,88.9,Rheinland-Pfalz,RP
7318,200907318,2009,Speyer,56.1,49.1,87.60000000000001,Rheinland-Pfalz,RP
7319,201707319,2017,Worms,67.2,52.7,78.4,Rheinland-Pfalz,RP
7319,201307319,2013,Worms,64.0,48.400000000000006,75.7,Rheinland-Pfalz,RP
7319,200907319,2009,Worms,57.5,44.0,76.60000000000001,Rheinland-Pfalz,RP
7320,201707320,2017,Zweibrücken,60.1,52.400000000000006,87.10000000000001,Rheinland-Pfalz,RP
7320,201307320,2013,Zweibrücken,57.400000000000006,49.0,85.4,Rheinland-Pfalz,RP
7320,200907320,2009,Zweibrücken,54.400000000000006,45.5,83.7,Rheinland-Pfalz,RP
7331,201707331,2017,Landkreis Alzey-Worms,65.0,54.5,83.80000000000001,Rheinland-Pfalz,RP
7331,201307331,2013,Landkreis Alzey-Worms,62.400000000000006,50.900000000000006,81.60000000000001,Rheinland-Pfalz,RP
7331,200907331,2009,Landkreis Alzey-Worms,59.800000000000004,47.900000000000006,80.10000000000001,Rheinland-Pfalz,RP
7332,201707332,2017,Landkreis Bad Dürkheim,64.60000000000001,55.300000000000004,85.60000000000001,Rheinland-Pfalz,RP
7332,201307332,2013,Landkreis Bad Dürkheim,62.2,50.5,81.2,Rheinland-Pfalz,RP
7332,200907332,2009,Landkreis Bad Dürkheim,58.5,46.300000000000004,79.2,Rheinland-Pfalz,RP
7333,201707333,2017,Donnersbergkreis,65.5,53.900000000000006,82.30000000000001,Rheinland-Pfalz,RP
7333,201307333,2013,Donnersbergkreis,63.0,49.5,78.5,Rheinland-Pfalz,RP
7333,200907333,2009,Donnersbergkreis,60.5,46.300000000000004,76.60000000000001,Rheinland-Pfalz,RP
7334,201707334,2017,Landkreis Germersheim,68.4,55.7,81.4,Rheinland-Pfalz,RP
7334,201307334,2013,Landkreis Germersheim,66.3,51.800000000000004,78.2,Rheinland-Pfalz,RP
7334,200907334,2009,Landkreis Germersheim,62.7,48.0,76.60000000000001,Rheinland-Pfalz,RP
7335,201707335,2017,Landkreis Kaiserslautern (Land),61.1,54.1,88.5,Rheinland-Pfalz,RP
7335,201307335,2013,Landkreis Kaiserslautern (Land),58.2,49.400000000000006,84.80000000000001,Rheinland-Pfalz,RP
7335,200907335,2009,Landkreis Kaiserslautern (Land),56.2,47.1,83.80000000000001,Rheinland-Pfalz,RP
7336,201707336,2017,Landkreis Kusel,62.6,53.5,85.4,Rheinland-Pfalz,RP
7336,201307336,2013,Landkreis Kusel,61.300000000000004,48.6,79.4,Rheinland-Pfalz,RP
7336,200907336,2009,Landkreis Kusel,60.400000000000006,46.0,76.10000000000001,Rheinland-Pfalz,RP
7337,201707337,2017,Landkreis Südliche Weinstrasse,63.300000000000004,55.7,88.0,Rheinland-Pfalz,RP
7337,201307337,2013,Landkreis Südliche Weinstrasse,60.5,51.1,84.5,Rheinland-Pfalz,RP
7337,200907337,2009,Landkreis Südliche Weinstrasse,57.1,48.2,84.4,Rheinland-Pfalz,RP
7338,201707338,2017,Rhein-Pfalz-Kreis,67.0,56.1,83.80000000000001,Rheinland-Pfalz,RP
7338,201307338,2013,Rhein-Pfalz-Kreis,65.9,53.0,80.5,Rheinland-Pfalz,RP
7338,200907338,2009,Rhein-Pfalz-Kreis,62.5,48.7,77.9,Rheinland-Pfalz,RP
7339,201707339,2017,Landkreis Mainz-Bingen,63.400000000000006,57.7,90.9,Rheinland-Pfalz,RP
7339,201307339,2013,Landkreis Mainz-Bingen,61.5,54.1,88.0,Rheinland-Pfalz,RP
7339,200907339,2009,Landkreis Mainz-Bingen,59.0,50.5,85.7,Rheinland-Pfalz,RP
7340,201707340,2017,Landkreis Südwestpfalz,62.5,56.5,90.30000000000001,Rheinland-Pfalz,RP
7340,201307340,2013,Landkreis Südwestpfalz,60.0,51.800000000000004,86.4,Rheinland-Pfalz,RP
7340,200907340,2009,Landkreis Südwestpfalz,57.0,48.6,85.30000000000001,Rheinland-Pfalz,RP
8111,201708111,2017,Stuttgart,60.900000000000006,55.400000000000006,90.9,Baden-Württemberg,BW
8111,201308111,2013,Stuttgart,56.900000000000006,51.2,89.9,Baden-Württemberg,BW
8111,200908111,2009,Stuttgart,50.6,46.2,91.30000000000001,Baden-Württemberg,BW
8115,201708115,2017,Landkreis Böblingen,71.0,57.800000000000004,81.5,Baden-Württemberg,BW
8115,201308115,2013,Landkreis Böblingen,67.60000000000001,53.7,79.4,Baden-Württemberg,BW
8115,200908115,2009,Landkreis Böblingen,62.300000000000004,48.5,77.9,Baden-Württemberg,BW
8116,201708116,2017,Landkreis Esslingen,68.3,58.7,85.9,Baden-Württemberg,BW
